seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3016,10,family,scratch,120,2560,1.119409381820165,1.5936370652231502,0.8822955401186718,
3016,10,family,warm,120,2560,0.23534624363358272,0.6238164813300973,0.0411111247853254,
3016,10,family,source_retrieval,120,2560,0.04232276790953515,0.04516994494838735,0.04089917939010905,0.5
3016,10,family,source_mixture,120,2560,0.04731805314765296,0.04516334707745352,0.04839540618275268,0.5768497191811863
3016,10,family,scratch,200,2560,0.4215011902044091,0.5710319242557912,0.34673582317871804,
3016,10,family,warm,200,2560,0.12123696485147299,0.28574544272270436,0.03898272591585729,
3016,10,family,source_retrieval,200,2560,0.042229991249956855,0.04706799182476441,0.039810990962553076,0.5
3016,10,family,source_mixture,200,2560,0.04204063119262942,0.04706025693911873,0.03953081831938475,0.5768497191811863
3016,10,family,scratch,400,2560,0.05104508452389402,0.03409320481510247,0.0595210243782898,
3016,10,family,warm,400,2560,0.02088640308553329,0.027555896509655953,0.017551656373471954,
3016,10,family,source_retrieval,400,2560,0.016394577410428712,0.013697717291215435,0.017743007470035346,0.5
3016,10,family,source_mixture,400,2560,0.016333661111081647,0.013697517463327966,0.017651732934958482,0.5768497191811863
