step,target,value,query_samples,observed_total_loss,broad_total_loss,observed_nonroot_loss,broad_nonroot_loss,feasible_nonroot_loss
0,X9,-5.0,50,7.861366335302591,22.881240877136587,2.9692733325064182,21.902822276577353,4.796159115154296
1,X6,4.160609722137451,100,5.789110280573368,6.546132973209024,0.8891011849045753,5.566131154075265,1.1458477544753503
2,X19,4.3641743659973145,150,5.561603922396898,3.262562106177211,0.6566538996994495,2.281572101637721,0.7670112698106095
3,X15,-4.553884506225586,240,5.49006232060492,3.146602510660887,0.5936105493456125,2.167312156409025,0.618730219042239
4,X9,5.0,290,5.481389362365007,2.2987597160041333,0.5975979752838612,1.322001438587904,0.6209514900498714
5,X6,-5.0,340,5.479240981861949,2.2052243892103434,0.594316391274333,1.2282394710928202,0.6147978452499956
6,X12,5.0,430,5.461409391835332,2.259757704660297,0.58199811168015,1.28387544862926,0.6058842397372549
7,X16,4.900075435638428,480,5.457804024219513,2.288732173293829,0.579258143901825,1.3130229972302914,0.6028236660252636
8,X8,-4.880528926849365,530,5.45914875715971,2.1437114607542753,0.5781723782420158,1.1675161849707365,0.5901499993245427
9,X25,5.0,620,5.459983253851533,2.2099388811737297,0.5753892306238413,1.2330200765281916,0.5896599783639733
10,X8,5.0,670,5.463572474196553,1.789583843946457,0.5801516491919756,0.8128996789455414,0.6054362497137238
11,X2,-4.863585472106934,720,5.462954407557845,1.7665573630481959,0.5748651679605246,0.7889395151287317,0.5901868584332988
12,X24,-2.2573108673095703,810,5.460905991494656,1.773516583442688,0.5732393488287926,0.7959832549095154,0.5857904240644227
13,X20,-5.0,860,5.460365559905767,1.7392319601029158,0.5729164741933346,0.7617421429604292,0.5837658978998661
14,X16,-5.0,910,5.461065461859107,1.7329050835222004,0.5726215746253729,0.7552163060754538,0.5832137205870822
15,X4,4.648842811584473,1000,5.4552744422107935,1.7174565833061934,0.5716344509273767,0.74072858504951,0.5803201312664896
16,X7,4.588822841644287,1050,5.454425413161516,1.7083113223314286,0.5716034360229969,0.7317469269037247,0.579756188361595
17,X10,5.0,1100,5.454695886000991,1.6953580915927888,0.5708458479493856,0.7185880839824677,0.5783784270752221
18,X20,4.088174343109131,1190,5.451434249058366,1.689031669870019,0.5702859107404947,0.7128020022064447,0.5780132109842573
19,X13,-5.0,1240,5.451575135812163,1.682710661739111,0.569857632741332,0.7063671611249447,0.5778033121023327
20,X12,-5.0,1290,5.453803025186062,1.6826618406921625,0.5699659213423729,0.7058944199234247,0.5777692517731339
21,X19,-5.0,1380,5.455355998128653,1.6721795432269575,0.5696740709245205,0.6950431577861309,0.5771712071339911
22,X4,-4.312625408172607,1430,5.456163881346583,1.6697850804775953,0.5693298559635878,0.6924182754009962,0.5769759796094149
23,X1,4.805421352386475,1480,5.456295313313603,1.666518845409155,0.568758787587285,0.6890115402638912,0.5761144634258623
24,X15,5.0,1570,5.457989739254117,1.6677954144775868,0.568721579387784,0.6899417825043201,0.5757190374036629
25,X13,5.0,1620,5.455996563658118,1.6684485286474229,0.5686905886977911,0.6909873336553574,0.5755242630063246
26,X3,-5.0,1670,5.455572389066219,1.6665940202772618,0.5685828551650047,0.6891961134970188,0.5756536305028324
27,X1,-5.0,1760,5.453269816935062,1.6692994561046361,0.5683424845337868,0.6923139896243811,0.5756488173501566
28,X5,5.0,1810,5.454222332686186,1.6707764130085707,0.5683748237788677,0.693606911227107,0.5756194251589477
29,X25,-4.879936695098877,1860,5.45164611004293,1.6728406578302384,0.5682972278445959,0.6961708813905716,0.5754491518406819
30,X14,-5.0,1950,5.453218404203653,1.6728759042918684,0.568128053098917,0.6958578340709209,0.575282465123261
31,X14,5.0,2000,5.454019611701369,1.6586365848779678,0.5682179387658834,0.6814762502908707,0.575176976271905
