track,seed,condition,method,budget,validation_samples,mse,fallback_weight,validation_base_sse,validation_proposal_sse
prior_gate,2009,correct,broad,16,8,0.007063976284903371,,,
prior_gate,2009,correct,proposal,16,8,0.0040065647735537824,,,
prior_gate,2009,correct,validation_gate,16,8,0.00497299729508445,0.4822111174438171,0.07518462712704743,0.07198127623406325
prior_gate,2009,correct,broad,32,8,0.0052135041203854905,,,
prior_gate,2009,correct,proposal,32,8,0.0047306965001723145,,,
prior_gate,2009,correct,validation_gate,32,8,0.004973028529201343,0.5356668492535632,0.11409555284823077,0.12052650852006014
prior_gate,2009,correct,broad,64,8,0.002314004352294588,,,
prior_gate,2009,correct,proposal,64,8,0.0020102194223581777,,,
prior_gate,2009,correct,validation_gate,64,8,0.0021559612860145966,0.5033948376782565,0.20499762742946684,0.20560870760187092
prior_gate,2009,wrong,broad,16,8,0.007063976284903371,,,
prior_gate,2009,wrong,proposal,16,8,0.004570377782238341,,,
prior_gate,2009,wrong,validation_gate,16,8,0.006972170957853354,0.9909755333100759,0.07518462712704743,0.286628396710667
prior_gate,2009,wrong,broad,32,8,0.0052135041203854905,,,
prior_gate,2009,wrong,proposal,32,8,0.005036021108752951,,,
prior_gate,2009,wrong,validation_gate,32,8,0.0048721158692144415,0.7464146199412195,0.11409555284823077,0.16267668278782868
prior_gate,2009,wrong,broad,64,8,0.002314004352294588,,,
prior_gate,2009,wrong,proposal,64,8,0.0021432656427533667,,,
prior_gate,2009,wrong,validation_gate,64,8,0.002126971798215179,0.4251340039533835,0.20499762742946684,0.1914196631008144
