step,target,value,query_samples,observed_total_loss,broad_total_loss,observed_nonroot_loss,broad_nonroot_loss,feasible_nonroot_loss
0,X24,-5.0,50,7.101080814376473,46.566638922318816,2.2155899796634912,45.58954075537622,6.231879415805452
1,X8,5.0,100,6.593724174425006,29.541839791461825,1.7017471622675657,28.563444389030337,3.6837183316626274
2,X12,-5.0,150,5.8237878158688545,21.940132159367202,0.92086011916399,20.95954662002623,2.307271403609775
3,X18,-5.0,240,5.607435485348105,14.62432061880827,0.6921718325465918,13.641267888247967,1.3071212201224018
4,X8,-5.0,290,5.609589641913772,12.009067104384304,0.6935413535684347,11.025857446715236,1.2127618802866589
5,X9,-4.2836127281188965,340,5.5736766140908,9.697675525397063,0.657038239762187,8.71434785053134,0.837432953567865
6,X22,-5.0,430,5.530726335942745,7.732413577660918,0.6107249483466148,6.748413300141692,0.7300631949134792
7,X17,-5.0,480,5.52452739328146,6.895348077639937,0.6059756502509117,5.911637729033828,0.7134353086197127
8,X1,5.0,530,5.554927449673414,6.755117538943887,0.6393036656081676,5.771992782130837,0.7885829212609679
9,X17,4.429382801055908,620,5.504821447655559,5.5764998435974125,0.5961824338883162,4.594772040843964,0.6911662851925939
10,X20,4.95849084854126,670,5.501418778672814,5.353898801654577,0.5980765912681818,4.373230364173651,0.7038352343564231
11,X9,5.0,720,5.492672674357891,4.922206027433276,0.5963290259242058,3.942937297746539,0.711386736948043
12,X7,5.0,810,5.473654663190246,4.497423015534878,0.5850208755582571,3.51969625800848,0.6845577534598609
13,X17,-4.782949924468994,860,5.46940753608942,4.371157753840089,0.581973172724247,3.393670881167054,0.6778916805439318
14,X7,-4.973666191101074,910,5.468996753916144,4.206905464828014,0.5808702614158392,3.2292801663279533,0.6752830039476975
15,X5,5.0,1000,5.465816095471382,3.9285501666367053,0.5803278237581253,2.951452512294054,0.6639713009741778
16,X19,5.0,1050,5.464898223057389,3.874174205586314,0.581119829788804,2.897418526932597,0.6651188437826933
17,X2,-5.0,1100,5.463174359872937,3.7074245255440474,0.580492215231061,2.730888096615672,0.6622911981151749
18,X2,5.0,1190,5.463862761855125,3.5969214383512735,0.5779478400945663,2.6197384539991617,0.6574228714841108
19,X20,-5.0,1240,5.4646297581493855,3.411962126195431,0.5787189491093159,2.434779964387417,0.6553153991699218
20,X10,5.0,1290,5.463152393698692,3.3026596173644065,0.5765721648931503,2.325343571603298,0.6518906874116509
21,X6,-5.0,1380,5.461516350507736,3.2402266550809147,0.5763282477855682,2.263189034536481,0.6562424996712555
22,X6,4.325912952423096,1430,5.465301927179098,3.121146146580577,0.5796437226235867,2.1440145056694746,0.6655697009603804
23,X1,-5.0,1480,5.466680966317654,3.0931511100381615,0.5801893100142479,2.11585277877748,0.661547933355905
24,X10,-4.414689540863037,1570,5.458853652700782,2.9926191821694372,0.5739055778831244,2.015629567205906,0.6506055035085107
25,X5,-4.90626335144043,1620,5.45920792222023,2.9469937425106765,0.5733875930309296,1.9698296766728163,0.6504443670079734
26,X19,-5.0,1670,5.4592712465673685,2.945116175338626,0.5726789180189371,1.9677977096289396,0.6507877239879841
27,X18,5.0,1760,5.45995126105845,2.8656491674482822,0.5720920357853174,1.8880773223936558,0.6506584406597541
28,X9,-2.590637683868408,1810,5.459737529978156,2.870814926177263,0.5717096831649542,1.8932093568146229,0.6441001476875197
29,X22,-5.0,1860,5.460048317909241,2.850226751342416,0.5713879466056824,1.8724946770817041,0.6440077581210062
30,X18,-2.7765893936157227,1950,5.463066564872861,2.8538000609725716,0.571452783420682,1.8754773046821356,0.5900373015707979
31,X9,-1.3004965782165527,2000,5.463078824803233,2.8567035656422375,0.5711927693337202,1.878326354548335,0.5855003889882937
