method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
nonleaf_coverage_ens,42,30,1,5.610005680471659,5.610005680471659,10.6189982958138,10.6189982958138,45.32763147354126
