method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
round_robin,456,5,40,1.9908981248736382,1.9709166772663593,0.5953180266544223,0.507282055914402,321.0320372581482
