step,target,value,query_samples,observed_total_loss,broad_total_loss
0,X20,4.665873085424435,50,6.171763554215431,8.958837133273482
1,X19,-1.0939081166461282,100,5.564217496663332,3.8969125766307116
2,X3,1.174050474978059,150,5.529719449579716,3.3383831199258567
3,X25,3.8648089857281214,240,5.502575656399131,2.842629225924611
4,X14,-0.11085711519535213,290,5.5004555974155664,2.9100840121507643
5,X6,-4.156244659527867,340,5.506042202934623,2.5932596951723097
6,X20,-4.57788241929409,430,5.4990092776715755,2.626179237291217
7,X7,-3.734106109283384,480,5.499178281053901,2.7520449250936507
8,X8,2.3051654838370066,530,5.497607236728072,2.812415867671371
9,X25,1.166368110894794,620,5.495567290112376,3.0499813824892046
10,X22,3.130286733791074,670,5.493774250149727,3.0978780034929514
11,X5,0.7200528333447487,720,5.493738655000925,3.1422057006508113
12,X3,-1.3706316179071965,810,5.495786029845476,3.306510493159294
13,X13,1.4664561944682006,860,5.496160291135311,3.357605564594269
14,X19,-2.995280522529611,910,5.495680518448353,3.2073385465890167
15,X7,-2.7030861790130887,1000,5.496444936841726,3.5132817685604096
16,X7,1.8348024514940953,1050,5.495693305507302,3.40473828651011
17,X17,-1.827177415403065,1100,5.495281325653195,3.500746113061905
18,X1,-1.8635151697786192,1190,5.493202919140458,3.4814082842320206
19,X13,3.185280052377223,1240,5.493557220324874,3.517701127380133
20,X18,2.8445254332738426,1290,5.492769751697779,3.4272422149777415
21,X18,-0.10257372850796642,1380,5.494073225185275,3.00967636667192
22,X20,1.2849230346021265,1430,5.495347112417221,3.001480095461011
23,X20,-2.5820077618234727,1480,5.495994416996837,2.924992030113936
24,X6,-3.6097639614007884,1570,5.494330380111933,2.932236731797457
25,X22,4.4693674000876165,1620,5.49434257671237,2.973410478979349
26,X9,-2.27686713489337,1670,5.49443725310266,3.0404953207820653
27,X25,2.7854023970140567,1760,5.4965023044496775,3.1763522826135158
28,X14,1.9583093957374835,1810,5.4972884953022,3.068094116821885
29,X7,0.611672563788261,1860,5.496708761900663,3.1324546691030264
30,X8,-2.2976625067319367,1950,5.496693259105086,3.105517052486539
31,X13,-0.36350864715732634,2000,5.496303683146834,3.0116900116205216
