seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3012,1,coefficient,scratch,120,2560,0.5043125849720176,0.14656841771340706,0.5166485907395558,
3012,1,coefficient,warm,120,2560,0.04328472458990233,0.06371703208311395,0.04258016226255021,
3012,1,coefficient,source_retrieval,120,2560,0.056425186798232836,0.43130173706640557,0.043498409202778615,0.7333333333333333
3012,1,coefficient,source_mixture,120,2560,0.05527177119115712,0.4313018775462387,0.042305215799602586,0.8498076411331648
3012,1,coefficient,scratch,200,2560,0.28138884049019025,0.04940764906752361,0.2893881919185581,
3012,1,coefficient,warm,200,2560,0.03949976719743244,0.07805030291080287,0.03817043837973001,
3012,1,coefficient,source_retrieval,200,2560,0.04968224085211735,0.3261380824216884,0.04014928079799421,0.7333333333333333
3012,1,coefficient,source_mixture,200,2560,0.048096397154289344,0.32613799661597564,0.03850875579354156,0.8498076411331648
3012,1,coefficient,scratch,400,2560,0.04014450025376377,0.04200640158785639,0.040080296759484706,
3012,1,coefficient,warm,400,2560,0.01854009964396064,0.016402816997288412,0.018613799045570027,
3012,1,coefficient,source_retrieval,400,2560,0.018733365934242834,0.01395842816829752,0.018898018960654746,0.7333333333333333
3012,1,coefficient,source_mixture,400,2560,0.01849020955543194,0.013958424628856943,0.018646478001175908,0.8498076411331648
