episode,step,target,loss
0,0,,0.3521159924566746
0,1,,0.08683163905516267
0,2,,0.13548216596245766
0,3,,0.3116786312311888
0,4,,0.06473484169691801
0,5,X3,0.13029159777215682
0,6,X3,0.07852416714013088
0,7,X3,0.0487831302016275
0,8,X3,0.03890616077114828
0,9,X3,0.11526804493041709
0,10,X3,0.03221600020333426
0,11,X3,0.08042334721540101
0,12,X3,0.13448323346528923
0,13,X3,0.12584351398982108
0,14,X3,0.07531880761962384
0,15,X3,0.08829947425692808
0,16,X3,0.00591239504637997
0,17,X3,0.022286076404270716
0,18,X3,0.07774894755857531
0,19,X3,0.015891956281848252
1,0,,0.20011903904378414
1,1,,0.14063848089426756
1,2,,0.32635220186784863
1,3,,0.11488817725330591
1,4,,0.21130805648863316
1,5,X3,0.04888367606326938
1,6,X3,0.13196785145555623
1,7,X3,0.09468118063523434
1,8,X3,0.05456363849225454
1,9,X3,0.0529883581912145
1,10,X3,0.06362779650226003
1,11,X3,0.07620526500977576
1,12,X3,0.012969368166523054
1,13,X3,0.08391325268894434
1,14,X3,0.010805217156303115
1,15,X3,0.18219959319685586
1,16,X3,0.03537799129844643
1,17,X3,0.03736591534106992
1,18,X3,0.043571108690230176
1,19,X3,0.03855685208691284
2,0,,0.18397367745637894
2,1,,0.2161673605442047
2,2,,0.30195680260658264
2,3,,0.15943153388798237
2,4,,0.2198349554091692
2,5,X3,0.25429566827369854
2,6,X3,0.01530773363992921
2,7,X3,0.17270043650933076
2,8,X3,0.3744158660156245
2,9,X3,0.10174207553791348
2,10,X3,0.08680614427248656
2,11,X3,0.18939289548507077
2,12,X3,0.10827983960916754
2,13,X3,0.08834539212693926
2,14,X3,0.02094603384648508
2,15,X3,0.1125772461091401
2,16,X3,0.06820788457571325
2,17,X3,0.0129696746580521
2,18,X3,0.08629786978417542
2,19,X3,0.0777160640245711
3,0,,0.10657300939783454
3,1,,0.05676716472953558
3,2,,0.39116786792874336
3,3,,0.06325997645035386
3,4,,0.25627033971250057
3,5,X3,0.03328543552743213
3,6,X3,0.10780946421436965
3,7,X3,0.13055002712644637
3,8,X3,0.03228563674201723
3,9,X3,0.1312491688877344
3,10,X3,0.032805544724396896
3,11,X3,0.043870696681551635
3,12,X3,0.09755055984715
3,13,X3,0.12297568017675076
3,14,X3,0.06924118829192594
3,15,X3,0.04041423981107073
3,16,X3,0.03823416311934125
3,17,X3,0.054070911995950155
3,18,X3,0.009377584050525911
3,19,X3,0.08377267501782626
4,0,,0.17105048056691885
