episode,step,regime,train_loss,eval_loss
0,0,mixed,0.9126233458518982,0.7753947377204895
0,1,mixed,0.6797170042991638,0.6552108526229858
0,2,mixed,0.6313218474388123,0.5387147665023804
0,3,mixed,0.5240445733070374,0.4050595760345459
0,4,mixed,0.37989890575408936,0.2986114025115967
0,5,great_inflation,0.4149957001209259,0.31197547912597656
0,6,great_inflation,0.29358503222465515,0.2017141729593277
0,7,great_inflation,0.24217985570430756,0.1785610020160675
0,8,great_inflation,0.22801069915294647,0.26136472821235657
0,9,great_inflation,0.14409321546554565,0.186568483710289
0,10,great_moderation,0.06010546535253525,0.3041136860847473
0,11,great_moderation,0.04037794470787048,0.4201226830482483
0,12,great_moderation,0.02604011818766594,0.49284207820892334
0,13,great_moderation,0.04634331539273262,0.36782023310661316
0,14,great_moderation,0.03150119632482529,0.3308756947517395
0,15,great_recession,0.050457343459129333,0.19213685393333435
0,16,post_crisis,0.03477134183049202,0.2473275512456894
0,17,covid,0.1021152138710022,0.5162857174873352
0,18,great_inflation,0.2086109220981598,0.6914316415786743
0,19,volcker_disinflation,0.04814983904361725,0.9686576128005981
1,0,mixed,0.9897056818008423,0.8408843874931335
1,1,mixed,0.7466667890548706,0.7578100562095642
1,2,mixed,0.43400028347969055,0.4702135920524597
1,3,mixed,0.4534297585487366,0.3823138177394867
1,4,mixed,0.33591213822364807,0.2923160791397095
1,5,great_inflation,0.37781915068626404,0.366331547498703
1,6,great_inflation,0.20052653551101685,0.4000806510448456
1,7,great_inflation,0.1614990085363388,0.2995500862598419
1,8,great_inflation,0.20325955748558044,0.500155508518219
1,9,great_inflation,0.10843238979578018,0.4141182601451874
1,10,great_moderation,0.06963281333446503,0.36885643005371094
1,11,great_moderation,0.04123354330658913,0.460572212934494
1,12,great_moderation,0.03768066316843033,0.40488314628601074
1,13,great_moderation,0.018445346504449844,0.3483104705810547
1,14,great_moderation,0.01603245548903942,0.30647915601730347
1,15,great_recession,0.0671154111623764,0.21451766788959503
1,16,post_crisis,0.033789411187171936,0.25947102904319763
1,17,covid,0.06065015494823456,0.6170365214347839
1,18,great_inflation,0.20398323237895966,0.40164223313331604
1,19,volcker_disinflation,0.06943751871585846,0.3333275616168976
2,0,mixed,0.7740936875343323,0.8887843489646912
2,1,mixed,0.5857304930686951,0.633246660232544
2,2,mixed,0.3874134421348572,0.4678717851638794
2,3,mixed,0.4166773855686188,0.4249310791492462
2,4,mixed,0.3277563452720642,0.2874227464199066
2,5,great_inflation,0.2642900347709656,0.256753146648407
2,6,great_inflation,0.34225380420684814,0.37801048159599304
2,7,great_inflation,0.18969756364822388,0.38411644101142883
2,8,great_inflation,0.24546784162521362,0.37565353512763977
2,9,great_inflation,0.21113935112953186,0.37075120210647583
2,10,great_moderation,0.10966227203607559,0.3829551041126251
2,11,great_moderation,0.06283647567033768,0.45327773690223694
2,12,great_moderation,0.03798936679959297,0.43666645884513855
2,13,great_moderation,0.031095774844288826,0.4138435125350952
2,14,great_moderation,0.017961394041776657,0.3831833302974701
2,15,great_recession,0.07003821432590485,0.2814146876335144
2,16,post_crisis,0.015776056796312332,0.45464447140693665
2,17,covid,0.11075087636709213,0.8519861102104187
2,18,great_inflation,0.27222520112991333,0.7163086533546448
2,19,volcker_disinflation,0.13845357298851013,0.5856432914733887
3,0,mixed,0.9686372876167297,0.8115963935852051
3,1,mixed,0.6871681213378906,0.7558678984642029
3,2,mixed,0.45016610622406006,0.3771648705005646
3,3,mixed,0.3128646910190582,0.3232000470161438
3,4,mixed,0.21435587108135223,0.3614872992038727
3,5,great_inflation,0.4832746088504791,0.41028839349746704
3,6,great_inflation,0.316462904214859,0.38259658217430115
3,7,great_inflation,0.3121940493583679,0.29883381724357605
3,8,great_inflation,0.15272516012191772,0.42787113785743713
3,9,great_inflation,0.13293129205703735,0.41289451718330383
3,10,great_moderation,0.04925555735826492,0.5098609328269958
3,11,great_moderation,0.028366694226861,0.27871719002723694
3,12,great_moderation,0.03812272846698761,0.41080915927886963
3,13,great_moderation,0.02429414540529251,0.35636985301971436
3,14,great_moderation,0.015152770094573498,0.3874407112598419
3,15,great_recession,0.04335757717490196,0.17973178625106812
3,16,post_crisis,0.07420818507671356,0.4171108305454254
3,17,covid,0.03968173637986183,0.4775548279285431
3,18,great_inflation,0.22713346779346466,0.463184654712677
3,19,volcker_disinflation,0.07920148968696594,0.33144745230674744
4,0,mixed,0.9481133818626404,0.893157958984375
4,1,mixed,0.49495089054107666,0.8899550437927246
4,2,mixed,0.5936676263809204,0.6500678062438965
4,3,mixed,0.5754318237304688,0.5249781608581543
4,4,mixed,0.3733062446117401,0.48604828119277954
4,5,great_inflation,0.4301735758781433,0.2883765399456024
4,6,great_inflation,0.2626294195652008,0.34119078516960144
4,7,great_inflation,0.25891852378845215,0.49245384335517883
4,8,great_inflation,0.21019479632377625,0.35682976245880127
4,9,great_inflation,0.1752273440361023,0.4723968803882599
