seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3012,10,coefficient,scratch,120,2560,0.6031764116092836,0.45656455188274825,0.6764823414725513,
3012,10,coefficient,warm,120,2560,0.07926459338947701,0.14907947688639364,0.04435715164101871,
3012,10,coefficient,source_retrieval,120,2560,0.09826387166932583,0.19320711372048674,0.05079225064374544,0.7
3012,10,coefficient,source_mixture,120,2560,0.09541625211576957,0.19183872107216665,0.04720501763757105,0.7688268189363463
3012,10,coefficient,scratch,200,2560,0.25624683272754056,0.2510289652767532,0.25885576645293423,
3012,10,coefficient,warm,200,2560,0.049692530096019254,0.06851582888213648,0.04028088070296067,
3012,10,coefficient,source_retrieval,200,2560,0.048718322490139875,0.06495836074495112,0.04059830336273427,0.7
3012,10,coefficient,source_mixture,200,2560,0.04843060320680679,0.06460080475830786,0.04034550243105625,0.7688268189363463
3012,10,coefficient,scratch,400,2560,0.024837873647181787,0.024474010516187916,0.025019805212678735,
3012,10,coefficient,warm,400,2560,0.01688666602944515,0.02672103759629727,0.011969480246019097,
3012,10,coefficient,source_retrieval,400,2560,0.017751524641593408,0.02911017483488417,0.012072199544948026,0.7
3012,10,coefficient,source_mixture,400,2560,0.017657426145493274,0.02902767743295793,0.011972300501760952,0.7688268189363463
