method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
bayesian_oed,123,30,150,5.645022191107273,5.63604131154716,2.832583257555962,1.7801625467836857,29600.170350551605
