seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3005,10,family,scratch,120,2560,0.5954114061398961,0.3538410888434438,0.7161965647881224,
3005,10,family,warm,120,2560,0.33290040711950186,0.9353302312890415,0.031685495034731975,
3005,10,family,source_retrieval,120,2560,0.0305031970147002,0.021799845150735568,0.03485487294668252,0.36666666666666664
3005,10,family,source_mixture,120,2560,0.02917807160299123,0.021799845177686055,0.03286718481564382,0.5383635010021137
3005,10,family,scratch,200,2560,0.25948194689739384,0.09864683537170836,0.33989950266023666,
3005,10,family,warm,200,2560,0.12865982998229317,0.29260222319836643,0.04668863337425647,
3005,10,family,source_retrieval,200,2560,0.03502310736522352,0.014444948248124423,0.045312186923773076,0.36666666666666664
3005,10,family,source_mixture,200,2560,0.035917084653842586,0.014444948244753683,0.046653152858387045,0.5383635010021137
3005,10,family,scratch,400,2560,0.033009992418543806,0.012370222832866137,0.043329877211382636,
3005,10,family,warm,400,2560,0.016289792163127117,0.01946605799826064,0.014701659245560356,
3005,10,family,source_retrieval,400,2560,0.013016526902425099,0.009197423554119347,0.014926078576577972,0.36666666666666664
3005,10,family,source_mixture,400,2560,0.0129011720118619,0.009197423553602601,0.014753046240991552,0.5383635010021137
