step,target,value,query_samples,observed_total_loss,broad_total_loss
0,X5,-4.960751533508301,50,9.286000557243824,33.38621068634093
1,X1,4.01963472366333,100,7.905521532520652,23.85065500289202
2,X22,-5.0,150,6.717918388545513,18.963810226321222
3,X8,-4.74332332611084,240,6.012501193210483,13.797832803800702
4,X20,4.055264472961426,290,5.830357290804386,12.703601754829288
5,X14,5.0,340,5.722415616735816,12.249351500347256
6,X1,-5.0,430,5.650278063490987,9.767649353668094
7,X9,-4.656327724456787,480,5.661537606269121,10.321434799209237
8,X11,-5.0,530,5.621573811396956,8.411519480124117
9,X25,-4.705836296081543,620,5.564821343868971,7.082523027807474
10,X18,-3.1348462104797363,670,5.555660942569375,5.784091747552156
11,X11,5.0,720,5.553996350616217,5.743208638951183
12,X22,5.0,810,5.539226157590747,5.413883182406425
13,X9,4.0712738037109375,860,5.532570270821452,5.195147360861301
14,X13,-5.0,910,5.531308261677623,5.090261534228921
15,X5,5.0,1000,5.529187601059675,4.730404089391231
16,X13,5.0,1050,5.527216827496886,4.652040040493011
17,X18,4.965470790863037,1100,5.5425540786236525,3.8360571295022963
18,X19,5.0,1190,5.52256035245955,3.6632837392389774
19,X1,4.6184515953063965,1240,5.518291391432285,3.642988605797291
20,X3,4.671138763427734,1290,5.513723744079471,3.4541733287274834
21,X1,5.0,1380,5.50937632471323,3.370482011139393
22,X17,-4.349700450897217,1430,5.509144259616733,3.210546776652336
23,X19,-5.0,1480,5.508685378357768,3.210077902302146
24,X10,5.0,1570,5.506050964817405,3.1109755232930185
25,X6,5.0,1620,5.504974668845534,3.046446879208088
26,X14,-5.0,1670,5.505734108388424,2.7536114141345025
27,X20,-5.0,1760,5.502268826588988,2.6523853082209827
28,X18,-4.9364333152771,1810,5.502356864511967,2.6371300891041756
29,X3,-5.0,1860,5.502127820625901,2.591773188859224
30,X17,4.186274528503418,1950,5.501817651093006,2.5056100845336915
31,X7,-5.0,2000,5.5026807095855474,2.4835273228585724
