episode,dpo_loss
0,0.6931471824645996
1,0.6761707067489624
2,0.7931621670722961
3,0.6262590289115906
4,0.6943373084068298
5,0.7532219886779785
6,0.7673860192298889
7,0.7798610925674438
8,0.6440171003341675
9,0.6719621419906616
10,0.4370866119861603
11,1.0522475242614746
12,0.28785961866378784
13,0.3043447434902191
14,0.1681891232728958
15,0.7634780406951904
16,0.6375798583030701
17,0.6036757826805115
18,0.16661089658737183
19,0.06116384267807007
20,0.04014873504638672
21,0.6998346447944641
22,0.025413744151592255
23,0.694059431552887
24,0.8780317902565002
25,0.9703267216682434
26,0.7577778100967407
27,0.009228955954313278
28,0.004154045134782791
29,0.6395646333694458
30,0.5508913993835449
31,0.9238073825836182
32,0.5182482600212097
33,0.023101314902305603
34,0.007398831658065319
35,1.0102859735488892
36,0.0049283187836408615
37,0.7469828724861145
38,0.004021147266030312
39,0.0020439608488231897
40,0.4640156626701355
41,0.2810898423194885
42,0.001186578650958836
43,0.7820459008216858
44,0.6800835728645325
45,0.6352671980857849
46,0.0008088520844466984
47,0.0008104891167022288
48,0.0006142042111605406
49,0.000602983811404556
50,0.0008091905619949102
51,0.800220787525177
52,0.0006356168887577951
53,0.0005932511994615197
54,0.0005768198170699179
55,0.5355852842330933
56,0.00040142040234059095
57,0.6606812477111816
58,0.6210928559303284
59,0.0008143533486872911
60,0.0008429324370808899
61,0.5597097873687744
62,0.0003289301530458033
63,0.6782246828079224
64,0.0014756073942407966
65,0.5211525559425354
66,0.0005834829062223434
67,1.5212721824645996
68,0.04290203005075455
69,0.000543799833394587
70,0.00024330815358553082
71,0.034407828003168106
72,1.1797276735305786
73,0.00213055731728673
74,0.0004398039891384542
75,0.0003212801238987595
76,0.0002929733309429139
77,0.011260174214839935
78,0.00036307465052232146
79,1.1574249267578125
80,0.7376236915588379
81,1.1003925800323486
82,0.00014706574438605458
83,0.00021838412794750184
84,0.8687519431114197
85,0.005251588765531778
86,0.00018966234347317368
87,0.001394325983710587
88,0.0006620013737119734
89,0.000139916010084562
90,0.00012398642138577998
