seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3010,1,family,scratch,120,2560,0.6574221067187557,1.1619073575840067,0.6400260635854712,
3010,1,family,warm,120,2560,0.1331347555718933,3.0625944171833135,0.032118905171499505,
3010,1,family,source_retrieval,120,2560,0.06916006007659233,0.03142416428205429,0.07046129786261089,0.7666666666666667
3010,1,family,source_mixture,120,2560,0.05075277216474767,0.03142416208082684,0.05141927596074495,0.8210377785259823
3010,1,family,scratch,200,2560,0.29866393509208045,0.3492215044458614,0.29692057063160526,
3010,1,family,warm,200,2560,0.03140364301064973,0.0018947785659542016,0.03242119006046682,
3010,1,family,source_retrieval,200,2560,0.03859229206546433,0.045134350283317616,0.03836670385105561,0.7666666666666667
3010,1,family,source_mixture,200,2560,0.035542900846798606,0.04513434987190819,0.0352121612252431,0.8210377785259823
3010,1,family,scratch,400,2560,0.04270444431527258,0.04451667296441132,0.04264195367219883,
3010,1,family,warm,400,2560,0.013232680947112167,0.004229206700924993,0.013543145576291033,
3010,1,family,source_retrieval,400,2560,0.017638304833125753,0.019001212330842423,0.017591308022859662,0.7666666666666667
3010,1,family,source_mixture,400,2560,0.015641414540852557,0.019001212194518696,0.015525559449346825,0.8210377785259823
