method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
pev,42,5,1,4.613224850036204,4.613224850036204,2.225865119881928,2.225865119881928,36.03663945198059
