step,target,value,query_samples,observed_total_loss,broad_total_loss,observed_nonroot_loss,broad_nonroot_loss,feasible_nonroot_loss
0,X2,3.004839408308783,50,10.784009676426649,66.27367483004927,5.8891013674438,65.2946931682527,11.948988670095181
1,X8,3.8700933241316786,100,6.578593349084258,41.33949549496174,1.686165427789092,40.361009910702705,4.772413292977339
2,X8,-2.752675896830672,150,6.030579160898924,24.40399327389896,1.1400808803737164,23.425893617793918,2.529322469801021
3,X2,1.3390387740967373,240,5.656191585585475,16.68445641733706,0.7575853448361158,15.704735169187188,1.6298002114441867
4,X24,-4.465546053174686,290,5.585958741605282,15.849830325692892,0.6852484568953514,14.869688268750906,1.4647564870926242
5,X25,-2.1663537076173665,340,5.550247045233846,14.667905975878238,0.6492380816489458,13.687704183161259,1.2283886159614972
6,X2,-4.658703846016339,430,5.559582315385342,12.338587483018637,0.659602664411068,11.358591552823782,1.1873717280880858
7,X9,-2.586809849365874,480,5.530972944572568,11.674739737808704,0.6324736345559359,10.695039875805378,0.9451042608901237
8,X5,-3.7891439595295684,530,5.506043519824743,10.687256227433682,0.6154815815389156,9.709143839776516,0.9241080478144189
9,X2,3.916415369189501,620,5.484490565955639,10.118034158274531,0.598012201488018,9.140738485381007,0.9397140739796063
10,X19,-2.0559825532269773,670,5.478382796049118,10.033501067012548,0.5930340588092804,9.056431319564581,0.9550559647614135
11,X10,1.338413806760828,720,5.475826114416122,10.057840730622411,0.5904093682765961,9.080757381394506,0.9864537616570792
12,X13,0.7087240609222771,810,5.4676695223897696,9.028046201169492,0.5849143024533987,8.051495157182217,0.842677240842022
13,X5,-2.5694727172791354,860,5.465643838047981,9.026067039370536,0.582477405667305,8.049433752894402,0.8466449497500435
14,X1,-4.508614272538848,910,5.512405000627041,9.057614155113697,0.6287297233939171,8.080879099667072,0.9174553677439691
15,X20,-3.7863856213990577,1000,5.46761379390955,7.925230161473155,0.5831085816025734,6.94832911901176,0.7613346560780581
16,X18,-2.1622805475252607,1050,5.463420854881406,6.692703432962299,0.5795484650880098,5.715928955003619,0.5880285471600171
17,X19,-2.330317508205728,1100,5.460770493373275,6.384909100085497,0.5768100675195456,5.408117014914751,0.5836037362848099
18,X2,-1.2361932344242588,1190,5.459293268620968,6.150593905895948,0.5744047984480858,5.173616211861372,0.5804455973363172
19,X19,-3.1590280712021857,1240,5.460772715508938,6.074279125779867,0.5736996755003929,5.096864517778158,0.5800327133232106
20,X9,-4.806378817819689,1290,5.460740599781275,5.776877272501588,0.5737386681139469,4.799476886168122,0.5909565869563569
21,X22,-0.44922317506896725,1380,5.4595339410007,5.706512104719877,0.5728542916476727,4.729176174849272,0.5829957905225456
22,X8,2.8410741646787,1430,5.45913184992969,5.726837262511253,0.5727010499686003,4.749551102519035,0.5806977869554734
23,X22,-3.0329339120703516,1480,5.460734440013766,5.725885977596045,0.5725618731230497,4.748251464217901,0.5797508707425246
24,X10,-4.297554018818338,1570,5.460263594985008,5.820270387455821,0.5718485563993454,4.8425873797386885,0.5788811701737965
25,X13,-1.2511771166841479,1620,5.459761882200837,5.731852088868618,0.5716012958437204,4.754219971597195,0.5786956775700673
26,X8,0.205444033755386,1670,5.460458945482969,5.713282381743193,0.5711410753428936,4.7354188077151775,0.5781839695603896
27,X11,2.050083698028507,1760,5.4599402621388435,5.7120557684451345,0.5710464790463448,4.734277011826634,0.577758243191056
28,X18,4.649049506943513,1810,5.46082304418087,5.5359411388635635,0.5706326812505722,4.557903066277504,0.5777560173301026
29,X24,-2.127791951096282,1860,5.4600455071777105,5.513088246062398,0.5706995036453009,4.535219045355916,0.577882323336477
30,X6,3.1637076105837423,1950,5.4595601465553045,5.593134822696447,0.5706329252570868,4.615349378436804,0.5774240494938567
31,X11,-4.488259239241543,2000,5.459865039214492,5.568323663249612,0.5706980284303427,4.590490261092782,0.5771650818254177
