seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3015,10,family,scratch,120,2560,0.7188887505276698,0.4900732920290431,0.833296479776983,
3015,10,family,warm,120,2560,0.21594105615031106,0.5818689917826114,0.03297708833416092,
3015,10,family,source_retrieval,120,2560,0.03774914480028473,0.04141082868950309,0.03591830285567558,0.5
3015,10,family,source_mixture,120,2560,0.03524175983055342,0.0391526692087275,0.03328630514146639,0.5828301516421965
3015,10,family,scratch,200,2560,0.2985118020212312,0.14133545455592605,0.3770999757538837,
3015,10,family,warm,200,2560,0.069973097085319,0.11579775265525036,0.04706076930035333,
3015,10,family,source_retrieval,200,2560,0.04610587035522244,0.0385253060452691,0.04989615251019912,0.5
3015,10,family,source_mixture,200,2560,0.04428239576112351,0.03795885355832033,0.047444166862525096,0.5828301516421965
3015,10,family,scratch,400,2560,0.025464098559351136,0.02128413811961461,0.027554078779219403,
3015,10,family,warm,400,2560,0.0126971869445625,0.015828962613267425,0.011131299110210035,
3015,10,family,source_retrieval,400,2560,0.011054682632698402,0.010395193685521439,0.011384427106286886,0.5
3015,10,family,source_mixture,400,2560,0.010963692234360339,0.010537842687943624,0.011176617007568697,0.5828301516421965
