seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3012,10,family,scratch,120,2560,0.4759294518973681,0.3092847333163112,0.5592518111878968,
3012,10,family,warm,120,2560,0.19540857400926662,0.4903852672950661,0.04792022736636688,
3012,10,family,source_retrieval,120,2560,0.09710880131296022,0.03845434115684306,0.12643603139101883,0.5333333333333333
3012,10,family,source_mixture,120,2560,0.047231529504853716,0.03847029045831967,0.051612149028120724,0.5959437510239822
3012,10,family,scratch,200,2560,0.33556720311580934,0.302770136684244,0.3519657363315919,
3012,10,family,warm,200,2560,0.0760919269362827,0.1230755802251942,0.052600100291826934,
3012,10,family,source_retrieval,200,2560,0.06001814212712038,0.025985821623036982,0.07703430237916206,0.5333333333333333
3012,10,family,source_mixture,200,2560,0.04285052366493993,0.025981772481199483,0.05128489925681016,0.5959437510239822
3012,10,family,scratch,400,2560,0.06283747495105704,0.02968343160417668,0.07941449662449723,
3012,10,family,warm,400,2560,0.028023369865544108,0.043619535769714626,0.020225286913458842,
3012,10,family,source_retrieval,400,2560,0.021181799655297248,0.01665722541707461,0.023444086774408564,0.5333333333333333
3012,10,family,source_mixture,400,2560,0.019279350401238016,0.01666275043398923,0.020587650384862405,0.5959437510239822
