episode,step,target,loss
0,0,,0.04664350068196654
0,1,,0.050842355005443096
0,2,,0.2069186558946967
0,3,,0.06055717822164297
0,4,,0.11896893568336964
0,5,X3,0.07284491317113861
0,6,X3,0.09936099220067263
0,7,X3,0.045719893503701314
0,8,X3,0.05564929781394312
0,9,X3,0.03663499976391904
0,10,X3,0.13617970171617344
0,11,X3,0.02852872196217504
0,12,X3,0.04622027379878091
0,13,X3,0.10238341015065089
0,14,X3,0.12192139665421564
0,15,X3,0.025447238964261487
0,16,X3,0.0802346121345181
0,17,X3,0.09205765745718963
0,18,X3,0.050181341655843426
0,19,X3,0.04609631357016042
1,0,,0.3650173507630825
1,1,,0.24322489835321903
1,2,,0.22934113442897797
1,3,,0.10772174224257469
1,4,,0.1744238380342722
1,5,X3,0.09065512145753019
1,6,X3,0.12181685763061978
1,7,X3,0.06766453074124001
1,8,X3,0.033375842604073114
1,9,X3,0.09254740869437228
1,10,X3,0.034634330706467154
1,11,X3,0.052242576181015465
1,12,X3,0.2420752063044347
1,13,X3,0.05959102217457257
1,14,X3,0.08651397685753182
1,15,X3,0.06273934050113894
1,16,X3,0.031178077648291946
1,17,X3,0.02858931096488959
1,18,X3,0.01694652227251936
1,19,X3,0.010962507129079313
2,0,,0.11286877281963825
2,1,,0.08980999886989594
2,2,,0.17372594121843576
2,3,,0.058773222379386425
2,4,,0.07149080093950033
2,5,X3,0.03766610086313449
2,6,X3,0.04555248119868338
2,7,X3,0.09116905313567258
2,8,X3,0.04067171033238992
2,9,X3,0.03534285331261344
2,10,X3,0.08569118159357458
2,11,X3,0.0269556647981517
2,12,X3,0.07795101258670911
2,13,X3,0.059543729992583394
2,14,X3,0.03958832600619644
2,15,X3,0.01517797278938815
2,16,X3,0.007486134956707247
2,17,X3,0.042932950251270086
2,18,X3,0.04380276269512251
2,19,X3,0.09932608401868492
3,0,,0.35182444751262665
3,1,,0.2304919920861721
3,2,,0.32789875008165836
3,3,,0.06700940895825624
3,4,,0.325886283069849
3,5,X3,0.16497508613974787
3,6,X3,0.08724658545179409
3,7,X3,0.041416375010157935
3,8,X3,0.238355626759585
3,9,X3,0.1627448892686516
3,10,X3,0.019994740730908234
3,11,X3,0.1637884881492937
3,12,X3,0.31433489511255175
3,13,X3,0.013242570719739888
3,14,X3,0.01669868597673485
3,15,X3,0.13132817941368558
3,16,X3,0.1955448236549273
3,17,X3,0.024345689940673765
3,18,X3,0.12596211316122208
3,19,X3,0.062027496154769324
4,0,,0.14183619525283575
4,1,,0.32524939253926277
4,2,,0.1460709646344185
4,3,,0.1747874952852726
4,4,,0.13100530672818422
4,5,X3,0.03569377132225782
4,6,X3,0.06049986183643341
4,7,X3,0.20157008693786338
4,8,X3,0.032118717790581286
4,9,X3,0.022563557700777892
4,10,X3,0.184745991777163
4,11,X3,0.0891025061137043
4,12,X3,0.0325132641082746
4,13,X3,0.03669234836706892
4,14,X3,0.040035858866758645
4,15,X3,0.06459127468406223
4,16,X3,0.025367321162775625
4,17,X3,0.08661841295543127
4,18,X3,0.09134027452091686
4,19,X3,0.004411650661040767
5,0,,0.2124885031953454
5,1,,0.4082138445228338
5,2,,0.1836384255439043
5,3,,0.23862336203455925
5,4,,0.04028397239744663
5,5,X3,0.12020077080524061
5,6,X3,0.026787836310177227
5,7,X3,0.21662679326254874
5,8,X3,0.06476989662041888
5,9,X3,0.10952630694373511
5,10,X3,0.0663628707989119
5,11,X3,0.06138366766390391
5,12,X3,0.16772400948684663
5,13,X3,0.09769021795364097
5,14,X3,0.1322285697242478
5,15,X3,0.0808998389984481
5,16,X3,0.09168038022471592
5,17,X3,0.014368628093507141
5,18,X3,0.1051631270966027
5,19,X3,0.06740283439285122
6,0,,0.417908750474453
6,1,,0.14053318835794926
6,2,,0.06200147978961468
6,3,,0.04828945454210043
6,4,,0.0863272207789123
6,5,X3,0.18681200098944828
6,6,X3,0.05685123551666038
6,7,X3,0.2239488515042467
6,8,X3,0.09016667389369104
6,9,X3,0.01795982253315742
6,10,X3,0.4401405901298858
6,11,X3,0.019859513114170113
6,12,X3,0.08753486935165711
6,13,X3,0.05256597157131182
6,14,X3,0.1091274806385627
6,15,X3,0.0413798366280389
6,16,X3,0.0370550450970768
6,17,X3,0.07498573307020706
6,18,X3,0.014417921382118948
6,19,X3,0.06977664755686419
7,0,,0.16461672354489565
7,1,,0.20261456817388535
7,2,,0.08557681366801262
7,3,,0.11217085644602776
7,4,,0.15985708869993687
7,5,X3,0.09328350028954446
7,6,X3,0.11666614888235927
7,7,X3,0.12286066822707653
7,8,X3,0.051730017992667854
7,9,X3,0.29023901210166514
7,10,X3,0.12339885323308408
7,11,X3,0.054690509801730514
7,12,X3,0.08971931703854352
7,13,X3,0.04632032119843643
7,14,X3,0.05758948513539508
7,15,X3,0.05673685856163502
7,16,X3,0.02611414997954853
7,17,X3,0.012182662303530378
7,18,X3,0.0557212317653466
7,19,X3,0.026588615048240172
8,0,,0.15068489406257868
8,1,,0.09938452951610088
8,2,,0.10585654899477959
8,3,,0.12902157939970493
8,4,,0.12606570776551962
8,5,X3,0.20152472867630422
8,6,X3,0.07390544138615951
8,7,X3,0.018356849061092362
8,8,X3,0.28924807990551926
8,9,X3,0.0627566504990682
8,10,X3,0.059735872455348726
8,11,X3,0.025810905135585926
8,12,X3,0.1806803261861205
8,13,X3,0.007255438484207843
8,14,X3,0.23849380214232951
8,15,X3,0.0655316481133923
8,16,X3,0.006529764665174298
8,17,X3,0.0477423794218339
8,18,X3,0.07958671805317863
8,19,X3,0.06668074187473394
9,0,,0.2712335381656885
9,1,,0.12720417464151978
9,2,,0.10669342521578074
9,3,,0.151943389326334
9,4,,0.127027980517596
9,5,X3,0.33968774910317734
9,6,X3,0.14003001284436323
9,7,X3,0.15250674923299812
9,8,X3,0.09839945000931039
9,9,X3,0.03203468370702467
9,10,X3,0.04699838817759883
9,11,X3,0.04709797568102658
9,12,X3,0.020088554036192363
9,13,X3,0.034933457432998694
9,14,X3,0.03318921857862733
9,15,X3,0.23208973900182173
9,16,X3,0.026506537302338984
9,17,X3,0.06973731289326679
9,18,X3,0.04785039907437749
9,19,X3,0.09013581040198915
10,0,,0.27619890682399273
10,1,,0.03829076560214162
10,2,,0.19060612935572863
10,3,,0.20828924886882305
10,4,,0.10374410171061754
10,5,X3,0.09709313017810928
10,6,X3,0.0863582696474623
10,7,X3,0.13369437212895718
10,8,X3,0.17674242213979596
10,9,X3,0.14267147892678622
10,10,X3,0.012126401302339218
10,11,X3,0.04259335966526123
10,12,X3,0.039977022155653685
10,13,X3,0.1000509918849275
10,14,X3,0.06346088113787118
10,15,X3,0.018598189201838977
10,16,X3,0.030256768666504286
10,17,X3,0.012766689541422238
10,18,X3,0.0032570061912338133
10,19,X3,0.009437413541490969
11,0,,0.2546996846795082
11,1,,0.14306105487048626
11,2,,0.11403374094516039
11,3,,0.20637585688382387
11,4,,0.05001737177371979
11,5,X3,0.22997983655659482
11,6,X3,0.08644345274660736
11,7,X3,0.08510388917056844
11,8,X3,0.062224306117059314
11,9,X3,0.0918875695024326
11,10,X3,0.11396791176230181
11,11,X3,0.27744350564898923
11,12,X3,0.09455705329673947
11,13,X3,0.11412512017705012
11,14,X3,0.023785171753843315
11,15,X3,0.03247753860523517
11,16,X3,0.030896490372469998
11,17,X3,0.08597559911140706
11,18,X3,0.054326489411323564
11,19,X3,0.05071480972401332
12,0,,0.5061689727008343
12,1,,0.18971474096179008
12,2,,0.22568676620721817
12,3,,0.09636310487985611
12,4,,0.13938531279563904
12,5,X3,0.2826320946769556
12,6,X3,0.02187882779253414
12,7,X3,0.13206474238540977
12,8,X3,0.022776259742386173
12,9,X3,0.05460320274869446
12,10,X3,0.20735385806619888
12,11,X3,0.012515700880612712
12,12,X3,0.06514662691915873
12,13,X3,0.11435314320260659
12,14,X3,0.009632352910557529
12,15,X3,0.0380868325883057
12,16,X3,0.09693949326174334
12,17,X3,0.047016396252729464
12,18,X3,0.0665546752861701
12,19,X3,0.02061292691359995
13,0,,0.3411578917875886
13,1,,0.21822740882635117
13,2,,0.06461821310222149
13,3,,0.07728198589757085
13,4,,0.09285872336477041
13,5,X3,0.3552753373514861
13,6,X3,0.2216728556668386
13,7,X3,0.13103043992305174
13,8,X3,0.029099829102051444
13,9,X3,0.05227172785089351
13,10,X3,0.08516252369736321
13,11,X3,0.05560574277478736
13,12,X3,0.06091662861945224
13,13,X3,0.06610744289355353
13,14,X3,0.11625625962915365
13,15,X3,0.06757740287866909
13,16,X3,0.026044532056403114
13,17,X3,0.0387527947750641
13,18,X3,0.0493039324755955
13,19,X3,0.038380683297873475
14,0,,0.269225537776947
14,1,,0.10386915877461433
14,2,,0.09390094201080501
14,3,,0.11265730019658804
14,4,,0.3701697066426277
14,5,X3,0.04696523322490975
14,6,X3,0.025984212770708837
14,7,X3,0.19863913545850664
14,8,X3,0.048926026618573815
14,9,X3,0.13727870371076278
14,10,X3,0.0803746550809592
14,11,X3,0.13288091188587714
14,12,X3,0.011921062610781519
14,13,X3,0.11034241065499373
14,14,X3,0.06401786897913553
14,15,X3,0.03748703513701912
14,16,X3,0.08202693279599771
14,17,X3,0.017969966702366946
