track,seed,condition,method,budget,validation_samples,mse,fallback_weight,validation_base_sse,validation_proposal_sse
prior_gate,2016,correct,broad,16,8,0.01170421958023461,,,
prior_gate,2016,correct,proposal,16,8,0.010233665541058538,,,
prior_gate,2016,correct,validation_gate,16,8,0.010233665541058565,8.151647659181103e-15,1.7528347038090066,0.29300966934959904
prior_gate,2016,correct,broad,32,8,0.008423051314976535,,,
prior_gate,2016,correct,proposal,32,8,0.006821273721908421,,,
prior_gate,2016,correct,validation_gate,32,8,0.007564088821887034,0.5111652037091957,0.033658214646346205,0.03566828546376481
prior_gate,2016,correct,broad,64,8,0.0023687636725820134,,,
prior_gate,2016,correct,proposal,64,8,0.0021616674296634788,,,
prior_gate,2016,correct,validation_gate,64,8,0.002242499464101483,0.4569656146084019,0.43243293638055413,0.4246675340484447
prior_gate,2016,wrong,broad,16,8,0.01170421958023461,,,
prior_gate,2016,wrong,proposal,16,8,0.012708921699938223,,,
prior_gate,2016,wrong,validation_gate,16,8,0.012708921698949986,4.958523847733632e-11,1.7528347038090066,0.6851049466085847
prior_gate,2016,wrong,broad,32,8,0.008423051314976535,,,
prior_gate,2016,wrong,proposal,32,8,0.013892086407699358,,,
prior_gate,2016,wrong,validation_gate,32,8,0.010711197953745928,0.5382965658328607,0.033658214646346205,0.040565124170578594
prior_gate,2016,wrong,broad,64,8,0.0023687636725820134,,,
prior_gate,2016,wrong,proposal,64,8,0.002882477497517925,,,
prior_gate,2016,wrong,validation_gate,64,8,0.002691864763790039,0.3343531860304138,0.43243293638055413,0.40144767594378195
