track,seed,condition,method,budget,validation_samples,mse,fallback_weight,validation_base_sse,validation_proposal_sse
prior_gate,2005,correct,broad,16,8,0.025262535417316326,,,
prior_gate,2005,correct,proposal,16,8,0.012771340046720049,,,
prior_gate,2005,correct,validation_gate,16,8,0.012771340190052851,1.672142308294886e-08,1.228902312887067,0.4231064332262484
prior_gate,2005,correct,broad,32,8,0.006527223340523891,,,
prior_gate,2005,correct,proposal,32,8,0.005794877088080208,,,
prior_gate,2005,correct,validation_gate,32,8,0.0060739516840900756,0.44556719782271054,0.0817928907703313,0.07195600143828351
prior_gate,2005,correct,broad,64,8,0.0024778431790844187,,,
prior_gate,2005,correct,proposal,64,8,0.0021304221429856076,,,
prior_gate,2005,correct,validation_gate,64,8,0.0022307812358694674,0.31043813231708745,0.5850597679801988,0.5491465373485835
prior_gate,2005,wrong,broad,16,8,0.025262535417316326,,,
prior_gate,2005,wrong,proposal,16,8,0.011009873744172281,,,
prior_gate,2005,wrong,validation_gate,16,8,0.010993327478971445,0.0020681714633748885,1.228902312887067,0.9508464083855999
prior_gate,2005,wrong,broad,32,8,0.006527223340523891,,,
prior_gate,2005,wrong,proposal,32,8,0.00908257099116596,,,
prior_gate,2005,wrong,validation_gate,32,8,0.006959965659343717,0.39319057661036777,0.0817928907703313,0.06226647479942738
prior_gate,2005,wrong,broad,64,8,0.0024778431790844187,,,
prior_gate,2005,wrong,proposal,64,8,0.0016215790804521718,,,
prior_gate,2005,wrong,validation_gate,64,8,0.0017552253766034785,0.3200704479362722,0.5850597679801988,0.551154604761267
