method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
random_ens,42,5,40,1.9125674907118082,1.912143255583942,0.4629372885450721,0.42655842956155543,1068.2319900989532
