episode,step,regime,train_loss,eval_loss
0,0,mixed,0.8329007029533386,0.738973081111908
0,1,mixed,0.6878346800804138,0.5781680345535278
0,2,mixed,0.8398938179016113,0.5136951208114624
0,3,mixed,0.5542688965797424,0.46269461512565613
0,4,mixed,0.38403815031051636,0.4637872576713562
0,5,great_inflation,0.46517524123191833,0.29551011323928833
0,6,great_inflation,0.3834104835987091,0.3603060245513916
0,7,great_inflation,0.26006418466567993,0.2783965468406677
0,8,great_inflation,0.24463020265102386,0.3884381353855133
0,9,great_inflation,0.20589052140712738,0.34292393922805786
0,10,great_moderation,0.09503961354494095,0.33196720480918884
0,11,great_moderation,0.06597735732793808,0.5262666940689087
0,12,great_moderation,0.03783595934510231,0.29377007484436035
0,13,great_moderation,0.02124015800654888,0.6718397736549377
0,14,great_moderation,0.026538629084825516,0.4667013883590698
0,15,great_recession,0.08880805224180222,0.20887649059295654
0,16,post_crisis,0.04424125701189041,0.36198315024375916
0,17,covid,0.10324714332818985,0.562639594078064
0,18,great_inflation,0.27244284749031067,0.730201780796051
0,19,volcker_disinflation,0.04490036517381668,0.7036720514297485
1,0,mixed,1.1446022987365723,0.8901098370552063
1,1,mixed,0.7335828542709351,0.7762601971626282
1,2,mixed,0.6009889245033264,0.6515337228775024
1,3,mixed,0.3551594913005829,0.42899903655052185
1,4,mixed,0.36877429485321045,0.3993226885795593
1,5,great_inflation,0.23342835903167725,0.28982922434806824
1,6,great_inflation,0.29063552618026733,0.4317212998867035
1,7,great_inflation,0.19628438353538513,0.34450748562812805
1,8,great_inflation,0.20603793859481812,0.31715837121009827
1,9,great_inflation,0.18157200515270233,0.41510170698165894
1,10,great_moderation,0.05173628404736519,0.4299924373626709
1,11,great_moderation,0.08299365639686584,0.47424885630607605
1,12,great_moderation,0.047791022807359695,0.5839779376983643
1,13,great_moderation,0.029849760234355927,0.3989979922771454
1,14,great_moderation,0.02547520399093628,0.4617917239665985
1,15,great_recession,0.2615487575531006,0.21988891065120697
1,16,post_crisis,0.040638331323862076,0.30751103162765503
1,17,covid,0.09348905831575394,0.616039514541626
1,18,great_inflation,0.20684762299060822,0.5210485458374023
1,19,volcker_disinflation,0.183132603764534,0.5569612979888916
2,0,mixed,0.9827669262886047,0.9002170562744141
2,1,mixed,1.0133297443389893,0.8317337036132812
2,2,mixed,0.5401849150657654,0.6422067880630493
2,3,mixed,0.5016503930091858,0.4879069924354553
2,4,mixed,0.3390989601612091,0.416447252035141
2,5,great_inflation,0.40192553400993347,0.4114629030227661
2,6,great_inflation,0.23204749822616577,0.3881818652153015
2,7,great_inflation,0.2553989887237549,0.454786479473114
2,8,great_inflation,0.29832106828689575,0.5656852722167969
2,9,great_inflation,0.15591609477996826,0.5885818004608154
2,10,great_moderation,0.07544618844985962,0.5634222030639648
2,11,great_moderation,0.06273531913757324,0.6357347369194031
2,12,great_moderation,0.05119449645280838,0.49930015206336975
2,13,great_moderation,0.024032164365053177,0.58917635679245
2,14,great_moderation,0.0355345644056797,0.5657123327255249
2,15,great_recession,0.11875252425670624,0.3129507303237915
2,16,post_crisis,0.0059364610351622105,0.4288536310195923
2,17,covid,0.20380859076976776,0.910564661026001
2,18,great_inflation,0.19470518827438354,0.9269984364509583
2,19,volcker_disinflation,0.18919208645820618,0.7518252730369568
3,0,mixed,0.7045295238494873,0.7457858324050903
3,1,mixed,0.7609022259712219,0.5922687649726868
3,2,mixed,0.539236843585968,0.4318888187408447
3,3,mixed,0.44106200337409973,0.4735754132270813
3,4,mixed,0.3478589653968811,0.29692381620407104
3,5,great_inflation,0.3038206994533539,0.1969505250453949
3,6,great_inflation,0.2263040691614151,0.3547266721725464
3,7,great_inflation,0.1278175711631775,0.3462408781051636
3,8,great_inflation,0.13415402173995972,0.35665932297706604
3,9,great_inflation,0.13174743950366974,0.27376437187194824
3,10,great_moderation,0.07933466881513596,0.37809792160987854
3,11,great_moderation,0.043173275887966156,0.38514065742492676
3,12,great_moderation,0.041199732571840286,0.535942018032074
3,13,great_moderation,0.045396145433187485,0.40494582056999207
3,14,great_moderation,0.03417697921395302,0.40820571780204773
3,15,great_recession,0.04079786315560341,0.274189829826355
3,16,post_crisis,0.051978807896375656,0.25058501958847046
3,17,covid,0.10320751368999481,0.579218864440918
3,18,great_inflation,0.15946659445762634,0.40365836024284363
3,19,volcker_disinflation,0.1131303533911705,0.3710154592990875
4,0,mixed,0.9041932821273804,0.9281008839607239
4,1,mixed,0.615693986415863,0.9195592403411865
4,2,mixed,0.9644172191619873,0.6157457828521729
4,3,mixed,0.5575700998306274,0.5194825530052185
4,4,mixed,0.44163841009140015,0.4516511559486389
4,5,great_inflation,0.22667287290096283,0.40549445152282715
4,6,great_inflation,0.2599741518497467,0.3277331590652466
4,7,great_inflation,0.29833677411079407,0.3132888078689575
4,8,great_inflation,0.1756426990032196,0.34737464785575867
4,9,great_inflation,0.2243157923221588,0.32580938935279846
4,10,great_moderation,0.082462377846241,0.4033719003200531
4,11,great_moderation,0.07873249053955078,0.556556761264801
4,12,great_moderation,0.04266038537025452,0.6754903197288513
4,13,great_moderation,0.04405774548649788,0.6334207653999329
4,14,great_moderation,0.03641832247376442,0.6730185747146606
4,15,great_recession,0.09260071814060211,0.3064909875392914
4,16,post_crisis,0.048538342118263245,0.4765850305557251
4,17,covid,0.09353601187467575,0.8423952460289001
4,18,great_inflation,0.23943786323070526,0.5468595623970032
4,19,volcker_disinflation,0.0741828978061676,0.561144232749939
5,0,mixed,0.8653467297554016,0.7675063610076904
