episode,step,target,value,total_loss,loss_X1,loss_X2,loss_X3,loss_X4,loss_X5,loss_X6,loss_X7,loss_X8,loss_X9,loss_X10,loss_X11,loss_X12,loss_X13,loss_X14,loss_X15
0,0,X6,-2.4638727284395543,3.9334557633847,0.9706066846847534,1.0386252403259277,0.36783069372177124,0.13072529435157776,0.023583324626088142,0.9616723656654358,0.03769712895154953,0.10347193479537964,0.08567433804273605,0.04140818491578102,0.02809821255505085,0.030345486477017403,0.04069698601961136,0.039122458547353745,0.03389742970466614
0,1,X7,-3.225220839685341,2.8967380672693253,0.9810079336166382,1.037402629852295,0.10616809129714966,0.033331673592329025,0.029058005660772324,0.31713569164276123,0.07137073576450348,0.029427573084831238,0.04532123729586601,0.05108847841620445,0.02542477287352085,0.05015692114830017,0.056884076446294785,0.03685743734240532,0.026102809235453606
0,2,X8,-1.0140913885930978,2.5677992310374975,0.973634660243988,1.045081615447998,0.0882398709654808,0.03154510259628296,0.024529701098799706,0.0734165757894516,0.05777258425951004,0.028848281130194664,0.025895945727825165,0.052063364535570145,0.023725662380456924,0.03898468613624573,0.05209980905056,0.026974117383360863,0.024987254291772842
0,3,X11,-0.5732601916998226,2.533376667648554,0.9706409573554993,1.043404459953308,0.08190613985061646,0.07787564396858215,0.024528639391064644,0.04082875698804855,0.02768305130302906,0.03194636479020119,0.026825033128261566,0.06037038937211037,0.022146299481391907,0.03991932421922684,0.03652443364262581,0.025135241448879242,0.023641932755708694
0,4,X9,-2.419895590960248,2.519723093137145,0.9711040258407593,1.0454895496368408,0.08187397569417953,0.06437725573778152,0.024412497878074646,0.04069330915808678,0.027459975332021713,0.029720256105065346,0.026621781289577484,0.06086821109056473,0.02214619517326355,0.03840998187661171,0.03740455210208893,0.02575809881091118,0.023383427411317825
0,5,X2,-0.347164223785974,2.5003477204591036,0.9705893397331238,1.0454339981079102,0.07318837940692902,0.06210729107260704,0.024398457258939743,0.03700098395347595,0.027814263477921486,0.03095087967813015,0.024759352207183838,0.05762920528650284,0.02177605777978897,0.03765621781349182,0.03727582469582558,0.026372430846095085,0.02339503914117813
0,6,X5,3.1704266962539425,2.454065380617976,0.9706627130508423,1.035925269126892,0.054788388311862946,0.06252951920032501,0.022451238706707954,0.03731779009103775,0.03808661550283432,0.031161876395344734,0.02355390414595604,0.032082997262477875,0.02180936001241207,0.03687845915555954,0.03741474077105522,0.025455178692936897,0.023947330191731453
0,7,X12,-1.2014287024172554,2.455503987148404,0.9705953598022461,1.0369532108306885,0.05634216219186783,0.05982660874724388,0.02240833081305027,0.038511697202920914,0.039200201630592346,0.0305266585201025,0.023367008194327354,0.032388169318437576,0.021758034825325012,0.036502446979284286,0.037800032645463943,0.02553705684840679,0.023787008598446846
0,8,X10,4.96488110072346,2.448166761547327,0.9706864356994629,1.0363315343856812,0.056102558970451355,0.055508971214294434,0.022211337462067604,0.03794209659099579,0.037129875272512436,0.031968533992767334,0.02335263416171074,0.03238864615559578,0.02170807309448719,0.036385346204042435,0.037306711077690125,0.025475485250353813,0.023668522015213966
0,9,X6,-2.880715200242905,2.4483385253697634,0.9707366824150085,1.0375133752822876,0.044213660061359406,0.05596404895186424,0.02221578173339367,0.03760123997926712,0.03694438934326172,0.03399983420968056,0.024668822064995766,0.03616950660943985,0.021766096353530884,0.04190007597208023,0.03579788655042648,0.025252139195799828,0.023594986647367477
0,10,X7,3.2229812122206027,2.450228150933981,0.9706459641456604,1.0370995998382568,0.04229649528861046,0.05387122184038162,0.022063078358769417,0.039194948971271515,0.03721452131867409,0.034269679337739944,0.025468643754720688,0.03907405212521553,0.021713905036449432,0.042063094675540924,0.03644118830561638,0.02528931200504303,0.023522445932030678
0,11,X6,-0.22509761218090674,2.4558411687612534,0.9707043170928955,1.036499261856079,0.04468134045600891,0.05620947852730751,0.021805286407470703,0.03930812329053879,0.03656299412250519,0.035006724298000336,0.024867098778486252,0.04005550965666771,0.02171410247683525,0.042676061391830444,0.037014249712228775,0.025253774598240852,0.023482846096158028
0,12,X1,-0.2352906138277291,2.445842444896698,0.9709028005599976,1.0360180139541626,0.04409945011138916,0.04828491806983948,0.021447086706757545,0.04076718911528587,0.03413238003849983,0.03435986861586571,0.024236617609858513,0.0365152508020401,0.021759770810604095,0.04441827908158302,0.03968401625752449,0.025561397895216942,0.023655405268073082
0,13,X14,3.2795515773021897,2.4494967125356197,0.97090744972229,1.0364267826080322,0.04478705674409866,0.047938376665115356,0.02162824012339115,0.041196394711732864,0.034253332763910294,0.0348518006503582,0.024451250210404396,0.03717848286032677,0.021697234362363815,0.0448218435049057,0.040168389678001404,0.02565108798444271,0.023538989946246147
0,14,X9,-4.935822510430342,2.4447659365832806,0.9711053967475891,1.0361686944961548,0.04343084618449211,0.049138639122247696,0.021396508440375328,0.04022654518485069,0.032663799822330475,0.03389642387628555,0.024487733840942383,0.03808820620179176,0.02166697010397911,0.04455820843577385,0.03864093869924545,0.02573895826935768,0.02355806715786457
0,15,X5,0.30161436943483366,2.4300383869558573,0.9712918996810913,1.0358688831329346,0.039715539664030075,0.04603419452905655,0.0211905799806118,0.032055001705884933,0.030209552496671677,0.03230739012360573,0.025647005066275597,0.04009857028722763,0.021638885140419006,0.04673192650079727,0.03741460666060448,0.026268288493156433,0.02356606349349022
0,16,X3,4.2574127552330605,2.4288623724132776,0.9710162281990051,1.0359957218170166,0.039335839450359344,0.04430718347430229,0.021215785294771194,0.03135593235492706,0.029666753485798836,0.034382257610559464,0.02489277720451355,0.04133730009198189,0.021643763408064842,0.04795529693365097,0.03479958325624466,0.02735873870551586,0.023599211126565933
0,17,X12,-4.034846852473049,2.4293344281613827,0.9709300994873047,1.036320447921753,0.039476122707128525,0.045187678188085556,0.021321788430213928,0.03192413970828056,0.030359046533703804,0.03341888263821602,0.024724191054701805,0.041070606559515,0.021624896675348282,0.047219712287187576,0.034963302314281464,0.027173057198524475,0.02362045645713806
0,18,X15,-0.5429850344410756,2.434177791699767,0.970960259437561,1.0360541343688965,0.03892501816153526,0.048914071172475815,0.022066492587327957,0.03303041309118271,0.029437921941280365,0.031640030443668365,0.025263456627726555,0.04277901351451874,0.021591220051050186,0.04783114790916443,0.035649534314870834,0.026316557079553604,0.023718520998954773
0,19,X5,3.6759505773902426,2.431222351267934,0.9707269668579102,1.0360201597213745,0.0388186015188694,0.050132665783166885,0.022114934399724007,0.03245449811220169,0.029109079390764236,0.030532538890838623,0.024719802662730217,0.04173117130994797,0.02152525633573532,0.047896988689899445,0.03560920059680939,0.026143627241253853,0.023686859756708145
0,20,X13,-3.6915057527360062,2.4288999810814857,0.9706623554229736,1.0360721349716187,0.03849341347813606,0.05106079950928688,0.022166728973388672,0.032250791788101196,0.028552547097206116,0.029881805181503296,0.024646049365401268,0.041497498750686646,0.021529847756028175,0.04657736048102379,0.03578248247504234,0.026027176529169083,0.023698989301919937
0,21,X12,2.214585996495588,2.4313657376915216,0.9708505868911743,1.0353566408157349,0.04191376268863678,0.0464489571750164,0.02220350317656994,0.033313602209091187,0.02886442467570305,0.03040074184536934,0.024996651336550713,0.0425620935857296,0.021511562168598175,0.04765884950757027,0.035491131246089935,0.026030225679278374,0.023763004690408707
0,22,X3,-0.8902070522806502,2.428369740024209,0.9708693027496338,1.0353307723999023,0.04180220142006874,0.046176206320524216,0.022361652925610542,0.031888529658317566,0.028935570269823074,0.029769323766231537,0.02495707757771015,0.04260164499282837,0.021506384015083313,0.04715534299612045,0.035247158259153366,0.025938283652067184,0.023830289021134377
