episode,step,regime,train_loss,eval_loss
0,0,mixed,1.1412131786346436,0.9514105319976807
0,1,mixed,0.9726616740226746,0.8702536821365356
0,2,mixed,0.8515786528587341,0.7473463416099548
0,3,mixed,0.6777987480163574,0.4944620430469513
0,4,mixed,0.37413403391838074,0.3663479685783386
0,5,great_inflation,0.28624197840690613,0.3271878957748413
0,6,great_inflation,0.2318398356437683,0.3868202567100525
0,7,great_inflation,0.21309390664100647,0.6140466332435608
0,8,great_inflation,0.17330814898014069,0.4312889575958252
0,9,great_inflation,0.1855834424495697,0.5650473237037659
0,10,great_moderation,0.06526393443346024,0.5476441383361816
0,11,great_moderation,0.03836016356945038,0.6105493307113647
0,12,great_moderation,0.06676268577575684,0.655825674533844
0,13,great_moderation,0.06292805820703506,0.617357075214386
0,14,great_moderation,0.03481217473745346,0.5445480942726135
0,15,great_recession,0.1863481104373932,0.27759742736816406
0,16,post_crisis,0.04219041392207146,0.3875773549079895
0,17,covid,0.11315673589706421,0.9063349366188049
0,18,great_inflation,0.30228686332702637,0.7669971585273743
0,19,volcker_disinflation,0.18702903389930725,0.7657288312911987
1,0,mixed,0.6557137370109558,0.836448073387146
1,1,mixed,0.715858519077301,0.842833399772644
1,2,mixed,0.5419241786003113,0.5813109874725342
1,3,mixed,0.5017241835594177,0.502267062664032
1,4,mixed,0.5887404084205627,0.46644240617752075
1,5,great_inflation,0.2799948751926422,0.3541942536830902
1,6,great_inflation,0.23428718745708466,0.4167998433113098
1,7,great_inflation,0.10359429568052292,0.3487445116043091
1,8,great_inflation,0.1849876195192337,0.3488217294216156
1,9,great_inflation,0.17710991203784943,0.43453091382980347
1,10,great_moderation,0.07752278447151184,0.38754570484161377
1,11,great_moderation,0.08012758940458298,0.6526830792427063
1,12,great_moderation,0.07033880054950714,0.6726629137992859
1,13,great_moderation,0.041896093636751175,0.42300018668174744
1,14,great_moderation,0.04258046671748161,0.40149107575416565
1,15,great_recession,0.08275565505027771,0.1842614710330963
1,16,post_crisis,0.03820718079805374,0.4310414791107178
1,17,covid,0.10217104107141495,0.5482432842254639
1,18,great_inflation,0.21842041611671448,0.3572548031806946
1,19,volcker_disinflation,0.05237392336130142,0.4123522937297821
2,0,mixed,0.7866859436035156,0.939877450466156
2,1,mixed,0.628280758857727,0.6476374268531799
2,2,mixed,0.6518594622612,0.6494081020355225
2,3,mixed,0.6646538376808167,0.5532563924789429
2,4,mixed,0.2783898413181305,0.41162097454071045
2,5,great_inflation,0.34532544016838074,0.2348315417766571
2,6,great_inflation,0.27099305391311646,0.3307588994503021
2,7,great_inflation,0.2184426486492157,0.32060375809669495
2,8,great_inflation,0.27778515219688416,0.30863404273986816
2,9,great_inflation,0.1568937450647354,0.3736916780471802
2,10,great_moderation,0.11951688677072525,0.42778319120407104
2,11,great_moderation,0.08146030455827713,0.4433070123195648
2,12,great_moderation,0.05478058010339737,0.49095794558525085
2,13,great_moderation,0.038376662880182266,0.39420536160469055
2,14,great_moderation,0.0495183952152729,0.36588409543037415
2,15,great_recession,0.10556621849536896,0.15431442856788635
2,16,post_crisis,0.03846798837184906,0.22452932596206665
2,17,covid,0.14382818341255188,0.48127496242523193
2,18,great_inflation,0.2544442415237427,0.3983454406261444
2,19,volcker_disinflation,0.08213161677122116,0.353825181722641
3,0,mixed,0.6012662053108215,0.8156593441963196
3,1,mixed,0.7770658731460571,0.5868262052536011
3,2,mixed,0.7122491598129272,0.6991676092147827
3,3,mixed,0.679426372051239,0.4218553900718689
3,4,mixed,0.3961106836795807,0.3805360794067383
3,5,great_inflation,0.23532935976982117,0.3437332510948181
3,6,great_inflation,0.300327867269516,0.29139697551727295
3,7,great_inflation,0.24643607437610626,0.31362923979759216
3,8,great_inflation,0.1870354413986206,0.2691909074783325
3,9,great_inflation,0.11598940193653107,0.4403355121612549
3,10,great_moderation,0.10713546723127365,0.3727923631668091
3,11,great_moderation,0.08170050382614136,0.4704502522945404
3,12,great_moderation,0.043489862233400345,0.46660637855529785
3,13,great_moderation,0.04720606654882431,0.5064982771873474
3,14,great_moderation,0.04594095051288605,0.38890066742897034
3,15,great_recession,0.06924276798963547,0.19069448113441467
3,16,post_crisis,0.05652962625026703,0.31184425950050354
3,17,covid,0.10418353229761124,0.3931707441806793
3,18,great_inflation,0.2538128197193146,0.3577268719673157
3,19,volcker_disinflation,0.04258715733885765,0.3524092435836792
4,0,mixed,1.0855820178985596,1.1026735305786133
4,1,mixed,0.9267855882644653,0.77890944480896
4,2,mixed,0.5559250116348267,0.7368112802505493
4,3,mixed,0.609447181224823,0.4457632005214691
4,4,mixed,0.419111430644989,0.4531997740268707
4,5,great_inflation,0.384673148393631,0.4386481046676636
4,6,great_inflation,0.19177192449569702,0.4262434244155884
4,7,great_inflation,0.2618303894996643,0.5672781467437744
4,8,great_inflation,0.26414138078689575,0.4363241493701935
4,9,great_inflation,0.2133539617061615,0.3163943290710449
4,10,great_moderation,0.11095057427883148,0.40443888306617737
4,11,great_moderation,0.052963659167289734,0.6516649723052979
4,12,great_moderation,0.044822946190834045,0.5138267874717712
4,13,great_moderation,0.029770687222480774,0.6480600833892822
4,14,great_moderation,0.0386190190911293,0.6110498905181885
4,15,great_recession,0.12539508938789368,0.24914668500423431
4,16,post_crisis,0.030370254069566727,0.3261840045452118
4,17,covid,0.1402558535337448,0.6625928282737732
4,18,great_inflation,0.22577957808971405,0.7857213020324707
4,19,volcker_disinflation,0.09756891429424286,0.7135574817657471
5,0,mixed,1.1010546684265137,0.7783306837081909
5,1,mixed,0.769625723361969,0.6886053681373596
5,2,mixed,0.5432000160217285,0.5994355082511902
5,3,mixed,0.45477455854415894,0.5235387682914734
5,4,mixed,0.6286470890045166,0.32565203309059143
5,5,great_inflation,0.31593403220176697,0.2629213333129883
5,6,great_inflation,0.2740720808506012,0.29968804121017456
5,7,great_inflation,0.2539650797843933,0.323426753282547
5,8,great_inflation,0.13311658799648285,0.3191441297531128
5,9,great_inflation,0.1565573513507843,0.3450492024421692
5,10,great_moderation,0.05033218860626221,0.36961060762405396
5,11,great_moderation,0.043734315782785416,0.5790088772773743
5,12,great_moderation,0.07269078493118286,0.5051032304763794
5,13,great_moderation,0.03049604408442974,0.4708588421344757
