episode,step,target,loss
0,0,,0.13457837933674455
0,1,,0.3306635022163391
0,2,,0.17136972583830357
0,3,,0.15528450440615416
0,4,,0.12880222126841545
0,5,X3,0.017296848564001266
0,6,X3,0.20523837948712753
0,7,X3,0.17524133500410244
0,8,X3,0.13788516173008247
0,9,X3,0.03330849924896029
0,10,X3,0.06587024425243726
0,11,X3,0.012709459566394798
0,12,X3,0.15465728765411768
0,13,X3,0.022520064761920366
0,14,X3,0.03247193872084608
0,15,X3,0.14610174961853772
0,16,X3,0.01578638573482749
0,17,X3,0.1730803580430802
0,18,X3,0.04835602377715986
0,19,X3,0.038221628026803955
1,0,,0.16770325228571892
1,1,,0.2589442487806082
1,2,,0.07874991884455085
1,3,,0.4040679857134819
1,4,,0.06794139370322227
1,5,X3,0.07012921012938023
1,6,X3,0.15998572437092662
1,7,X3,0.02799230678647291
1,8,X3,0.054120390268508345
1,9,X3,0.10162828360989806
1,10,X3,0.021422833800897934
1,11,X3,0.06249151847441681
1,12,X3,0.0271459201030666
1,13,X3,0.07117518573068082
1,14,X3,0.032135637156898156
1,15,X3,0.042191012456896715
1,16,X3,0.04258395174474572
1,17,X3,0.11028935760987224
1,18,X3,0.00620878027211802
1,19,X3,0.029590460209874436
2,0,,0.10711200349032879
2,1,,0.1214559692889452
2,2,,0.11849791184067726
2,3,,0.07534783240407705
2,4,,0.282268350943923
2,5,X3,0.17836722389620263
2,6,X3,0.011488259546240442
2,7,X3,0.13154616406245623
2,8,X3,0.05392899871367263
2,9,X3,0.10226821051765
2,10,X3,0.07883051940370933
2,11,X3,0.03511523095949087
2,12,X3,0.06418713712628232
2,13,X3,0.009105989592626429
2,14,X3,0.015130958128793282
2,15,X3,0.022645642806310207
2,16,X3,0.03041949716862291
2,17,X3,0.028841104236562387
2,18,X3,0.004459339176719368
2,19,X3,0.12600428149744403
3,0,,0.25407499819993973
3,1,,0.14530158415436745
3,2,,0.07551066624000669
3,3,,0.21214811224490404
3,4,,0.34768196195364
3,5,X3,0.03177255633636378
3,6,X3,0.17481543778558262
3,7,X3,0.0627396127965767
3,8,X3,0.2183715347200632
3,9,X3,0.1345392744988203
3,10,X3,0.025023201436852105
3,11,X3,0.15362476441077888
3,12,X3,0.02116663639753824
3,13,X3,0.02019232339807786
3,14,X3,0.08602101853466593
3,15,X3,0.09497306088451296
