track,seed,condition,method,budget,validation_samples,mse,fallback_weight,validation_base_sse,validation_proposal_sse
prior_gate,2000,correct,broad,16,8,0.007728881531586828,,,
prior_gate,2000,correct,proposal,16,8,0.005261871674428868,,,
prior_gate,2000,correct,validation_gate,16,8,0.005261871674428868,6.919392010015781e-30,3.210835647547331,0.18939052777291082
prior_gate,2000,correct,broad,32,8,0.011687025677424433,,,
prior_gate,2000,correct,proposal,32,8,0.01086224942167395,,,
prior_gate,2000,correct,validation_gate,32,8,0.01114151256134086,0.35612849469165314,0.22701341666471453,0.20036407581654378
prior_gate,2000,correct,broad,64,8,0.002096899572350014,,,
prior_gate,2000,correct,proposal,64,8,0.0017264029509867324,,,
prior_gate,2000,correct,validation_gate,64,8,0.0019041920214360303,0.503664169169006,0.1617434023092143,0.16240296456696762
prior_gate,2000,wrong,broad,16,8,0.007728881531586828,,,
prior_gate,2000,wrong,proposal,16,8,0.00418884164896954,,,
prior_gate,2000,wrong,validation_gate,16,8,0.0041888416489864865,1.6757706185331583e-11,3.210835647547331,2.094288317376967
prior_gate,2000,wrong,broad,32,8,0.011687025677424433,,,
prior_gate,2000,wrong,proposal,32,8,0.008028052517496019,,,
prior_gate,2000,wrong,validation_gate,32,8,0.00919695654575429,0.36722441401520006,0.22701341666471453,0.20252699555759845
prior_gate,2000,wrong,broad,64,8,0.002096899572350014,,,
prior_gate,2000,wrong,proposal,64,8,0.00211542161192244,,,
prior_gate,2000,wrong,validation_gate,64,8,0.0020732129149170497,0.4608981138854542,0.1617434023092143,0.15469066149669056
