episode,step,total_loss,loss_n_b38b,loss_n_cc2d,loss_n_e534,loss_n_027a,loss_n_1731,loss_n_194f,loss_n_3f8b,loss_n_4d02,loss_n_5324,loss_n_5777,loss_n_709b,loss_n_79a9,loss_n_7b44,loss_n_82a1,loss_n_8471,loss_n_8af1,loss_n_8f04,loss_n_a705,loss_n_b537,loss_n_b9cc,loss_n_bb46,loss_n_c7b1,loss_n_cbaf,loss_n_ea9d,loss_n_f05f,loss_n_f1a7,loss_n_fe54,loss_n_ff55
0,0,48.335017955303194,1.0352318286895752,0.9817642569541931,1.0370131731033325,1.3608527183532715,3.021411895751953,2.225724220275879,2.5164427757263184,1.191578984260559,1.639339804649353,2.096372127532959,4.951934337615967,0.952094554901123,1.3327170610427856,1.6646554470062256,0.6017031669616699,1.3908735513687134,2.366881847381592,1.9185564517974854,0.7122122049331665,1.1072077751159668,1.625010371208191,0.49341094493865967,2.008284568786621,4.2326250076293945,1.619284749031067,2.8764374256134033,2.1819634437561035,1.6366406679153442
0,1,10.048960776999593,1.0413963794708252,0.9886662364006042,1.0433021783828735,0.02447628229856491,0.6102020740509033,0.03572308272123337,0.0283814650028944,0.08858834207057953,0.027622373774647713,0.8010140657424927,1.8739315271377563,0.08430691808462143,0.03229750692844391,0.7446816563606262,0.09826089441776276,0.5066250562667847,0.18765439093112946,0.041550539433956146,0.3888997733592987,0.9102476835250854,0.13471032679080963,0.09443586319684982,0.024076173081994057,0.3213365972042084,1.4659245014190674,0.08168357610702515,0.02643047273159027,0.8012266755104065
0,2,7.53495106510818,1.0393997430801392,0.9817506074905396,1.0631860494613647,0.02628994919359684,1.1853777170181274,0.02453533373773098,0.03349404036998749,0.07114831358194351,0.030558910220861435,0.1764591932296753,1.7010256052017212,0.03449414670467377,0.06195312365889549,1.2799094915390015,0.08553989231586456,0.31323739886283875,0.04672270268201828,0.10035986453294754,0.38732510805130005,0.04643331468105316,0.07573298364877701,0.0634455680847168,0.02408740669488907,0.26997172832489014,0.023874523118138313,0.041738688945770264,0.03720473870635033,0.7771640419960022
0,3,5.618315826356411,1.0415775775909424,0.9826713800430298,1.0636318922042847,0.02139347791671753,1.5190739631652832,0.024484172463417053,0.03568696603178978,0.024213215336203575,0.027029680088162422,0.02935994602739811,0.07040312141180038,0.023718027397990227,0.10525068640708923,0.662437915802002,0.03978084400296211,0.2032340168952942,0.02949664369225502,0.14659737050533295,1.0063058137893677,0.027237212285399437,0.055806078016757965,0.10961927473545074,0.022666146978735924,0.15107503533363342,0.02922631986439228,0.046132586896419525,0.031144676730036736,0.5593664646148682
0,4,4.514324558153748,1.038329839706421,0.982806384563446,1.0459339618682861,0.022140098735690117,0.5414220690727234,0.023442009463906288,0.03378138318657875,0.025462627410888672,0.029073791578412056,0.10702472180128098,0.05382648855447769,0.03666583076119423,0.2664039134979248,0.9821192622184753,0.07681448757648468,0.19697725772857666,0.04076889157295227,0.0392729826271534,0.2908256947994232,0.09093963354825974,0.10920204967260361,0.1220354288816452,0.02292659878730774,0.12380377948284149,0.025882873684167862,0.0636032298207283,0.030642814934253693,0.5458526015281677
0,5,3.8191840413957836,1.0373362302780151,0.9835422039031982,1.045591950416565,0.02146223746240139,0.5705479383468628,0.025572121143341064,0.036355867981910706,0.021706486120820045,0.02693944051861763,0.15012910962104797,0.036343902349472046,0.0804797038435936,0.2854369282722473,0.040582891553640366,0.07192005962133408,0.3028644621372223,0.04009750485420227,0.03279547765851021,0.3492351770401001,0.07146048545837402,0.12387562543153763,0.04400329291820526,0.021938633173704147,0.14309537410736084,0.02587645687162876,0.049258481711149216,0.032570164650678635,0.6013421416282654
0,6,3.0135034013539554,1.0368115901947021,0.9842185378074646,1.042779803276062,0.023463739082217216,0.36145496368408203,0.020720118656754494,0.035339366644620895,0.023414211347699165,0.030155833810567856,0.2815944254398346,0.0547475703060627,0.06611716747283936,0.1215646043419838,0.03886229172348976,0.11302505433559418,0.43096232414245605,0.0404999665915966,0.028624802827835083,0.03526288643479347,0.06584089994430542,0.0988800972700119,0.04736403375864029,0.021400010213255882,0.20815379917621613,0.021881146356463432,0.05564943701028824,0.03202585503458977,0.1437368094921112
0,7,2.260422471165657,1.0363075733184814,0.984262228012085,1.037583827972412,0.021843938156962395,0.39838799834251404,0.022772690281271935,0.029794229194521904,0.02363804168999195,0.02507067285478115,0.027401696890592575,0.04518011212348938,0.07374130189418793,0.14990109205245972,0.025573894381523132,0.07550225406885147,0.035667531192302704,0.03626411035656929,0.037844810634851456,0.025829078629612923,0.06795544922351837,0.13575294613838196,0.0289603378623724,0.02169104292988777,0.15303944051265717,0.025470616295933723,0.06870998442173004,0.034432556480169296,0.058365918695926666
0,8,1.9143708661198615,1.035823941230774,0.9844738245010376,1.03726327419281,0.020417382940649986,0.08500412106513977,0.024085773155093193,0.032356202602386475,0.022867459803819656,0.021942634135484695,0.03692147880792618,0.07605007290840149,0.07273362576961517,0.11446278542280197,0.024428846314549446,0.06657467782497406,0.04058106616139412,0.04018978029489517,0.03849557414650917,0.02215738408267498,0.04938573017716408,0.13671335577964783,0.029490012675523758,0.02348405495285988,0.16336587071418762,0.021810244768857956,0.06920485943555832,0.032532766461372375,0.037602897733449936
0,9,1.8650475066155194,1.0355772972106934,0.9839950799942017,1.0339397192001343,0.026773300021886826,0.0406828336417675,0.01922270469367504,0.02607419528067112,0.024876274168491364,0.024427855387330055,0.06465762108564377,0.0644468367099762,0.07610709220170975,0.12287647277116776,0.02607160620391369,0.07222463190555573,0.04878723993897438,0.0357670895755291,0.033939115703105927,0.024225391447544098,0.05508613586425781,0.08618950098752975,0.03145284950733185,0.02384282276034355,0.16535623371601105,0.024434195831418037,0.06655792891979218,0.03360241279006004,0.0366627462208271
0,10,1.8699138645082711,1.0355905294418335,0.9838359355926514,1.0362480878829956,0.02222803421318531,0.03479539602994919,0.023476019501686096,0.026381485164165497,0.023295888677239418,0.025727497413754463,0.11740408837795258,0.04741746932268143,0.07007541507482529,0.1412830352783203,0.02648003026843071,0.07401856780052185,0.04978526011109352,0.04156237095594406,0.03527547046542168,0.026310130953788757,0.07900828868150711,0.0978332981467247,0.03134331852197647,0.021885789930820465,0.08725037425756454,0.02566327154636383,0.06513526290655136,0.03376223146915436,0.03138095885515213
0,11,1.7772233687341212,1.0359269380569458,0.9826988577842712,1.0373971462249756,0.022235970944166183,0.03426442667841911,0.02345411665737629,0.02641019970178604,0.022978199645876884,0.025501368567347527,0.18235281109809875,0.058995965868234634,0.021709691733121872,0.05016743764281273,0.02496558241546154,0.07259255647659302,0.05658096820116043,0.04850945994257927,0.036539629101753235,0.0265373345464468,0.08384779095649719,0.07073589414358139,0.031185073778033257,0.022364776581525803,0.07643074542284012,0.023440062999725342,0.05669136717915535,0.03295484185218811,0.03457250818610191
0,12,1.8119554068893193,1.0357005596160889,0.9824502468109131,1.0367578268051147,0.025152314454317093,0.0341927595436573,0.023176398128271103,0.03249947354197502,0.023637164384126663,0.02522861771285534,0.20736008882522583,0.051526978611946106,0.023578669875860214,0.03632889688014984,0.020774181932210922,0.08802513033151627,0.05559742823243141,0.05436307564377785,0.024923987686634064,0.02271713875234127,0.0948040708899498,0.06790170818567276,0.04031551256775856,0.024053750559687614,0.06975657492876053,0.022010669112205505,0.05918305739760399,0.03554737940430641,0.03831865265965462
0,13,1.7426301676779985,1.0360050201416016,0.9824565649032593,1.0393732786178589,0.02654697559773922,0.043875694274902344,0.02494729310274124,0.02780875936150551,0.025860710069537163,0.024777553975582123,0.025688540190458298,0.06964455544948578,0.0239659883081913,0.050240688025951385,0.02289673499763012,0.09859003871679306,0.06313155591487885,0.05590304359793663,0.034928008913993835,0.026187747716903687,0.11763040721416473,0.06363850086927414,0.03335331752896309,0.025102753192186356,0.0847729742527008,0.0240030437707901,0.05605735629796982,0.041618335992097855,0.039892617613077164
0,14,1.5803734563291074,1.0360547304153442,0.9821591973304749,1.0406432151794434,0.023791778832674026,0.0487542524933815,0.02188784070312977,0.027866141870617867,0.02241836115717888,0.019770126789808273,0.022361595183610916,0.03714454174041748,0.023159317672252655,0.03908934071660042,0.02443261630833149,0.08541896939277649,0.05845203995704651,0.059161052107810974,0.030692435801029205,0.025448814034461975,0.025398945435881615,0.06869904696941376,0.032970130443573,0.027010535821318626,0.07927537709474564,0.023781919851899147,0.07329633831977844,0.03229624405503273,0.03602426499128342
