episode,step,target,loss
0,0,,0.3374384492635727
0,1,,0.10882504563778639
0,2,,0.06104686530306935
0,3,,0.21792227402329445
0,4,,0.512744665145874
0,5,X3,0.059276318992488086
0,6,X3,0.013581432176579256
0,7,X3,0.011517891834955662
0,8,X3,0.08441062248311937
0,9,X3,0.21874277759343386
0,10,X3,0.005043970129918307
0,11,X3,0.008920098902308382
0,12,X3,0.1539452604483813
0,13,X3,0.054119176376843825
0,14,X3,0.019075945590884658
0,15,X3,0.10045115416869521
0,16,X3,0.02515265834517777
0,17,X3,0.040718036936596036
0,18,X3,0.037422774941660464
0,19,X3,0.05863869008317124
1,0,,0.1980103813111782
1,1,,0.6926157101988792
1,2,,0.2552707614377141
1,3,,0.05431575933471322
1,4,,0.18507067300379276
1,5,X3,0.0776936385591398
1,6,X3,0.06611317794886418
1,7,X3,0.18544489714986412
1,8,X3,0.20561938197351992
1,9,X3,0.0940199201577343
1,10,X3,0.0550005044642603
1,11,X3,0.06505992295205942
1,12,X3,0.0657842759101186
1,13,X3,0.12300479708937928
1,14,X3,0.07109876011963934
1,15,X3,0.05430574911588337
1,16,X3,0.3615022379672155
1,17,X3,0.025955966597393854
1,18,X3,0.0883168182335794
1,19,X3,0.0067261170546544236
2,0,,0.1159525983966887
2,1,,0.042502035619691014
2,2,,0.1915045939385891
2,3,,0.2424545604735613
2,4,,0.13459660857915878
2,5,X3,0.12254333787132055
2,6,X3,0.03303510171826929
2,7,X3,0.0155516741797328
2,8,X3,0.052879736555041745
2,9,X3,0.08378756372258067
2,10,X3,0.007890694731031545
2,11,X3,0.0374512393027544
2,12,X3,0.024063271266641095
2,13,X3,0.012624337025044952
2,14,X3,0.04956201778259128
2,15,X3,0.04355836372997146
2,16,X3,0.017986847698921338
2,17,X3,0.03475572669412941
2,18,X3,0.00040928248199634254
2,19,X3,0.003306131111457944
3,0,,0.2462442461401224
3,1,,0.09973597899079323
3,2,,0.05372838117182255
3,3,,0.20480784960091114
3,4,,0.21038375422358513
3,5,X3,0.13880234220414422
3,6,X3,0.06344419199740514
3,7,X3,0.033271915177465416
3,8,X3,0.1472707969660405
3,9,X3,0.19210034054412972
3,10,X3,0.13768532578251325
3,11,X3,0.001903101092466386
3,12,X3,0.0152181313278561
3,13,X3,0.10365861395257525
3,14,X3,0.1510924412868917
3,15,X3,0.009363640270748874
3,16,X3,0.02851985868437623
3,17,X3,0.05215468246751698
3,18,X3,0.05163830460514873
3,19,X3,0.03631231386316358
4,0,,0.24207352474331856
4,1,,0.2221397589892149
4,2,,0.11930692754685879
4,3,,0.16840576194226742
4,4,,0.2022718731313944
4,5,X3,0.1349839725298807
4,6,X3,0.0546979079117591
4,7,X3,0.14606918347999454
4,8,X3,0.09258888268232113
4,9,X3,0.037187476835242705
4,10,X3,0.3383412754337769
4,11,X3,0.20804910120205022
4,12,X3,0.0511742945673177
4,13,X3,0.02223444185074186
4,14,X3,0.20150888247735566
4,15,X3,0.058042074349941686
4,16,X3,0.019056421933782985
4,17,X3,0.03860763039574522
4,18,X3,0.1567410754505545
4,19,X3,0.07099807195845642
5,0,,0.231162928044796
5,1,,0.08091242099180818
5,2,,0.13979480415582657
5,3,,0.07467024261131883
5,4,,0.1694248951971531
5,5,X3,0.13922365187318064
5,6,X3,0.11336058581946418
5,7,X3,0.05582770612090826
5,8,X3,0.07301731080224272
5,9,X3,0.11102068357286043
5,10,X3,0.1338441294283257
5,11,X3,0.011320128782244865
5,12,X3,0.0373349226283608
