method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
bayesian_oed,456,30,5000,5.554691409692168,5.5461858958005905,2.683448938652873,1.9458172231912614,1805.39621925354
