episode,step,total_loss,loss_n_1781,loss_n_468e,loss_n_799e,loss_n_b0d2,loss_n_1661,loss_n_1798,loss_n_1e3e,loss_n_21a1,loss_n_2841,loss_n_40f9,loss_n_4d78,loss_n_589b,loss_n_6884,loss_n_7078,loss_n_7844,loss_n_8014,loss_n_8190,loss_n_8651,loss_n_a248,loss_n_a74c,loss_n_aeb9,loss_n_b33f,loss_n_b4e3,loss_n_b6cf,loss_n_ba81,loss_n_cfb4,loss_n_f7da,loss_n_fa43,loss_n_fed1
0,0,56.44715802669525,1.0445493459701538,1.02772057056427,0.9859315156936646,1.0553823709487915,1.622996211051941,3.900514602661133,0.6732081770896912,2.0353968143463135,0.9660964012145996,1.351125717163086,0.5596029162406921,0.5339066386222839,4.671989440917969,0.9362640976905823,0.7722069025039673,2.5900611877441406,2.647184133529663,1.9960674047470093,1.9345557689666748,1.7515321969985962,3.943640947341919,1.6719856262207031,3.3411951065063477,5.176943302154541,2.8301661014556885,2.6304516792297363,3.6766791343688965,2.1409122943878174,1.2697584629058838
0,1,7.534224512055516,1.0389918088912964,1.0303517580032349,1.0027531385421753,1.055009365081787,0.027111662551760674,1.021491289138794,0.055501218885183334,0.13574300706386566,0.12622757256031036,0.033796414732933044,0.026833046227693558,0.0567222461104393,0.6488138437271118,0.04018693417310715,0.119586281478405,0.038540273904800415,0.3835636079311371,0.14142252504825592,0.22349783778190613,0.0491391085088253,0.06907953321933746,0.09615513682365417,0.034444212913513184,1.8972504138946533,0.06356101483106613,0.042226579040288925,0.04934786632657051,0.043020375072956085,1.285541296005249
0,2,5.472077055647969,1.0478532314300537,1.0304570198059082,0.9848460555076599,1.0545650720596313,0.03746992349624634,0.6803276538848877,0.05065154656767845,0.1354983001947403,0.08869877457618713,0.049885984510183334,0.02802581898868084,0.1522955745458603,0.6756539344787598,0.04358213394880295,0.028984420001506805,0.030866192653775215,0.4883817732334137,0.17076320946216583,0.42765507102012634,0.038150686770677567,0.07971177250146866,0.04470636323094368,0.024947913363575935,1.1844260692596436,0.022986792027950287,0.03228185325860977,0.03415419161319733,0.05185377597808838,0.04657305032014847
0,3,4.744609585404396,1.0484027862548828,1.0298118591308594,0.9847708940505981,1.0588418245315552,0.028735488653182983,0.6090479493141174,0.06687849760055542,0.3858092725276947,0.1885211020708084,0.051396604627370834,0.025361953303217888,0.20340262353420258,0.3866088092327118,0.03661491721868515,0.03258940577507019,0.03423607721924782,0.20590588450431824,0.22347670793533325,0.5905253291130066,0.027535077184438705,0.12424556165933609,0.03656837344169617,0.026482341811060905,0.3359129726886749,0.07003644108772278,0.03683130443096161,0.041209183633327484,0.07736708223819733,0.07494515180587769
0,4,4.649183528497815,1.0480546951293945,1.0288405418395996,0.9836227297782898,1.0561349391937256,0.03246953710913658,0.12035377323627472,0.07938556373119354,0.2668657898902893,0.588021457195282,0.03684308007359505,0.02926119789481163,0.02793760411441326,0.2874962389469147,0.02394450083374977,0.026060421019792557,0.031653985381126404,0.2655121088027954,0.2823318541049957,1.1900129318237305,0.026824122294783592,0.041436828672885895,0.038154229521751404,0.031014159321784973,0.09402760118246078,0.02090628258883953,0.0491841696202755,0.03921862691640854,0.14549197256565094,0.05144491046667099
0,5,4.543716084584593,1.0490503311157227,1.0285588502883911,0.983757734298706,1.0560109615325928,0.02783661149442196,0.08614984154701233,0.08758516609668732,0.3256531357765198,0.130844384431839,0.05031445249915123,0.027482450008392334,0.02221420221030712,0.3622058928012848,0.023002684116363525,0.0272535253316164,0.02933388762176037,0.15723839402198792,0.28565695881843567,1.5193819999694824,0.02602563239634037,0.04175092279911041,0.04376870021224022,0.028636902570724487,0.06380703300237656,0.02506711333990097,0.0437864325940609,0.03232576325535774,0.17216503620147705,0.0807533860206604
0,6,2.840840681269765,1.044814109802246,1.02969491481781,0.9835600852966309,1.054900884628296,0.02411053515970707,0.11299973726272583,0.09443717449903488,0.36625179648399353,0.028985265642404556,0.058803655207157135,0.030447958037257195,0.02377150021493435,0.24861863255500793,0.04246554151177406,0.02035309188067913,0.025179138407111168,0.07612988352775574,0.26948875188827515,0.029701359570026398,0.03164522722363472,0.04472840949892998,0.049163226038217545,0.021982889622449875,0.08428929001092911,0.023042378947138786,0.051383428275585175,0.03030158393085003,0.17330539226531982,0.056660834699869156
0,7,3.041193341091275,1.0440022945404053,1.0276671648025513,0.9839798212051392,1.055783987045288,0.021851809695363045,0.09131692349910736,0.12898819148540497,0.44935667514801025,0.026707977056503296,0.07736653089523315,0.022257888689637184,0.023897012695670128,0.23479798436164856,0.06407830119132996,0.021495185792446136,0.03075045719742775,0.058020155876874924,0.2758723795413971,0.029290515929460526,0.02845464088022709,0.04072827100753784,0.04864165931940079,0.024485189467668533,0.061504874378442764,0.025313163176178932,0.034089088439941406,0.0318450853228569,0.27909743785858154,0.08869928866624832
0,8,2.387123428657651,1.0463078022003174,1.0276174545288086,0.9842455387115479,1.0558704137802124,0.026404334232211113,0.06566718220710754,0.1472252756357193,0.09880854189395905,0.024128226563334465,0.06944528967142105,0.023424046114087105,0.02423635870218277,0.19227604568004608,0.02857527881860733,0.02445054054260254,0.029535647481679916,0.05997151881456375,0.16985686123371124,0.02994433604180813,0.03127790242433548,0.042504578828811646,0.06269607692956924,0.023522874340415,0.051423247903585434,0.0757274180650711,0.034334614872932434,0.02852003276348114,0.1233399510383606,0.07701900601387024
0,9,2.2240716673433782,1.043550729751587,1.0279250144958496,0.98421710729599,1.0560966730117798,0.024556508287787437,0.0688244178891182,0.1267249435186386,0.07426479458808899,0.026348192244768143,0.08175475150346756,0.022089675068855286,0.027055442333221436,0.13552041351795197,0.027925115078687668,0.02337963506579399,0.03052867390215397,0.04476669058203697,0.09436892718076706,0.027161329984664917,0.029001185670495033,0.051212459802627563,0.0819103941321373,0.02679445780813694,0.058640774339437485,0.06338316202163696,0.03854971006512642,0.024592004716396332,0.12536047399044037,0.06699962913990021
0,10,2.1672505382448435,1.044286847114563,1.0278767347335815,0.9843159317970276,1.0555778741836548,0.0211094468832016,0.05552264302968979,0.10458042472600937,0.050660546869039536,0.02500850521028042,0.09111868590116501,0.023099713027477264,0.025922680273652077,0.12078022956848145,0.02732825092971325,0.021833492442965508,0.03011658973991871,0.047219183295965195,0.02732112444937229,0.026393499225378036,0.028613511472940445,0.05879262834787369,0.09767492860555649,0.0239982008934021,0.053885575383901596,0.08766406029462814,0.04522489383816719,0.02660476602613926,0.18078389763832092,0.043581582605838776
