seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3006,10,family,scratch,120,2560,0.7881202967700257,0.3924805352710961,0.9859401775194904,
3006,10,family,warm,120,2560,0.24726415323986203,0.6630374237123833,0.03937751800360126,
3006,10,family,source_retrieval,120,2560,0.15480641737000175,0.3785557935430778,0.04293172928346368,0.5333333333333333
3006,10,family,source_mixture,120,2560,0.09993920365158877,0.2147007619287013,0.0425584245130325,0.588198491219146
3006,10,family,scratch,200,2560,0.3779570139585581,0.42327808953618373,0.35529647616974513,
3006,10,family,warm,200,2560,0.08549530745503119,0.18075045944454332,0.037867731460275174,
3006,10,family,source_retrieval,200,2560,0.09381520751729752,0.2044891280559283,0.038478247247982114,0.5333333333333333
3006,10,family,source_mixture,200,2560,0.06583691368666968,0.11633861734577611,0.040586061857116454,0.588198491219146
3006,10,family,scratch,400,2560,0.07062915487178602,0.03449696248380345,0.08869525106577729,
3006,10,family,warm,400,2560,0.025872793089223342,0.052002282991079896,0.012808048138295069,
3006,10,family,source_retrieval,400,2560,0.02287712556059553,0.042508436552116786,0.013061470064834907,0.5333333333333333
3006,10,family,source_mixture,400,2560,0.019006659875516453,0.033873033345433574,0.011573473140557889,0.588198491219146
