dpo_loss,reward,cov_bonus,score,target,value,episode,step
0.6931471824645996,400.5,4.558465178123571,405.0584651781236,X7,-3.48,0,0
0.7125688791275024,104.31342170014977,16.947447193091026,121.2608688932408,X20,0.7692609104392226,0,1
0.6239762306213379,19.490907240659,0.8327961855005248,20.323703426159522,X10,-4.66,0,2
1.1616706848144531,4.239383369684219,3.8542794398721485,8.093662809556367,X16,-3.282297789868321,0,3
0.6931471824645996,-0.13231410831213086,0.4499351968095393,0.31762108849740844,X2,1.5,0,4
0.6931471824645996,1.1294740177690938,0.3630817313427451,1.4925557491118389,X2,1.5,0,5
0.6931471824645996,1.0581040009856242,0.29922597382771376,1.357329974813338,X2,1.5,0,6
0.6931471824645996,1.5110583491623393,0.2336523389275357,1.744710688089875,X2,1.5,0,7
0.6931471824645996,-1.2290617078542692,0.2257762924340464,-1.0032854154202226,X2,1.5,0,8
0.6931471824645996,-1.8740772157907504,0.19120545767436248,-1.682871758116388,X2,1.5,0,9
0.6931471824645996,25.91038662567735,6.581381800342264,32.49176842601962,X2,1.5,1,2
0.6931471824645996,7.8824137970805275,5.497213686965181,13.37962748404571,X2,1.5,1,3
0.4809909760951996,-2.0,0.24794022550388276,100.0,X5,-2.249787275703378,1,4
0.2662597596645355,-2.0,0.12509893943486158,100.0,X1,3.8752340973459916,1,7
0.6931471824645996,67.81854498013854,0.23236768485044876,85.7753807882821,X2,1.5,2,1
0.018582770600914955,-2.0,0.23150190546510055,100.0,X1,2.6169622431761397,2,3
0.6931471824645996,-1.348501887172464,0.23445785166949554,16.14243458333614,X2,1.5,2,5
0.0009135762811638415,-0.5409617125988042,0.2021106778160586,100.0,X5,2.3076926087407763,2,6
0.6931471824645996,0.648033168166875,0.21097286087535574,18.36360661869533,X2,1.5,2,7
0.6931471824645996,0.26203498244285583,0.1932825037494872,17.55262904710805,X2,1.5,2,8
1.6121040857797198e-07,-1.9312895350158232,0.15496548734638188,100.0,X1,-3.607773447361171,2,10
0.6931471824645996,-1.2306675203144568,0.14706137870210612,15.58762513425799,X2,1.5,2,12
1.9009091545285628e-07,-0.17495718598365517,0.1294851082123778,100.0,X5,-1.7513576346534157,2,13
3.253462210750513e-08,-2.0,0.13627969221252098,100.0,X1,-4.403745304318535,2,16
0.6931471824645996,-1.1033172458410245,0.13269246180787425,15.777036728658297,X2,1.5,2,17
0.6931471824645996,-1.4709563739597797,0.13239872962615035,15.12334770208183,X2,1.5,2,18
0.6931471824645996,-0.6956434175372106,0.13642786300640264,15.626945806478926,X2,1.5,2,19
6.787344375425164e-08,-1.578478820621969,0.11513775286243116,100.0,X5,-2.1193202410285785,2,20
0.6931471824645996,0.010213606059554792,0.11302834050695118,16.458305468796382,X2,1.5,2,21
0.6931471824645996,0.24735725298523636,0.10467617937324686,16.434585695687012,X2,1.5,2,22
2.186175606766483e-06,-0.8158287778496742,0.11888197537839859,100.0,X1,-1.5014470135067737,2,23
0.6931471824645996,4.503578405827291,10.75399956512281,31.274831077156442,X2,1.5,3,1
4.992651625457256e-08,3.3112492635846102,7.3485381073379115,100.0,X5,-2.9465746341423973,3,2
2.537463394958195e-08,0.0,0.13357971412209482,100.0,X1,-0.8925232222105626,3,6
6.956453546536068e-08,0.0,0.12796983857347055,100.0,X5,3.176168570544176,3,9
3.202305620675361e-08,-2.0,0.09686419238414976,100.0,X1,2.9123370773313457,3,12
3.0515142412923524e-08,0.0,0.5085262094814932,100.0,X1,2.9717223891051585,4,3
1.288074997773947e-07,0.0,0.21105445288735358,100.0,X5,-3.1597139288849974,4,6
1.3284609678976267e-07,0.0,0.2361509937626896,100.0,X5,-2.6827078402339524,5,4
1.7381733385946063e-08,0.0,0.16618481055356196,100.0,X1,-3.5969684908412294,5,7
2.980575786182271e-08,0.0,0.3443619618563097,100.0,X1,3.3646538457942015,6,3
1.0903429625841454e-07,0.7257515229284817,0.18736995051792443,100.0,X5,-3.115642057102106,6,6
2.954894284812326e-08,0.0,0.45138506514214694,100.0,X1,3.332072559308303,7,2
1.0853901244445296e-07,0.0,0.18412937380043007,100.0,X5,-2.920102228956256,7,5
2.1799248628440182e-08,0.0,0.14819756750849375,100.0,X1,3.443222144402725,7,8
1.083182876726596e-08,0.0,0.2086728804039561,100.0,X1,-3.387270023987712,8,4
5.975387296075496e-08,0.0,0.20729748575539078,10.20729748575539,X2,4.5639,8,5
5.001303193807871e-08,0.0,0.1826361256481225,100.0,X5,4.570829422961635,8,7
1.2678554206502213e-08,0.0,0.13146128863454953,100.0,X1,-2.686977047285936,8,11
1.5189049236141727e-06,4.748957525938753,0.284030341006185,100.0,X5,-0.35084990239164604,9,2
1.1794743848270173e-08,0.0,0.1905565692408047,100.0,X1,-2.455043549284499,9,5
5.16426617025445e-08,0.0,0.12354411202369002,100.0,X5,1.8727564552654998,9,9
1.9370393289364074e-08,0.0,0.1013624747621871,100.0,X1,-0.08469319475425685,9,12
4.0264183098770445e-07,0.0,0.10610325925848677,100.0,X5,-4.077196351547298,9,15
3.181484231618015e-08,0.0,0.09272649369837266,100.0,X1,1.265751160423937,9,19
7.765104470536244e-08,0.0,0.08351421766906786,100.0,X5,-3.4737113060809444,9,22
1.399221929432315e-07,0.0,0.23462579057969798,100.0,X5,-2.904843863056618,10,4
1.514888126052938e-08,0.0,0.18232971472167317,100.0,X1,-1.5868818508477558,10,7
3.406743331879625e-08,0.0,0.14735336786372874,100.0,X5,2.773292322314682,10,10
7.130687595946483e-09,0.0,9.47476992073631,100.0,X1,-2.621343946832062,11,1
4.226116345762421e-08,0.0,0.18452530510833917,100.0,X5,1.8136638594505152,11,4
1.3424569900166716e-08,0.0,0.15749970499299648,100.0,X1,-0.6313488270716476,11,7
1.1543102829136842e-07,0.0,8.3332272460645,100.0,X5,-0.531159936023462,12,1
2.7251322975985204e-08,0.0,0.21233347353912832,100.0,X1,1.3270772727425992,12,4
1.0301445030336254e-07,0.0,0.15194039382013927,100.0,X5,0.9145377240330905,12,7
8.342598611932317e-09,0.0,0.12460792585715348,100.0,X1,-4.460072302296616,12,11
8.041556043281162e-08,0.0,0.11354441970062891,100.0,X5,-2.6460757540157234,12,14
1.5074574477580427e-08,0.0,0.09535026230960118,100.0,X1,-1.3572154720706053,12,17
3.160226214049544e-08,0.0,0.23868606637035428,100.0,X5,3.3782673274471406,13,3
1.4256730906936355e-08,0.0,0.18228599398737813,100.0,X1,-0.9757044279481626,13,6
1.469420851663017e-07,0.0,0.13117986463738335,100.0,X5,-0.9137754860866787,13,9
3.4146019345371315e-08,0.0,0.11894851997380658,100.0,X5,4.171447190049847,14,5
2.637342078060101e-08,0.0,0.11060952485368986,100.0,X1,0.49116842742569666,14,8
9.678382895117466e-08,0.0,0.2702759843656908,100.0,X1,1.729999529586581,15,3
1.4723133290317492e-07,0.0,0.15309170179216117,100.0,X5,-0.7561283783186257,15,6
2.111578645269674e-08,0.0,9.490139626475099,100.0,X1,1.6609564910658303,16,1
1.30154930388926e-07,0.0,0.2047043615527707,100.0,X5,-0.2181954079245827,16,4
5.513317319127964e-06,0.0,0.14937437658251232,100.0,X1,-0.9001470018791622,16,7
0.6931471824645996,1.6076807603239995,0.138641479352763,14.028449078519918,X2,1.5,16,9
1.0622748014554872e-08,0.0,0.20916633669724663,100.0,X1,-2.17562397506075,17,4
1.2480427358241286e-07,0.0,0.1729573893553841,100.0,X5,-0.22451156698599295,17,7
0.6931471824645996,132.50341868400574,0.14853793998279918,144.93408346283167,X2,1.5,18,1
5.886953502454162e-08,0.0,0.3257476593361721,100.0,X5,-4.883297165889396,18,3
8.490640190927934e-09,0.0,0.1884121250843654,100.0,X1,-3.603573354281214,18,6
1.256018720141583e-07,0.0,0.1553483330023562,100.0,X5,-0.45170261261415856,18,10
