step,target,value,query_samples,observed_total_loss,broad_total_loss
0,X4,-3.886689318343196,50,9.002132207155228,10.48587999343872
1,X4,-2.2497068163088074,100,8.351202994585037,5.75124616920948
2,X1,-3.604620714748561,150,6.56216342933476,4.78705080524087
3,X1,1.7669948742291126,240,6.066060679033399,4.852356379851699
4,X4,-4.130611673705839,290,5.905605333857238,4.966566256992519
5,X2,-4.682173205182164,340,5.748641626909375,3.1387969836592675
6,X1,-2.8136202519639664,430,5.457145055755973,2.942506293207407
7,X4,1.0201872904998037,480,5.313020650297403,2.8256509240716694
8,X4,-3.011623493133515,530,5.181431914679706,2.7390110924839974
9,X4,2.0132497359023596,620,4.925049092620611,2.523696824349463
10,X2,-2.795593779593033,670,4.802626389078796,2.5411396510899067
11,X4,-2.218092917693373,720,4.682679371908307,2.5292120281606914
12,X1,2.588073671297673,810,4.462991634383798,2.4791637010872365
13,X1,1.9813939498822686,860,4.355612613260746,2.521566318161786
14,X2,-2.2212865832835815,910,4.255856180563569,2.6511153807863597
15,X1,4.572130722067811,1000,4.071453230455518,2.8428967682644726
16,X2,-3.977897234801513,1050,3.97995051369071,2.7970798531547185
17,X2,-4.03283623166536,1100,3.8911877553910017,2.7696583822369574
18,X2,1.0372603136689111,1190,3.7271564602851868,1.5210100203752517
19,X1,2.2973178669381786,1240,3.650376128964126,1.3949626982212067
20,X4,-3.7517383714679067,1290,3.577098399400711,1.345750194787979
21,X2,-4.211998019215418,1380,3.437269287183881,1.2602312156930566
22,X2,3.294046642529949,1430,3.374348691664636,0.8959973035380244
23,X4,3.8545174793680683,1480,3.3094284972175956,0.7741968674585223
24,X2,0.7735214525676204,1570,3.1904237400740385,0.7445538429543377
25,X4,-4.30444851176259,1620,3.134490263648331,0.7316523293033242
26,X4,-2.7210172434845314,1670,3.081246854737401,0.7204840619117021
27,X2,4.852215206607578,1760,2.9831394273787737,0.696829405426979
28,X1,3.664836667552697,1810,2.9368397668004036,0.6920953607186675
29,X2,-2.220263968899079,1860,2.8916399152949452,0.684788111038506
30,X4,3.3411042664075037,1950,2.8082121377810836,0.6642925929278136
31,X1,-1.2981903288311738,2000,2.7687248401343822,0.6554132938385011
