seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3017,3,coefficient,scratch,120,2560,0.5839757333761085,0.20762201043831852,0.6257928137025296,
3017,3,coefficient,warm,120,2560,0.05668648096410281,0.24216517364945808,0.03607773733239667,
3017,3,coefficient,source_retrieval,120,2560,0.059599950028428,0.26266989454621853,0.03703662285978461,0.9
3017,3,coefficient,source_mixture,120,2560,0.06012302603602744,0.26262727659981416,0.03762255375116224,0.8563121083368604
3017,3,coefficient,scratch,200,2560,0.20688178303381913,0.3719292841479065,0.18854317179892047,
3017,3,coefficient,warm,200,2560,0.02940822543172889,0.02293308234742275,0.030127685774429574,
3017,3,coefficient,source_retrieval,200,2560,0.03502993014565329,0.06926419715582348,0.031226122700078827,0.9
3017,3,coefficient,source_mixture,200,2560,0.03463729974678253,0.06925337847647454,0.030791068776816744,0.8563121083368604
3017,3,coefficient,scratch,400,2560,0.07795699287050302,0.015450061975616441,0.0849022074143793,
3017,3,coefficient,warm,400,2560,0.01613435112111073,0.010464212006705387,0.016764366578266878,
3017,3,coefficient,source_retrieval,400,2560,0.018125418784237884,0.019646840886614843,0.01795637188397378,0.9
3017,3,coefficient,source_mixture,400,2560,0.017439417339474593,0.019644796168982223,0.01719437524730708,0.8563121083368604
