episode,step,total_loss,loss_n_035c,loss_n_3db3,loss_n_950e,loss_n_dc66,loss_n_f46a,loss_n_0301,loss_n_0695,loss_n_0981,loss_n_14bf,loss_n_1879,loss_n_2c14,loss_n_3e97,loss_n_41d2,loss_n_55ca,loss_n_914a,loss_n_93bb,loss_n_a082,loss_n_ac63,loss_n_aebc,loss_n_b857,loss_n_d447,loss_n_d666,loss_n_db25,loss_n_e957,loss_n_eb67,loss_n_ed74,loss_n_f4d6,loss_n_f5eb,loss_n_fd34,loss_n_fd9d
0,0,56.70337659716606,1.1102687120437622,0.936153769493103,0.9841923713684082,0.9314996600151062,0.9871573448181152,2.1919643878936768,2.082725763320923,1.0205044746398926,0.4366801083087921,3.758162498474121,1.8924129009246826,1.2850128412246704,1.454501748085022,2.0497148036956787,3.0745606422424316,2.2198243141174316,1.8792710304260254,0.8427883386611938,4.15751314163208,1.7013188600540161,1.6282225847244263,1.5271600484848022,2.685616970062256,3.708547592163086,2.280454158782959,1.1261091232299805,2.751323699951172,3.7171542644500732,4.267541408538818,1.9744365215301514
0,1,12.77993159070611,1.1268703937530518,0.9385573267936707,1.0015015602111816,0.9281958937644958,0.9868346452713013,1.9614968299865723,0.14518941938877106,0.22614586353302002,0.23242639005184174,0.0393979474902153,0.02039298228919506,0.04176695644855499,0.18856370449066162,2.0067148208618164,0.03004644252359867,1.524410367012024,0.10233505070209503,0.04193860664963722,0.028195610269904137,0.18405435979366302,0.031286828219890594,0.0476912185549736,0.0265676099807024,0.5818734765052795,0.07446236908435822,0.040709398686885834,0.06906697154045105,0.5893877148628235,2.473731756210327,1.0756869316101074
0,2,6.217516925930977,1.1222611665725708,0.9450832009315491,0.9906397461891174,0.927449107170105,0.9877444505691528,2.542909622192383,0.20209184288978577,0.024136889725923538,0.1208750456571579,0.030746161937713623,0.022112758830189705,0.06632349640130997,0.216346874833107,0.41167905926704407,0.023991145193576813,0.02840094082057476,0.2019815742969513,0.053069837391376495,0.02969258837401867,0.25534772872924805,0.026773197576403618,0.039386726915836334,0.03166036307811737,0.22826053202152252,0.10906656831502914,0.026572145521640778,0.06618398427963257,0.273860901594162,0.13444721698760986,0.05696418881416321
0,3,4.268896559625864,1.1138312816619873,0.9362783432006836,0.9863320589065552,0.92466139793396,0.9865952134132385,0.43342265486717224,0.12787842750549316,0.022554432973265648,0.19002006947994232,0.029022905975580215,0.026903705671429634,0.22101044654846191,0.17128176987171173,0.0598469041287899,0.03159727901220322,0.023723706603050232,0.2524743974208832,0.09517183899879456,0.044041115790605545,0.18778559565544128,0.02538817748427391,0.028794599696993828,0.02909567579627037,0.28732830286026,0.1339709758758545,0.022204631939530373,0.06706380099058151,0.47487467527389526,0.2606922388076782,0.03320857137441635
0,4,3.7791198056191204,1.1103750467300415,0.9364249110221863,0.9922148585319519,0.925504744052887,0.987900972366333,0.3095878064632416,0.16541315615177155,0.023822277784347534,0.11009148508310318,0.03157138451933861,0.027186991646885872,0.040608976036310196,0.05130807310342789,0.12405635416507721,0.03229774162173271,0.026807118207216263,0.14882797002792358,0.10535576939582825,0.03638104349374771,0.19515275955200195,0.027852457016706467,0.02822762541472912,0.025738531723618507,0.6176543235778809,0.050338659435510635,0.025494948029518127,0.10228710621595383,0.3624569773674011,0.08697450906038284,0.03314165398478508
0,5,4.176662770286202,1.1097551584243774,0.9359925389289856,0.9903453588485718,0.9270633459091187,0.9881078004837036,0.2932031452655792,0.23993895947933197,0.024573948234319687,0.13460634648799896,0.029105618596076965,0.02442019246518612,0.08697551488876343,0.06914477050304413,0.10749293118715286,0.03379587456583977,0.027007874101400375,0.27753350138664246,0.14700482785701752,0.027913903817534447,0.26321306824684143,0.02343614213168621,0.02937767468392849,0.030561020597815514,0.5019673705101013,0.0745433047413826,0.06566693633794785,0.10124966502189636,0.4317924678325653,0.10915202647447586,0.03273284435272217
0,6,4.695826443657279,1.1101635694503784,0.9358860850334167,0.9882848262786865,0.9274634122848511,0.9897581934928894,0.25107693672180176,0.17250634729862213,0.023911481723189354,0.1666332632303238,0.027814308181405067,0.02555040642619133,0.08666887879371643,0.07227562367916107,0.1378803253173828,0.031775880604982376,0.021447304636240005,0.5445381999015808,0.16737866401672363,0.033816080540418625,0.22020389139652252,0.02467091754078865,0.028875237330794334,0.028710022568702698,0.62113356590271,0.20544856786727905,0.07544366270303726,0.23941010236740112,0.3490435481071472,0.11340812593698502,0.03589388355612755
0,7,5.4533157959580425,1.11446213722229,0.9359110593795776,0.9895262122154236,0.9292624592781067,0.9880194664001465,0.5714592933654785,0.35597437620162964,0.025656914338469505,0.13663865625858307,0.02895408496260643,0.02571927011013031,0.07473862916231155,0.09989041835069656,0.17276254296302795,0.03222285583615303,0.025240905582904816,0.6137143969535828,0.21252475678920746,0.031541064381599426,0.423403799533844,0.024019207805395126,0.025785624980926514,0.023909101262688637,0.6022858023643494,0.20234274864196777,0.07124758511781693,0.20331540703773499,0.351810097694397,0.09072303771972656,0.03599895164370537
0,8,4.156168123707175,1.1161088943481445,0.9359066486358643,0.9888366460800171,0.9317284226417542,0.988652229309082,0.3297502100467682,0.9374136924743652,0.024898070842027664,0.030429551377892494,0.029328608885407448,0.02112654410302639,0.0700920969247818,0.04977896809577942,0.1384630650281906,0.03794223070144653,0.028310583904385567,0.038268592208623886,0.028926273807883263,0.02885156311094761,0.30414554476737976,0.024694588035345078,0.03075370378792286,0.02136235497891903,0.3113860785961151,0.21058499813079834,0.025761213153600693,0.15632778406143188,0.19575706124305725,0.059208981692790985,0.030359195545315742
0,9,3.1785075690597298,1.1123749017715454,0.9362081289291382,0.9882431626319885,0.9325027465820312,0.9881086349487305,0.3124513626098633,0.08437442779541016,0.024132972583174706,0.030243705958127975,0.02814714051783085,0.02240976132452488,0.0667746439576149,0.06561615318059921,0.12905831634998322,0.03245067596435547,0.021157486364245415,0.04851050302386284,0.027017444372177124,0.035050299018621445,0.22911694645881653,0.02838064916431904,0.03024521842598915,0.021380217745900154,0.31844764947891235,0.2069360762834549,0.028781550005078316,0.10191621631383896,0.19279952347278595,0.06934721022844315,0.032273903489112854
0,10,2.926437981426716,1.113921880722046,0.9359188079833984,0.9879063963890076,0.9334067106246948,0.9876707196235657,0.28383058309555054,0.1587819755077362,0.02253013104200363,0.032164037227630615,0.02761806547641754,0.024377450346946716,0.05659211799502373,0.04330545663833618,0.12437409907579422,0.03321320563554764,0.030484482645988464,0.0597640685737133,0.025811057537794113,0.030473671853542328,0.1310776323080063,0.023672504350543022,0.028219105675816536,0.022357961162924767,0.2979881167411804,0.12929943203926086,0.02750290371477604,0.05004920810461044,0.17849840223789215,0.05829543247818947,0.03439197689294815
0,11,3.0952277928590775,1.1128480434417725,0.9359365105628967,0.9879969358444214,0.9324626326560974,0.987454891204834,0.302799254655838,0.23513388633728027,0.021963542327284813,0.027969755232334137,0.027212634682655334,0.022832462564110756,0.08070196956396103,0.04371766000986099,0.10574136674404144,0.03124130517244339,0.028083644807338715,0.06676222383975983,0.023137902840971947,0.027295555919408798,0.24736185371875763,0.02474646270275116,0.02915973775088787,0.02316010743379593,0.1507422924041748,0.2534206807613373,0.026698626577854156,0.08136821538209915,0.13302811980247498,0.057904090732336044,0.03170463815331459
0,12,2.913584138080478,1.11313796043396,0.9359175562858582,0.9864108562469482,0.9321284294128418,0.9871858954429626,0.0356660820543766,0.2680126130580902,0.02544553577899933,0.028165236115455627,0.02977128140628338,0.024829082190990448,0.08343765139579773,0.047110624611377716,0.08938463777303696,0.031597837805747986,0.02530660666525364,0.07609880715608597,0.025697913020849228,0.025385189801454544,0.24185475707054138,0.021727321669459343,0.030899761244654655,0.02142105996608734,0.16016846895217896,0.3444971442222595,0.02476927451789379,0.07861804962158203,0.07123929262161255,0.07600860297679901,0.03551516681909561
0,13,2.780587908625603,1.1126092672348022,0.935950517654419,0.984770655632019,0.9331791996955872,0.9873078465461731,0.040887899696826935,0.27609482407569885,0.023303912952542305,0.027753688395023346,0.02875029481947422,0.02528577484190464,0.05274391919374466,0.039014704525470734,0.13808505237102509,0.033318016678094864,0.022297829389572144,0.07506980001926422,0.030469587072730064,0.026242025196552277,0.19835610687732697,0.026471950113773346,0.03064514882862568,0.02369452267885208,0.1597996950149536,0.22691868245601654,0.025596780702471733,0.08280991017818451,0.08444255590438843,0.05783381685614586,0.03393791243433952
