track,seed,condition,method,budget,validation_samples,mse,fallback_weight,validation_base_sse,validation_proposal_sse
prior_gate,2006,correct,broad,16,8,0.007832921233158614,,,
prior_gate,2006,correct,proposal,16,8,0.011236055931831126,,,
prior_gate,2006,correct,validation_gate,16,8,0.0112360555700812,6.559755360937204e-08,0.947978715523117,0.20369098393457535
prior_gate,2006,correct,broad,32,8,0.009365016965822585,,,
prior_gate,2006,correct,proposal,32,8,0.011411550626732176,,,
prior_gate,2006,correct,validation_gate,32,8,0.01030399777818439,0.5235117862559935,0.14542678964318626,0.1496620346931878
prior_gate,2006,correct,broad,64,8,0.0038019074348449554,,,
prior_gate,2006,correct,proposal,64,8,0.004583766099202332,,,
prior_gate,2006,correct,validation_gate,64,8,0.004199652922216593,0.46218345239563624,0.10905053631826586,0.10223053355074105
prior_gate,2006,wrong,broad,16,8,0.007832921233158614,,,
prior_gate,2006,wrong,proposal,16,8,0.11390821418203001,,,
prior_gate,2006,wrong,validation_gate,16,8,0.0877202790451238,0.1509616881017113,0.947978715523117,0.870260195273805
prior_gate,2006,wrong,broad,32,8,0.009365016965822585,,,
prior_gate,2006,wrong,proposal,32,8,0.02487996543044338,,,
prior_gate,2006,wrong,validation_gate,32,8,0.00936782359934365,0.9997174124931353,0.14542678964318626,0.5131325747521435
prior_gate,2006,wrong,broad,64,8,0.0038019074348449554,,,
prior_gate,2006,wrong,proposal,64,8,0.008299538082757007,,,
prior_gate,2006,wrong,validation_gate,64,8,0.005513519564480804,0.5164838821442054,0.10905053631826586,0.11201871075943381
