seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3000,3,family,scratch,120,2560,1.283868624889267,0.10303810519342775,1.4150720159665824,
3000,3,family,warm,120,2560,0.06038422807627416,0.2946391025832121,0.03435590868661439,
3000,3,family,source_retrieval,120,2560,0.0342879458851894,0.012909485475300677,0.03666333037517704,0.8
3000,3,family,source_mixture,120,2560,0.033045410218326375,0.012909485475300677,0.03528273518977368,0.8089767660212472
3000,3,family,scratch,200,2560,0.5056107455949647,0.14715400033934856,0.5454392728455887,
3000,3,family,warm,200,2560,0.027207288577948716,0.03621926055557123,0.026205958358212884,
3000,3,family,source_retrieval,200,2560,0.025224334879335356,0.014744374618762685,0.02638877490828788,0.8
3000,3,family,source_mixture,200,2560,0.0250252869860234,0.014744374618762685,0.0261676105823857,0.8089767660212472
3000,3,family,scratch,400,2560,0.02358608867007656,0.008644619946484295,0.025246251861586813,
3000,3,family,warm,400,2560,0.01577508428438638,0.01478738448080281,0.015884828707006776,
3000,3,family,source_retrieval,400,2560,0.014871850962654592,0.006733955294398432,0.015776061592460835,0.8
3000,3,family,source_mixture,400,2560,0.014962661781139317,0.006733955294398432,0.015876962501888303,0.8089767660212472
