method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
random,456,5,40,1.9825578862801194,1.971355078741908,0.7471117939800025,0.5208186253905297,324.7986099720001
