step,target,value,query_samples,observed_total_loss,broad_total_loss,observed_nonroot_loss,broad_nonroot_loss,feasible_nonroot_loss
0,X1,-5.0,50,6.519515743479133,13.443386809527874,1.3970551993697882,12.418894700706005,1.6629353263027344
1,X2,-4.0,100,5.920874789357185,7.821210951730609,0.7827848941087723,6.793592972680926,0.8387627352882797
2,X3,-3.0,150,5.799047999083996,6.900717117637396,0.6519585773348808,5.871299233287573,0.8072539478695641
3,X4,-2.0,240,5.727240607142448,4.231682304665446,0.5750462263822556,3.2012434285134077,0.6161706814697634
4,X5,-1.0,290,5.7197808641940355,4.401157445460558,0.5721771735697985,3.3716367073357105,0.64468316687271
5,X6,0.0,340,5.715123634785414,4.328002002090216,0.5711149387061596,3.299200262874365,0.6699063386380051
6,X7,1.0,430,5.704178938642144,4.9271153818815945,0.5707554910331964,3.900430692359805,0.71067153243348
7,X8,2.0,480,5.700195457786322,4.932660378143192,0.5703442357480526,3.9066901337355375,0.6685924381405737
8,X9,3.0,530,5.694739291444421,4.393684280663729,0.5677228663116693,3.3682809956371784,0.5891903317533433
9,X10,4.0,620,5.691153008490801,4.362891505286098,0.5659471340477467,3.3378503303974867,0.6007102378644049
10,X11,5.0,670,5.693170526996255,4.102104860916734,0.5654284153133631,3.0765564385801554,0.5880170521559194
11,X13,-5.0,720,5.702682452276349,2.4807823389768604,0.5712657142430544,1.454498991370201,0.5829573015216738
12,X14,-4.0,810,5.693824116140604,2.443223711103201,0.5635778345167637,1.4171744547784328,0.5742885234455268
13,X15,-3.0,860,5.69647679105401,2.4024940807372333,0.5630537010729313,1.3758094627410173,0.5733397199073806
14,X16,-2.0,910,5.699351930990815,2.3459703102707863,0.5628566984087229,1.3186712637543678,0.5734331396718819
15,X18,-1.0,1000,5.701428260654211,2.3566049933433533,0.56311359629035,1.328942060470581,0.5655509173714866
16,X20,0.0,1050,5.70174084790051,2.39804051220417,0.5631807912141085,1.37032850086689,0.5648137414827943
17,X23,1.0,1100,5.703612878918648,2.4294172093272213,0.5629976540803909,1.4012941643595695,0.5653437950337926
18,X24,2.0,1190,5.7055198308080435,2.5478133384138344,0.5623972173780203,1.51918881572783,0.5649571631802246
19,X25,3.0,1240,5.704967305064201,2.489682851359248,0.5625464767217636,1.4611986856907606,0.563256808789447
20,X1,-2.0,1290,5.702623164281249,2.522363357618451,0.5618833061307669,1.4942153859883547,0.5605765571817756
21,X2,-1.0,1380,5.698163587599993,2.5729436494410036,0.5619682259857655,1.5457045771181583,0.5600777108144636
22,X3,0.0,1430,5.695924509316683,2.5589768905192614,0.5619642622768879,1.5321848411113024,0.5586804979247972
23,X4,1.0,1480,5.695603523403406,2.571742295846343,0.5618800856173038,1.5449976082891226,0.5582609963603318
24,X5,2.0,1570,5.692518508061767,2.6094985261559485,0.5615156050771475,1.5832979455590248,0.5587621885739888
25,X6,3.0,1620,5.692086432129145,2.4267352264374495,0.5612564422190189,1.4005692284554243,0.5585186678993825
26,X7,4.0,1670,5.691050386056304,2.3556303326040506,0.5613974686712027,1.3296997491270304,0.552738352989157
27,X8,5.0,1760,5.6881575379520655,2.4356192599982025,0.5609763655811548,1.4101830255240202,0.5523753740126267
28,X9,-5.0,1810,5.687035206705332,2.4437558453530075,0.5609447993338108,1.4185377638787031,0.5510156407641867
29,X10,-4.0,1860,5.686740824952722,2.419734175130725,0.5609168503433466,1.39456938020885,0.5523980704213802
30,X11,-3.0,1950,5.689131451770663,2.1842124715447424,0.5604629646986723,1.1584787741303444,0.5525393351369227
31,X13,-2.0,2000,5.687835147604346,2.1811952110379935,0.5602962281554937,1.155687427148223,0.552216260228306
