seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3008,1,family,scratch,120,2560,0.756048545027857,0.3017339703132933,0.7717145648456005,
3008,1,family,warm,120,2560,0.04816038419162602,0.21302779340755962,0.04247530111521452,
3008,1,family,source_retrieval,120,2560,0.04237187947063132,0.042741433709260764,0.04235913622102341,0.8333333333333334
3008,1,family,source_mixture,120,2560,0.04234932170244031,0.042741433709260764,0.04233580059875685,0.8811964232257261
3008,1,family,scratch,200,2560,0.30060851610603023,0.11032223114185309,0.30717011213927775,
3008,1,family,warm,200,2560,0.038794738129577816,0.020251997781018004,0.039434142969183336,
3008,1,family,source_retrieval,200,2560,0.03932615974164101,0.018168475450329725,0.040055735062031056,0.8333333333333334
3008,1,family,source_mixture,200,2560,0.039138252160798574,0.018168475450329725,0.03986134790943542,0.8811964232257261
3008,1,family,scratch,400,2560,0.039957300081150796,0.009278821192456196,0.041015178663519565,
3008,1,family,warm,400,2560,0.014457984956130494,0.010611153770815646,0.014590634307348247,
3008,1,family,source_retrieval,400,2560,0.014350872227628686,0.007331438735787258,0.01459292165838184,0.8333333333333334
3008,1,family,source_mixture,400,2560,0.014331739009087683,0.007331438735787258,0.014573128673684247,0.8811964232257261
