episode,step,total_loss,loss_n_3d6d,loss_n_4542,loss_n_cdfe,loss_n_efdc,loss_n_0060,loss_n_006f,loss_n_0cfd,loss_n_1620,loss_n_1e53,loss_n_3a60,loss_n_3c11,loss_n_4553,loss_n_56e1,loss_n_5a7e,loss_n_5cd6,loss_n_79a4,loss_n_83ae,loss_n_8b4e,loss_n_8d99,loss_n_b47b,loss_n_d02f,loss_n_d049,loss_n_d462,loss_n_d871,loss_n_d8e0,loss_n_e639,loss_n_f6e6,loss_n_f86a,loss_n_fcd0
0,0,59.01007269620895,1.0162113904953003,0.9573129415512085,1.058958888053894,0.9555654525756836,3.2497854232788086,2.4098525047302246,0.9293317794799805,3.078230142593384,3.5174295902252197,2.128556251525879,3.961108684539795,3.092616558074951,1.0521091222763062,0.9405115246772766,0.5925926566123962,1.8696537017822266,5.510190963745117,1.1500109434127808,2.0641543865203857,0.7255240082740784,2.7303900718688965,1.2310144901275635,1.6695977449417114,0.4515777826309204,3.2847635746002197,3.0965452194213867,2.482067823410034,3.9646236896514893,3.030224323272705
0,1,6.954627683013678,1.0150117874145508,0.9570948481559753,1.0811280012130737,0.955563485622406,0.08321453630924225,0.15482471883296967,0.14729684591293335,0.05162028968334198,0.060518838465213776,0.04216533899307251,0.03518393635749817,0.12908242642879486,0.024085968732833862,0.21515868604183197,0.029079746454954147,0.09912672638893127,2.768296718597412,0.4429425597190857,0.21079827845096588,0.3115088641643524,0.06667565554380417,0.04110506549477577,0.027931831777095795,0.42866015434265137,0.5570976138114929,0.0870550349354744,0.04010268673300743,0.03501176834106445,0.06432376801967621
0,2,3.54642817042768,1.0166138410568237,0.9586201906204224,1.0660185813903809,0.9556010961532593,0.10220476984977722,0.25045642256736755,0.025819608941674232,0.07455272972583771,0.03080700896680355,0.10443618893623352,0.04045213386416435,0.05273893103003502,0.026345117017626762,0.36644285917282104,0.028003502637147903,0.1258746236562729,0.1021832525730133,0.0382264107465744,0.1800813525915146,0.3933298885822296,0.08073898404836655,0.044586531817913055,0.038183748722076416,0.29057395458221436,0.11026228219270706,0.06170583888888359,0.03679154813289642,0.03311826288700104,0.10914147645235062
0,3,3.2417628396302463,1.0169658660888672,0.9589356184005737,1.0610954761505127,0.9556227326393127,0.11092597246170044,0.18175120651721954,0.025340784341096878,0.1153566911816597,0.029958060011267662,0.1444934457540512,0.03208228573203087,0.07048873603343964,0.022275112569332123,0.41443854570388794,0.025910090655088425,0.035063885152339935,0.07216892391443253,0.0835600420832634,0.16665604710578918,0.2967031002044678,0.045158203691244125,0.028405610471963882,0.04299956560134888,0.17262879014015198,0.1829766184091568,0.0339013934135437,0.031714826822280884,0.04806185141205788,0.03021911159157753
0,4,2.8198636624962092,1.014640212059021,0.9569458961486816,1.064273476600647,0.9555960297584534,0.048477400094270706,0.09575381875038147,0.02306060865521431,0.11716371774673462,0.03543039783835411,0.3828173279762268,0.03145831450819969,0.09030628949403763,0.021958915516734123,0.025257857516407967,0.041463710367679596,0.04799552261829376,0.20790769159793854,0.06604064255952835,0.1096026599407196,0.027501489967107773,0.06237926706671715,0.030664507299661636,0.03644803911447525,0.02383483201265335,0.2830074429512024,0.03341818228363991,0.03033103235065937,0.059913359582424164,0.08937951177358627
0,5,3.1038811661303045,1.014768362045288,0.9568549394607544,1.063828706741333,0.9556461572647095,0.03731616958975792,0.11798541992902756,0.022161833941936493,0.14707371592521667,0.037943702191114426,0.477975994348526,0.031449075788259506,0.10293269157409668,0.02969655580818653,0.026883577927947044,0.04153089225292206,0.04697176069021225,0.21139204502105713,0.0623399093747139,0.22360959649085999,0.028656255453824997,0.06696822494268417,0.02663789503276348,0.035808246582746506,0.023054756224155426,0.30585548281669617,0.028951112180948257,0.028230534866452217,0.057274337857961655,0.08696174621582031
0,6,2.5187749098986387,1.0146218538284302,0.9577077031135559,1.061795949935913,0.9556306004524231,0.03658241406083107,0.19035598635673523,0.023480629548430443,0.050048284232616425,0.03166618198156357,0.1189601868391037,0.02862294390797615,0.134355828166008,0.027110688388347626,0.024096764624118805,0.045551858842372894,0.037024036049842834,0.1697538048028946,0.07387675344944,0.17945726215839386,0.026956340298056602,0.05112918093800545,0.02525613270699978,0.02851974591612816,0.01958869770169258,0.23966573178768158,0.036351852118968964,0.03390984609723091,0.055007290095090866,0.03349524736404419
0,7,2.2993865672498943,1.0146561861038208,0.957069456577301,1.06052565574646,0.9555623531341553,0.05057697370648384,0.12822097539901733,0.023304564878344536,0.04812769964337349,0.041688378900289536,0.14296813309192657,0.02367735095322132,0.13005882501602173,0.025755250826478004,0.023999778553843498,0.054745763540267944,0.03723977506160736,0.1450144648551941,0.041609715670347214,0.12288977205753326,0.026730922982096672,0.052932776510715485,0.024162374436855316,0.02532375417649746,0.022312123328447342,0.16472189128398895,0.03769868239760399,0.032522257417440414,0.04463917016983032,0.03090246208012104
0,8,2.1975012488663195,1.0148392915725708,0.9573392271995544,1.0597302913665771,0.9556597471237183,0.04747077077627182,0.11570365726947784,0.02366972342133522,0.04623918607831001,0.04310372844338417,0.13565479218959808,0.025922194123268127,0.12198702245950699,0.024185407906770706,0.023334097117185593,0.056983739137649536,0.04052408039569855,0.1326252520084381,0.02397698536515236,0.12383516877889633,0.02722218818962574,0.049570050090551376,0.023157058283686638,0.023652130737900734,0.020486749708652496,0.13125261664390564,0.03876778483390808,0.03128928318619728,0.03941475600004196,0.029959114268422127
0,9,2.208601215109229,1.0149019956588745,0.9575561285018921,1.0612322092056274,0.9555659294128418,0.051197491586208344,0.1360088437795639,0.02455371990799904,0.0382712259888649,0.038964591920375824,0.12071122229099274,0.024289017543196678,0.16700036823749542,0.02823650650680065,0.02505146712064743,0.04889781028032303,0.034921351820230484,0.13269536197185516,0.026506457477808,0.10478635877370834,0.025189382955431938,0.05170261487364769,0.02253761701285839,0.0252994392067194,0.023439621552824974,0.13151293992996216,0.03592405840754509,0.03230994939804077,0.03504423424601555,0.025698309764266014
