seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3008,10,family,scratch,120,2560,0.27173761405835545,0.13020123665368563,0.34250580276069037,
3008,10,family,warm,120,2560,0.11620187594509639,0.2889265577100201,0.029839535062634565,
3008,10,family,source_retrieval,120,2560,0.034268067348052794,0.04185793544178164,0.030473133301188372,0.5
3008,10,family,source_mixture,120,2560,0.03470476051186797,0.04185793544178164,0.031128173046911133,0.5539986364281414
3008,10,family,scratch,200,2560,0.30730835240124993,0.15690270683925345,0.38251117518224814,
3008,10,family,warm,200,2560,0.07700998179912863,0.17056086197364348,0.030234541711871198,
3008,10,family,source_retrieval,200,2560,0.029980867819942397,0.026774890075799484,0.03158385669201384,0.5
3008,10,family,source_mixture,200,2560,0.029750027582010178,0.026774890075799484,0.031237596335115532,0.5539986364281414
3008,10,family,scratch,400,2560,0.03997691606856568,0.017347689459117483,0.05129152937328979,
3008,10,family,warm,400,2560,0.015720641947085175,0.02263202319836812,0.012264951321443698,
3008,10,family,source_retrieval,400,2560,0.01176420630963774,0.010447666148554208,0.012422476390179507,0.5
3008,10,family,source_mixture,400,2560,0.011695001419518332,0.010447666148554208,0.012318669055000394,0.5539986364281414
