episode,step,target,value,total_loss,collider_loss,loss_R1,loss_R2,loss_R3,loss_L1,loss_L2,loss_L3,loss_N1,loss_N2,loss_N3,loss_C1,loss_C2,loss_F1,loss_F2,loss_F3
0,0,N1,-1.5969377968473584,217.8622306548059,205.11673187464476,1.1991482973098755,2.7834177017211914,0.7390614748001099,0.1114911213517189,0.0567508302628994,0.12677614390850067,29.331228256225586,0.14996327459812164,0.4745798707008362,174.2074737548828,0.08693094551563263,7.171165466308594,0.04463572055101395,1.3796077966690063
0,1,N2,0.9196703091139753,55.72067831084132,50.829427130520344,1.1939477920532227,2.572298765182495,0.6585730910301208,0.06149381771683693,0.04922713339328766,0.08876831829547882,1.8080239295959473,0.09657183289527893,0.1397106945514679,48.487552642822266,0.06190964952111244,0.046886835247278214,0.04526671767234802,0.4104470908641815
0,2,N1,4.12000729488183,37.20696659386158,32.67105956375599,1.1885998249053955,2.4083218574523926,0.6389983296394348,0.05693516507744789,0.04773421213030815,0.04689222574234009,0.8728150725364685,0.06412670761346817,0.059613171964883804,31.32835578918457,0.045774322003126144,0.03825558349490166,0.04336511716246605,0.3671792149543762
0,3,N2,4.018500384465193,15.709919217973948,11.284784216433764,1.1878817081451416,2.3105344772338867,0.6375436186790466,0.054524701088666916,0.04795646667480469,0.0455533005297184,0.5759716629981995,0.06222933903336525,0.05150714889168739,10.284771919250488,0.04388467222452164,0.03833721578121185,0.04359172657132149,0.3256312608718872
0,4,N1,-3.538269119409858,13.817359443753958,9.442308075726032,1.1880090236663818,2.259711265563965,0.6394122242927551,0.055150460451841354,0.05051405355334282,0.04487985000014305,0.4286521375179291,0.06105572357773781,0.04825904220342636,8.626043319702148,0.04395749792456627,0.03870212286710739,0.044508062303066254,0.2885046601295471
0,5,N2,1.506828683603219,8.028486430644989,3.6842652074992657,1.191652536392212,2.236555814743042,0.6378164291381836,0.05107840523123741,0.05088610574603081,0.044026538729667664,0.21156056225299835,0.05566202849149704,0.045419007539749146,3.1205930709838867,0.0421161949634552,0.03864801302552223,0.043554749339818954,0.258916974067688
0,6,N1,-4.6325425954734225,6.634159237146378,2.294721070677042,1.1896567344665527,2.2380316257476807,0.6384018659591675,0.04994319751858711,0.051844093948602676,0.043887387961149216,0.16271129250526428,0.052594758570194244,0.043175168335437775,1.7950676679611206,0.04184319078922272,0.03836482763290405,0.04348170384764671,0.2451557219028473
0,7,N2,-3.7293559328039816,6.455233670771122,2.1144933700561523,1.1881576776504517,2.2412497997283936,0.6388109922409058,0.0479167178273201,0.05152444913983345,0.04383363574743271,0.12198343873023987,0.05305936187505722,0.043254636228084564,1.6633589267730713,0.04180584102869034,0.038286320865154266,0.04256342723965645,0.23942844569683075
0,8,N1,-2.202612832860641,5.8459467105567455,1.5023395009338856,1.188127040863037,2.2444491386413574,0.6388081908226013,0.04600824788212776,0.05173792317509651,0.04380691051483154,0.10726653784513474,0.05323926359415054,0.04252814128994942,1.1023542881011963,0.04196450859308243,0.03830800577998161,0.04260259494185448,0.20474591851234436
0,9,N2,3.0672160230265373,5.516703929752111,1.1737840473651886,1.1878844499588013,2.2458560466766357,0.6380667090415955,0.04554383084177971,0.05015509948134422,0.043860290199518204,0.09442729502916336,0.05331505089998245,0.04278611019253731,0.8360374569892883,0.04209686443209648,0.03830337151885033,0.04269275441765785,0.15567860007286072
0,10,N1,3.498122931747215,5.31229716911912,0.9728736318647861,1.1878095865249634,2.244291305541992,0.639375627040863,0.04340821132063866,0.04539525508880615,0.043879542499780655,0.0924689844250679,0.05636480078101158,0.042131148278713226,0.6537574529647827,0.04214271903038025,0.038373928517103195,0.04180234298110008,0.14109626412391663
0,11,N2,1.3831182014993022,5.1890099085867405,0.8525710627436638,1.1878571510314941,2.2416458129882812,0.6394625306129456,0.04316076263785362,0.044353779405355453,0.043929215520620346,0.08686525374650955,0.05674579739570618,0.042273394763469696,0.5472961068153381,0.04201875999569893,0.03836247697472572,0.04180868715047836,0.13323017954826355
0,12,N1,0.4722577007095463,5.123208776116371,0.798554252833128,1.1878294944763184,2.240478992462158,0.6387312412261963,0.04177800565958023,0.04461345076560974,0.04393237456679344,0.08338811993598938,0.04668780788779259,0.042397525161504745,0.5055636167526245,0.04202291741967201,0.03829970583319664,0.04168393090367317,0.12580159306526184
0,13,N2,3.235658396089221,5.081916380673647,0.7600272484123707,1.187835454940796,2.2404744625091553,0.6380972862243652,0.04167620837688446,0.044411901384592056,0.04397306591272354,0.08394890278577805,0.04587576165795326,0.04151148349046707,0.47136518359184265,0.042012084275484085,0.03816830366849899,0.041541412472724915,0.12102486938238144
0,14,N1,4.601916956038666,5.0664295591413975,0.7478517480194569,1.1878966093063354,2.2411105632781982,0.6377257704734802,0.04126511886715889,0.04416193440556526,0.04410308972001076,0.08742456883192062,0.0428079329431057,0.04104962199926376,0.4588789641857147,0.04206327348947525,0.038162894546985626,0.04155939444899559,0.11821982264518738
0,15,N2,-0.6695935135730533,4.97544926032424,0.6569157242774963,1.1882463693618774,2.239790201187134,0.6392168998718262,0.041467323899269104,0.04456169158220291,0.04404657706618309,0.08475702255964279,0.042839597910642624,0.04031921923160553,0.3704230487346649,0.04169931262731552,0.03805091977119446,0.04146206006407738,0.118569016456604
0,16,N1,-2.1532628874633497,4.940578203648329,0.6242639049887657,1.1884056329727173,2.238381862640381,0.6387314200401306,0.041578665375709534,0.04420602694153786,0.04407115653157234,0.08204258978366852,0.04262234643101692,0.04033146798610687,0.3383156657218933,0.041619814932346344,0.03815557062625885,0.04140881448984146,0.12070716917514801
0,17,N2,-3.205787436925748,4.876200333237648,0.5603072755038738,1.1883554458618164,2.2375998497009277,0.6391634345054626,0.04131905734539032,0.04435441270470619,0.044024817645549774,0.08014699816703796,0.04248993471264839,0.04022621363401413,0.2785724997520447,0.041457075625658035,0.038144052028656006,0.041534896939992905,0.11881164461374283
0,18,N1,-3.1669764098402275,4.844691697508097,0.5297346711158752,1.1884777545928955,2.237410545349121,0.6386407017707825,0.04133233428001404,0.044334616512060165,0.04388296604156494,0.07959473133087158,0.042207807302474976,0.040316879749298096,0.24865715205669403,0.04152320325374603,0.03820504993200302,0.04148070514202118,0.11862725019454956
0,19,N2,-1.058653410441972,4.812188643962145,0.4981003850698471,1.1881146430969238,2.2376928329467773,0.6387394070625305,0.04123352840542793,0.04382083937525749,0.04384021833539009,0.07896475493907928,0.04172634333372116,0.040564995259046555,0.2177574783563614,0.04141998663544655,0.038260724395513535,0.04132825508713722,0.11872463673353195
0,20,N1,-2.6096291170120844,4.786129385232925,0.4720340073108673,1.1882745027542114,2.238368034362793,0.6382849216461182,0.040902696549892426,0.04370858147740364,0.04383883252739906,0.07777366042137146,0.04114697873592377,0.04102397337555885,0.1939287632703781,0.0412377193570137,0.03825276345014572,0.0411967895925045,0.11819116771221161
0,21,N2,2.329028364221389,4.7675696685910225,0.4535795636475086,1.1879490613937378,2.239438772201538,0.638166069984436,0.040706466883420944,0.04366542771458626,0.04373813420534134,0.0703069195151329,0.04113776981830597,0.04063456133008003,0.18315653502941132,0.04138804227113724,0.03807225078344345,0.04118805751204491,0.11802159994840622
0,22,N1,0.11701581229771207,4.7595436833798885,0.4455220326781273,1.1880258321762085,2.2396862506866455,0.6380289196968079,0.040563225746154785,0.04336788132786751,0.043805669993162155,0.06718824803829193,0.04134285822510719,0.040569741278886795,0.17848718166351318,0.0413895919919014,0.037995390594005585,0.041199106723070145,0.11789378523826599
0,23,N2,4.3005264856022976,4.751876626163721,0.4376007653772831,1.1880117654800415,2.240293502807617,0.6379024386405945,0.04063642397522926,0.043319251388311386,0.04379232972860336,0.06365621089935303,0.04142823442816734,0.04063785448670387,0.1766282171010971,0.04127785563468933,0.037720222026109695,0.041170261800289154,0.11540205776691437
0,24,N1,-1.2884071230208436,4.740187261253595,0.42561105266213417,1.1880191564559937,2.2402963638305664,0.6376921534538269,0.040258415043354034,0.04332374408841133,0.043809860944747925,0.06395117938518524,0.0413745641708374,0.040708765387535095,0.16513437032699585,0.04118583723902702,0.038140956312417984,0.04121064394712448,0.11508125066757202
0,25,N2,1.9228982422178067,4.710158359259367,0.3963734358549118,1.1877912282943726,2.240159749984741,0.63758385181427,0.04032927751541138,0.043316952884197235,0.04379081353545189,0.0584271103143692,0.04130334034562111,0.040577325969934464,0.14312395453453064,0.04106593877077103,0.03823727369308472,0.04102438688278198,0.11342715471982956
0,26,N1,-2.1736308551611003,4.697890009731054,0.3843592740595341,1.1877832412719727,2.240138292312622,0.637601375579834,0.04037528485059738,0.04326830804347992,0.04377882182598114,0.05719960108399391,0.041248951107263565,0.040440283715724945,0.13632531464099884,0.041086092591285706,0.038284171372652054,0.0409872904419899,0.10937298089265823
0,27,N2,-2.6261777861264903,4.680577956140041,0.36721089482307434,1.1877890825271606,2.2396390438079834,0.6375741362571716,0.040324412286281586,0.04326661676168442,0.04379674047231674,0.05744260922074318,0.04134809970855713,0.04060160741209984,0.12023470550775528,0.04114950820803642,0.038326654583215714,0.041025079786777496,0.10805965960025787
0,28,N1,-4.382474574669021,4.674069207161665,0.36171189323067665,1.1877930164337158,2.2387733459472656,0.6375203728675842,0.04034526273608208,0.0432988703250885,0.04376084730029106,0.056952327489852905,0.04142408445477486,0.04045534133911133,0.11509427428245544,0.04127338528633118,0.03831912577152252,0.04101230949163437,0.10804664343595505
