episode,step,total_loss,loss_n_1781,loss_n_468e,loss_n_799e,loss_n_b0d2,loss_n_1661,loss_n_1798,loss_n_1e3e,loss_n_21a1,loss_n_2841,loss_n_40f9,loss_n_4d78,loss_n_589b,loss_n_6884,loss_n_7078,loss_n_7844,loss_n_8014,loss_n_8190,loss_n_8651,loss_n_a248,loss_n_a74c,loss_n_aeb9,loss_n_b33f,loss_n_b4e3,loss_n_b6cf,loss_n_ba81,loss_n_cfb4,loss_n_f7da,loss_n_fa43,loss_n_fed1
0,0,56.502785611152646,1.0445493459701538,1.02772057056427,0.9859315156936646,1.0553823709487915,1.622996211051941,3.9223525524139404,0.6732081770896912,2.0353968143463135,0.9660964012145996,1.351125717163086,0.5596029162406921,0.5339066386222839,4.696386814117432,0.9362640976905823,0.7722069025039673,2.5900611877441406,2.682231903076172,1.9960674047470093,1.9345557689666748,1.7515321969985962,3.943640947341919,1.6719856262207031,3.3411951065063477,5.119724750518799,2.8301661014556885,2.6304516792297363,3.708242177963257,2.1409122943878174,1.2697584629058838
0,1,7.982084034010768,1.0389918088912964,1.0303517580032349,1.0027531385421753,1.055009365081787,0.027111662551760674,0.9259411692619324,0.055501218885183334,0.13574300706386566,0.12622757256031036,0.033796414732933044,0.026833046227693558,0.0567222461104393,0.5369330644607544,0.04018693417310715,0.119586281478405,0.038540273904800415,0.33592140674591064,0.14142252504825592,0.22349783778190613,0.0491391085088253,0.06907953321933746,0.09615513682365417,0.034444212913513184,2.4920077323913574,0.17295967042446136,0.042226579040288925,0.048124514520168304,0.043020375072956085,1.285541296005249
0,2,5.157717163488269,1.0478532314300537,1.0304570198059082,0.9848460555076599,1.0545650720596313,0.03746992349624634,0.6317397952079773,0.05065154656767845,0.1354983001947403,0.08869877457618713,0.049885984510183334,0.02802581898868084,0.1522955745458603,0.7393986582756042,0.04358213394880295,0.028984420001506805,0.030866192653775215,0.4724774658679962,0.17076320946216583,0.42765507102012634,0.038150686770677567,0.07971177250146866,0.04470636323094368,0.024947913363575935,0.7169325947761536,0.17494207620620728,0.03228185325860977,0.03607993200421333,0.05185377597808838,0.04657305032014847
0,3,4.589797985181212,1.0484027862548828,1.0298118591308594,0.9847708940505981,1.0588418245315552,0.028735488653182983,0.6688351035118103,0.06687849760055542,0.3858092725276947,0.1885211020708084,0.058356087654829025,0.025361953303217888,0.1958872675895691,0.5569589138031006,0.03661491721868515,0.0338895283639431,0.03423607721924782,0.3215135931968689,0.061760976910591125,0.5905253291130066,0.027535077184438705,0.1191951110959053,0.03656837344169617,0.026482341811060905,0.09952525049448013,0.025483641773462296,0.031409114599227905,0.03796807676553726,0.07736708223819733,0.030014334246516228
0,4,5.176400143653154,1.0480546951293945,1.0288405418395996,0.9836227297782898,1.0561349391937256,0.030415207147598267,0.12569232285022736,0.08302825689315796,0.48531806468963623,0.5208462476730347,0.04043189063668251,0.02926119789481163,0.02870257757604122,0.4655529856681824,0.34472453594207764,0.026765327900648117,0.031653985381126404,0.14290092885494232,0.2553059160709381,1.0186525583267212,0.026824122294783592,0.06671210378408432,0.05582207068800926,0.031014159321784973,0.2748767137527466,0.020143847912549973,0.047808922827243805,0.03692854195833206,0.1282937079668045,0.0353933684527874
0,5,4.9591655567288395,1.0490503311157227,1.0285588502883911,0.983757734298706,1.0560109615325928,0.02765180915594101,0.12078455090522766,0.09808256477117538,0.4698629677295685,0.1240147054195404,0.05538364499807358,0.027482450008392334,0.02878035418689251,0.7242807745933533,0.45078393816947937,0.025183849036693573,0.02933388762176037,0.11053728312253952,0.299874484539032,0.7357463240623474,0.02602563239634037,0.07010755687952042,0.06185560300946236,0.028636902570724487,0.3297332227230072,0.02519550360739231,0.04730381816625595,0.03255072608590126,0.15496505796909332,0.031532369554042816
0,6,2.764992167055607,1.044814109802246,1.02969491481781,0.9835600852966309,1.054900884628296,0.02428540028631687,0.06751281768083572,0.07866115868091583,0.24109143018722534,0.026689749211072922,0.0806753858923912,0.030447958037257195,0.025056051090359688,0.47251278162002563,0.04245661944150925,0.020075757056474686,0.025179138407111168,0.04352567344903946,0.13424699008464813,0.029005922377109528,0.03164522722363472,0.034164074808359146,0.07108158618211746,0.021982889622449875,0.1408361941576004,0.05119473114609718,0.04912474378943443,0.029696807265281677,0.14040523767471313,0.030843842774629593
0,7,2.6857942838221787,1.0440022945404053,1.0276671648025513,0.9839798212051392,1.055783987045288,0.021933473646640778,0.07990206778049469,0.11030241847038269,0.3475090265274048,0.026057802140712738,0.10561715811491013,0.022257888689637184,0.02907734550535679,0.08147086948156357,0.05368736386299133,0.021524477750062943,0.03075045719742775,0.048092279583215714,0.07420657575130463,0.025830641388893127,0.02845464088022709,0.08244963735342026,0.05989327281713486,0.024485189467668533,0.1292625218629837,0.07009121030569077,0.06064270809292793,0.03148052096366882,0.2640930712223053,0.03443501144647598
0,8,2.2880518700927497,1.0463078022003174,1.0276174545288086,0.9842455387115479,1.0558704137802124,0.029911339282989502,0.07365507632493973,0.13546223938465118,0.03912113606929779,0.021102197468280792,0.08542002737522125,0.023424046114087105,0.02778784930706024,0.07991984486579895,0.026554128155112267,0.02459639683365822,0.029535647481679916,0.04539606347680092,0.11246052384376526,0.025225859135389328,0.03127790242433548,0.07590018212795258,0.07397251576185226,0.023522874340415,0.08722346276044846,0.07159323245286942,0.06166038662195206,0.03255026042461395,0.1606704741716385,0.06729996204376221
0,9,2.090016131103039,1.043550729751587,1.0279250144958496,0.98421710729599,1.0560966730117798,0.03426837548613548,0.07693639397621155,0.08192119002342224,0.03556039184331894,0.022976525127887726,0.10362345725297928,0.022089675068855286,0.030871212482452393,0.08512420952320099,0.024247460067272186,0.023587167263031006,0.03052867390215397,0.042680591344833374,0.1080830842256546,0.02083863690495491,0.029001185670495033,0.10447137802839279,0.07188284397125244,0.02679445780813694,0.06609462201595306,0.05866169556975365,0.0696234405040741,0.026084911078214645,0.028503740206360817,0.04320290684700012
