dpo_loss,reward,cov_bonus,score,target,value,episode,step,run_started_at,run_dir,train_candidates_total,train_candidates_parsed,train_candidates_invalid,train_candidate_parse_rate,train_steps_total,train_steps_with_any_valid_candidate,train_steps_teacher_fallback,train_teacher_fallback_rate
0.6931471824645996,277.3090229481458,2.741285741721609,280.0503086898674,X4,4.89045704176648,0,0,2026-02-07T21:41:21,/scratch/local/23566470/ablations_no_root_learner_20260207_131441/no_root_learner/seed_456/run_20260207_214121_seed456,6518,6518,0,1.0,2089,2030,0,0.0
0.7880311012268066,39.00579107925296,50.09638130767999,89.10217238693295,X2,-2.862414335346047,0,1,2026-02-07T21:41:21,/scratch/local/23566470/ablations_no_root_learner_20260207_131441/no_root_learner/seed_456/run_20260207_214121_seed456,6518,6518,0,1.0,2089,2030,0,0.0
0.37289807200431824,30.759824607521296,25.645692147378664,56.40551675489996,X2,3.907411278121326,0,2,2026-02-07T21:41:21,/scratch/local/23566470/ablations_no_root_learner_20260207_131441/no_root_learner/seed_456/run_20260207_214121_seed456,6518,6518,0,1.0,2089,2030,0,0.0
0.6440473794937134,4.711381968110799,4.745784410492853,9.457166378603652,X2,1.5,0,3,2026-02-07T21:41:21,/scratch/local/23566470/ablations_no_root_learner_20260207_131441/no_root_learner/seed_456/run_20260207_214121_seed456,6518,6518,0,1.0,2089,2030,0,0.0
0.05343511700630188,6.006887409836054,2.6608444426549775,8.66773185249103,X2,-4.5004010837306,0,4,2026-02-07T21:41:21,/scratch/local/23566470/ablations_no_root_learner_20260207_131441/no_root_learner/seed_456/run_20260207_214121_seed456,6518,6518,0,1.0,2089,2030,0,0.0
6.77532434463501,3.309194715693594,2.049101169028182,5.358295884721776,X1,-4.8525,0,5,2026-02-07T21:41:21,/scratch/local/23566470/ablations_no_root_learner_20260207_131441/no_root_learner/seed_456/run_20260207_214121_seed456,6518,6518,0,1.0,2089,2030,0,0.0
0.6931471824645996,4.342255162075161,6.925707053814276,11.267962215889437,X2,1.5,0,6,2026-02-07T21:41:21,/scratch/local/23566470/ablations_no_root_learner_20260207_131441/no_root_learner/seed_456/run_20260207_214121_seed456,6518,6518,0,1.0,2089,2030,0,0.0
0.6931471824645996,0.9548942763358359,4.611484435550846,5.566378711886681,X2,1.5,0,7,2026-02-07T21:41:21,/scratch/local/23566470/ablations_no_root_learner_20260207_131441/no_root_learner/seed_456/run_20260207_214121_seed456,6518,6518,0,1.0,2089,2030,0,0.0
0.6931471824645996,0.6502260826528083,3.9074949823595513,4.55772106501236,X2,1.5,0,8,2026-02-07T21:41:21,/scratch/local/23566470/ablations_no_root_learner_20260207_131441/no_root_learner/seed_456/run_20260207_214121_seed456,6518,6518,0,1.0,2089,2030,0,0.0
0.6931471824645996,0.6175087150186287,3.5181854150355503,4.135694130054179,X2,1.5,0,9,2026-02-07T21:41:21,/scratch/local/23566470/ablations_no_root_learner_20260207_131441/no_root_learner/seed_456/run_20260207_214121_seed456,6518,6518,0,1.0,2089,2030,0,0.0
0.6931471824645996,0.4806011654436593,3.535636672801035,4.016237838244694,X2,1.5,0,10,2026-02-07T21:41:21,/scratch/local/23566470/ablations_no_root_learner_20260207_131441/no_root_learner/seed_456/run_20260207_214121_seed456,6518,6518,0,1.0,2089,2030,0,0.0
0.8163423538208008,0.20015128701925233,2.963487903735252,100.0,X1,-4.816837396533882,0,11,2026-02-07T21:41:21,/scratch/local/23566470/ablations_no_root_learner_20260207_131441/no_root_learner/seed_456/run_20260207_214121_seed456,6518,6518,0,1.0,2089,2030,0,0.0
