episode,dpo_loss
0,0.6931471824645996
1,0.6952377557754517
2,0.7143962383270264
3,0.7145853042602539
4,0.6079621315002441
5,0.45741763710975647
6,0.5151153206825256
7,1.0858893394470215
8,0.35349807143211365
9,0.6159711480140686
10,0.2990398406982422
11,0.1655685007572174
12,0.20733915269374847
13,0.42750856280326843
14,0.22398856282234192
15,0.1548900604248047
16,0.8924968242645264
17,0.6559904217720032
18,0.5156991481781006
19,0.09644655883312225
20,1.568698525428772
21,0.7076793909072876
22,0.5568140149116516
23,0.24950528144836426
24,0.03980141505599022
25,0.01730603165924549
26,2.062570095062256
27,0.2998538911342621
28,1.3046951293945312
29,0.7528707385063171
30,0.5701570510864258
31,0.24696382880210876
32,0.4771903157234192
33,0.28568312525749207
34,0.01578911393880844
35,0.15976771712303162
36,1.3959238529205322
37,0.5177693963050842
38,0.008012675680220127
39,1.7653342485427856
40,0.37643003463745117
41,1.0267902612686157
42,0.013175645843148232
43,0.6993606090545654
44,0.006126089487224817
45,0.0058959429152309895
46,0.007987397722899914
47,0.3447488844394684
48,0.008459669537842274
49,0.0068199364468455315
50,0.008821116760373116
51,0.0018168326932936907
52,0.2720124125480652
53,0.22031356394290924
54,0.007206339854747057
55,0.0018319261725991964
56,5.232921600341797
57,2.3482282161712646
58,0.026573050767183304
59,0.08217709511518478
60,0.03477524220943451
61,0.008438331075012684
62,0.07699497044086456
63,0.0010408838279545307
64,0.008883080445230007
65,0.1573736071586609
66,0.8260328769683838
67,0.007209302391856909
68,0.5389285087585449
69,0.0005539614357985556
70,0.0028910315595567226
71,0.0027509741485118866
72,0.001792132155969739
73,0.212575763463974
74,0.0009336411021649837
75,0.0003972677804995328
76,0.001507395994849503
77,0.47394371032714844
78,0.05816077068448067
79,2.5120949745178223
80,0.0008981003775261343
81,4.257460117340088
82,0.1355920284986496
83,0.02334686554968357
84,0.15806452929973602
85,0.0018900309223681688
86,1.5600367784500122
87,0.001379365916363895
88,0.0007171343895606697
89,0.0013655596412718296
90,0.32565516233444214
91,1.5674588680267334
92,0.020260324701666832
93,0.08637542277574539
94,0.0020621903240680695
95,0.0005890183965675533
96,0.0007918543997220695
97,0.0005959905101917684
98,0.4281075894832611
99,0.026879584416747093
100,0.0004366133944131434
101,0.00024265590764116496
102,0.28746071457862854
103,0.36779698729515076
104,1.2528996467590332
105,0.0008504515280947089
106,0.0015629135305061936
107,0.0006480056326836348
108,0.6645201444625854
109,0.7759003043174744
110,0.00020176894031465054
111,0.00021913947421126068
112,0.0003510793321765959
113,0.0001820058678276837
114,0.0002495713415555656
115,0.7876979112625122
116,1.254736304283142
117,1.024649977684021
118,0.7057186961174011
119,0.00017895916244015098
120,0.7950403690338135
121,0.6405935883522034
122,7.952421188354492
123,0.6832968592643738
124,0.318698525428772
125,0.6944998502731323
126,0.18423213064670563
127,0.04500746354460716
128,0.07466557621955872
129,0.1409982591867447
130,0.5987029075622559
131,0.536608099937439
132,0.058113209903240204
133,0.00114137539640069
134,0.0014281950425356627
135,0.0015931050293147564
136,0.6734111309051514
137,0.0032861160580068827
138,0.0012372848577797413
139,0.0014206530759111047
140,0.0009977702284231782
141,1.721053957939148
142,0.00023932229669298977
143,0.00024792025214992464
144,0.8034611344337463
145,0.00023594377853441983
146,0.00031865114578977227
147,0.00039171602111309767
148,0.0002884978603105992
149,0.7437453269958496
150,0.4018518328666687
151,0.9767617583274841
152,0.17405664920806885
153,0.0004872838908340782
154,0.0003668482240755111
155,0.005650716368108988
156,0.34181085228919983
157,0.9345998764038086
158,0.0004230900085531175
159,0.0003327075100969523
160,1.2945592403411865
161,0.7690532207489014
162,0.0022444280330091715
163,0.3043160140514374
164,0.15160733461380005
165,0.02158290706574917
166,6.2737298011779785
167,0.009928934276103973
168,0.0003166829119436443
169,0.19627109169960022
170,0.004779256414622068
171,0.627016544342041
172,0.8350876569747925
173,0.0037386829499155283
174,0.0013194576604291797
175,0.06485719233751297
176,1.7529789209365845
177,0.0019131861627101898
178,0.16931086778640747
179,0.00028939329786226153
180,0.029956547543406487
181,0.025016069412231445
182,0.040729817003011703
183,0.00018614597502164543
184,0.0011182058369740844
185,0.18618452548980713
186,0.0006959945894777775
187,1.5034196376800537
188,0.6827088594436646
189,0.002090312307700515
190,0.0016038137255236506
191,0.000622027029749006
192,0.6006444692611694
193,0.6852452158927917
194,0.207753524184227
195,0.005220793187618256
196,0.000195664179045707
197,0.5767948627471924
198,0.012777518481016159
199,0.01934485323727131
200,0.0029840862844139338
201,0.00032176944660022855
202,0.7177851796150208
203,0.23510898649692535
204,0.9664356708526611
205,0.20752792060375214
206,4.005644798278809
207,0.4176939129829407
208,2.302504062652588
209,0.16919191181659698
210,0.0002337280020583421
211,0.00023405520187225193
212,0.2635286748409271
213,0.027619538828730583
214,4.250589847564697
215,0.025481829419732094
216,0.6751222014427185
217,0.6124440431594849
218,0.006077347323298454
219,1.6586540937423706
220,4.382621765136719
221,0.00537559250369668
222,0.7220287919044495
223,0.01738576777279377
