track,seed,method,budget,nodes,changed,rounds,mse,changed_mse,unchanged_mse
transfer,123,scratch_uniform,128,30,3,1,0.7136522388355869,1.3426339627483213,0.6437653806230608
transfer,123,scratch_uniform,160,30,3,5,0.5472723268839036,1.3426339627483213,0.4588988117878571
transfer,123,scratch_uniform,200,30,3,10,0.4997143738927627,1.3426339627483213,0.4060566417977006
transfer,123,scratch_uniform,280,30,3,20,0.4209339774968467,1.146617494395491,0.34030247561921945
transfer,123,scratch_uniform,400,30,3,35,0.04726502846665554,0.06335875347414534,0.04547683679915667
transfer,123,warm_uniform,128,30,3,1,0.15379763272304492,1.2644332186868803,0.03039367872706321
transfer,123,warm_uniform,160,30,3,5,0.1527527200401321,1.2644332186868803,0.02923266463493788
transfer,123,warm_uniform,200,30,3,10,0.15321956469091821,1.2644332186868803,0.02975138091358913
transfer,123,warm_uniform,280,30,3,20,0.14501046501220047,1.2152091734437196,0.02609949740869833
transfer,123,warm_uniform,400,30,3,35,0.022389024074253746,0.08514284217640561,0.015416377618459091
transfer,123,warm_residual,128,30,3,1,0.14937263651195934,1.213257594975157,0.031163196682715152
transfer,123,warm_residual,160,30,3,5,0.03195234604095039,0.07524579109169213,0.027141963257534638
transfer,123,warm_residual,200,30,3,10,0.0269455689218278,0.07524579109169213,0.021578877569620653
transfer,123,warm_residual,280,30,3,20,0.019016106014883283,0.07524579109169213,0.012768363228571191
transfer,123,warm_residual,400,30,3,35,0.015795233215263594,0.06741466029746844,0.010059741317240837
transfer,123,module_residual,128,30,3,1,0.2989919554745564,2.709450784601128,0.031163196682715152
transfer,123,module_residual,160,30,3,5,0.028211630815895544,0.023742656953737173,0.02870818346724647
transfer,123,module_residual,200,30,3,10,0.023895940863373894,0.023742656953737173,0.02391297240888909
transfer,123,module_residual,280,30,3,20,0.016511140512332965,0.023742656953737173,0.015707638685510273
transfer,123,module_residual,400,30,3,35,0.019988667784815308,0.02314705334186593,0.019637736056254133
