loss,preference_margin,ref_margin,kl_from_ref,sigmoid_input,winner_target,loser_target
0.6931471824645996,1.1883544921875,1.1883544921875,0.0,0.0,X1,X22
0.7150213122367859,1.37884521484375,1.8116455078125,-2.829986572265625,-0.43280029296875,X20,X14
0.93149733543396,1.27032470703125,5.5771484375,4.9942626953125,-4.30682373046875,X11,X15
0.695776641368866,1.3187255859375,1.371246337890625,14.153213500976562,-0.052520751953125,X18,X15
1.3930442333221436,-1.541839599609375,9.5341796875,16.672714233398438,-11.076019287109375,X19,X21
0.9741643667221069,-4.66607666015625,0.3353271484375,29.455352783203125,-5.00140380859375,X13,X1
0.46136826276779175,-0.342437744140625,-5.682647705078125,28.680023193359375,5.3402099609375,X20,X12
1.0044052600860596,2.45330810546875,7.9361572265625,12.3226318359375,-5.48284912109375,X19,X28
0.5348672866821289,3.00042724609375,-0.46368408203125,-13.76385498046875,3.464111328125,X11,X12
0.31729209423065186,0.353363037109375,-9.497589111328125,-88.56704711914062,9.8509521484375,X9,X10
0.16506259143352509,13.815093994140625,-3.362548828125,-72.00523376464844,17.177642822265625,X13,X10
0.7900662422180176,0.00244140625,1.855133056640625,-79.21080017089844,-1.852691650390625,X13,X10
5.364010334014893,-44.413818359375,9.179351806640625,-149.50636291503906,-53.593170166015625,X10,X13
0.7306126356124878,-1.68804931640625,-0.9522705078125,-158.04025268554688,-0.73577880859375,X19,X13
3.0146100521087646,-31.46832275390625,-1.8253173828125,-209.57342529296875,-29.64300537109375,X19,X13
1.0574991703033447,-8.57757568359375,-2.269317626953125,-317.37481689453125,-6.308258056640625,X19,X13
0.5980303287506104,-0.17230224609375,-2.174713134765625,-406.5355224609375,2.002410888671875,X13,X10
3.2912113666534424,-30.83746337890625,1.695465087890625,-421.27996826171875,-32.532928466796875,X10,X19
0.6530295014381409,1.538330078125,0.719207763671875,-463.271728515625,0.819122314453125,X13,X9
1.4596397876739502,-12.99664306640625,-1.044097900390625,-591.5269775390625,-11.95257568359375,X19,X10
0.003695769002661109,52.6234130859375,-3.36376953125,-682.9834594726562,55.9871826171875,X19,X10
8.293394057545811e-05,90.0885009765625,-3.8857421875,-816.3401489257812,93.9742431640625,X13,X10
5.5824875831604,-52.275390625,3.51177978515625,-734.9818115234375,-55.78717041015625,X10,X13
0.10909255594015121,27.77587890625,6.170684814453125,-690.67041015625,21.60516357421875,X10,X13
9.998703002929688,-102.19976806640625,-2.21319580078125,-568.019287109375,-99.986572265625,X19,X10
3.7274606227874756,-40.549072265625,-3.517913818359375,-507.01446533203125,-37.0311279296875,X19,X10
0.5262704491615295,3.646484375,-0.02642822265625,-430.32623291015625,3.67291259765625,X1,X10
0.004958076402544975,49.67852783203125,-3.364044189453125,-432.10113525390625,53.042572021484375,X19,X10
3.1629024306312203e-05,99.7938232421875,-3.82037353515625,-456.0887756347656,103.61419677734375,X13,X10
10.742673873901367,-106.42724609375,0.999267578125,-487.99755859375,-107.426513671875,X10,X19
1.2389158010482788,-8.7225341796875,0.2459716796875,-406.284423828125,-8.968505859375,X9,X10
0.04953174293041229,30.7943115234375,0.9915771484375,-404.62884521484375,29.802734375,X19,X10
0.001176464487798512,63.7313232421875,-3.7152099609375,-497.30548095703125,67.446533203125,X19,X10
9.639341354370117,-96.04656982421875,0.34619140625,-472.0758361816406,-96.39276123046875,X10,X13
0.013278414495289326,37.67230224609375,-5.477386474609375,-472.442138671875,43.149688720703125,X19,X10
0.00197700597345829,60.09588623046875,-2.15594482421875,-541.4236450195312,62.2518310546875,X19,X10
4.9683876568451524e-05,94.9017333984375,-4.1962890625,-556.3278198242188,99.09805297851562,X19,X10
4.79080472359783e-06,117.1573486328125,-5.33074951171875,-572.4659423828125,122.48809814453125,X19,X10
3.89820161217358e-06,120.84613037109375,-3.70379638671875,-589.102783203125,124.5499267578125,X9,X10
2.6416846594656818e-06,124.3177490234375,-4.12322998046875,-628.296142578125,128.44091796875,X9,X10
2.144296104233945e-06,128.862060546875,-1.664947509765625,-595.6624145507812,130.5269775390625,X9,X10
0.5402147769927979,3.363037109375,0.027557373046875,-558.3245849609375,3.33551025390625,X19,X9
8.469442367553711,-81.798828125,2.893463134765625,-598.61328125,-84.69232177734375,X10,X9
4.83656120300293,-44.6561279296875,3.629852294921875,-533.94580078125,-48.28594970703125,X10,X9
0.6931471824645996,0.0,0.0,-494.969970703125,0.0,X10,X10
2.31886887550354,-13.69891357421875,8.4541015625,-464.4780578613281,-22.15301513671875,X10,X19
0.9839940071105957,-0.4305419921875,4.728302001953125,-502.28436279296875,-5.158843994140625,X10,X19
0.04029708728194237,32.503662109375,0.591064453125,-541.2686157226562,31.91259765625,X10,X19
0.00047622426063753664,77.5626220703125,1.068756103515625,-617.427490234375,76.49383544921875,X10,X19
7.528632164001465,-75.4901123046875,-0.209197998046875,-646.8193359375,-75.28094482421875,X1,X10
0.6931471824645996,0.0,0.0,-674.9556884765625,0.0,X10,X10
0.6931471824645996,0.0,0.0,-700.7294921875,0.0,X10,X10
1.3291075229644775,-9.3612060546875,0.854949951171875,-697.8653564453125,-10.21612548828125,X1,X10
0.2895405888557434,9.43798828125,-1.4739990234375,-719.2413330078125,10.9119873046875,X1,X10
3.4671404361724854,-31.111083984375,3.2432861328125,-736.227294921875,-34.3543701171875,X10,X1
0.3643754720687866,6.035400390625,-2.183135986328125,-732.4610595703125,8.21856689453125,X1,X10
0.007224695291370153,45.778076171875,-3.48828125,-741.728271484375,49.266357421875,X1,X10
3.048443431907799e-05,98.9931640625,-4.989654541015625,-786.6405639648438,103.9827880859375,X1,X10
8.8959379196167,-84.2877197265625,4.670257568359375,-774.8153076171875,-88.9580078125,X10,X13
