step,target,value,query_samples,observed_total_loss,broad_total_loss
0,X6,4.675974369049072,50,8.117253385484219,20.50209020189941
1,X18,-5.0,100,5.876289188861847,4.243305071815849
2,X7,5.0,150,5.745065771043301,2.983713249489665
3,X7,-4.783169269561768,240,5.672039637342095,2.145729225128889
4,X16,-4.716709613800049,290,5.666842268779874,2.2295498102903366
5,X17,2.931989908218384,340,5.66291930899024,2.1959575697779656
6,X6,-5.0,430,5.648278601467609,1.9312116052955388
7,X9,5.0,480,5.649129468947649,1.8543768867850303
8,X23,-5.0,530,5.643182208761573,1.8207372959703207
9,X11,5.0,620,5.635622577741742,1.7798638794571162
10,X8,5.0,670,5.6349080093204975,1.768845174089074
11,X10,5.0,720,5.632984450086951,1.7564108800143003
12,X25,4.6529388427734375,810,5.6295216511935,1.7471414245665073
13,X2,-5.0,860,5.62858116067946,1.7478804912418127
14,X10,-4.83513069152832,910,5.626919258385897,1.7141428496688604
15,X11,-4.596796035766602,1000,5.629380779340863,1.7138709038496018
16,X2,5.0,1050,5.630788575857878,1.6985171530395746
17,X23,2.387876272201538,1100,5.63105183839798,1.690320771560073
18,X8,-5.0,1190,5.629161469638348,1.6849538546055556
19,X4,-4.150151252746582,1240,5.629747837781906,1.682276726141572
20,X5,-4.468465805053711,1290,5.631798941642046,1.676874502748251
21,X5,5.0,1380,5.6313454788178205,1.673717685416341
22,X20,-4.817451000213623,1430,5.631307089701295,1.6727494258433582
23,X15,-4.343783378601074,1480,5.6331090945750475,1.6732355155050755
24,X1,5.0,1570,5.634954506531358,1.677389205247164
25,X21,-5.0,1620,5.634580265730619,1.679541040584445
26,X4,4.820643424987793,1670,5.634675236418843,1.675405339151621
27,X23,5.0,1760,5.6346179489046335,1.6775182206183672
28,X20,5.0,1810,5.634415907785296,1.676589822396636
29,X17,-5.0,1860,5.632808497175574,1.676903174817562
30,X16,5.0,1950,5.6289864759892225,1.6787463460117578
31,X25,-5.0,2000,5.6281463243067265,1.6784518659114838
