method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
random,42,5,1125,2.085651027970016,1.923913392238319,1.1584389282390477,0.5037361882627011,3891.7830905914307
