method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
pev,42,5,40,1.9144636262208223,1.912220156751573,0.46312555409967904,0.42897004839032893,1069.3660140037537
