step,target,value,query_samples,observed_total_loss,broad_total_loss
0,X1,-5.0,50,15.057463087141514,26.16067750453949
1,X1,-4.718421936035156,100,15.855503924190998,26.384818053245546
2,X1,-3.8720383644104004,150,15.076850263401866,24.63955055475235
3,X4,-4.714053153991699,240,5.167273199185729,5.6432603895664215
4,X1,5.0,290,4.923345021903515,5.605145316943526
5,X2,-3.7301623821258545,340,4.782779572531581,3.113553475216031
6,X2,-4.184427261352539,430,4.475821306928992,2.5664261482656006
7,X2,5.0,480,4.615574521943927,2.3264099299907683
8,X2,-0.4314793646335602,530,4.308669188059866,1.9409172352403403
9,X1,4.664769649505615,620,3.999051813967526,1.6856474205851555
10,X1,1.6353962421417236,670,3.8981355680152774,1.6554047523066402
11,X4,-1.6129988431930542,720,3.791244245134294,1.4373577971011402
12,X2,2.3624088764190674,810,3.5603877026587725,1.1297422299161552
13,X4,5.0,860,3.465087470598519,1.0530661437660456
14,X1,1.769831895828247,910,3.375269239768386,1.0158068573102355
15,X2,2.243601083755493,1000,3.213488525711,0.9509094871580601
16,X2,2.3248813152313232,1050,3.139506319537759,0.9251865684986116
17,X1,2.119269847869873,1100,3.0685698268935084,0.9071377478539944
18,X2,-5.0,1190,2.9360260097309947,0.8794430335983634
19,X1,-2.594005823135376,1240,2.8721626391634345,0.8550293868407608
20,X2,-2.8726377487182617,1290,2.812815939076245,0.8020676400512456
21,X2,-3.064518451690674,1380,2.703932764939964,0.7357888415455818
22,X2,0.47655239701271057,1430,2.654680543579161,0.7001174900680781
23,X2,-1.4505118131637573,1480,2.6073330026119947,0.6676463829353452
24,X2,0.5854843854904175,1570,2.520117131061852,0.6332885095849634
25,X2,0.18463477492332458,1620,2.4796340987086296,0.620869529619813
26,X1,-2.667372941970825,1670,2.4406804963946342,0.6065744085237383
27,X2,3.2540204524993896,1760,2.3696558326482773,0.5798078414052725
28,X2,-5.0,1810,2.3364598657935858,0.5715754348784685
29,X2,1.3886327743530273,1860,2.3052982604131103,0.564021527953446
30,X2,-5.0,1950,2.2474194169044495,0.5513666730374098
31,X2,-1.3041081428527832,2000,2.2204861473292112,0.545662060379982
