episode,step,target,value,total_loss,loss_X1,loss_X2,loss_X3,loss_X4,loss_X5
0,0,X1,-2.0383206849134066,14.763407230377197,1.0566883087158203,6.711087703704834,1.2159960269927979,4.451816558837891,1.3278186321258545
0,1,X5,1.0520739405069215,8.873066782951355,1.0563552379608154,2.892059564590454,0.42367881536483765,4.087444305419922,0.4135288596153259
0,2,X5,-3.537985938578184,5.968250051140785,1.0572328567504883,0.5537394285202026,0.38309764862060547,3.7449285984039307,0.22925151884555817
0,3,X1,-4.489759428062173,5.517350889742374,1.057379126548767,0.5650983452796936,0.3601810336112976,3.4266059398651123,0.10808644443750381
0,4,X3,-1.6249159649491263,5.073948003351688,1.0564320087432861,0.4906894862651825,0.3225823938846588,3.134798049926758,0.06944606453180313
0,5,X2,-4.965450222767653,4.167638376355171,1.0564987659454346,0.09964488446712494,0.3424977958202362,2.632720708847046,0.03627622127532959
0,6,X4,-0.1169052031868058,3.845899783074856,1.0565611124038696,0.05886370316147804,0.28340020775794983,2.4168810844421387,0.030193675309419632
0,7,X4,-5.0,3.597580999135971,1.0567377805709839,0.04525269940495491,0.23610427975654602,2.22206449508667,0.03742174431681633
0,8,X1,-4.38340796119243,3.378736834973097,1.0567268133163452,0.0469726137816906,0.1998412162065506,2.046440601348877,0.028755590319633484
0,9,X2,1.026946629344333,3.2014844734221697,1.057070255279541,0.04238086938858032,0.18357224762439728,1.8903911113739014,0.028069989755749702
0,10,X3,3.9758283382240625,2.9122102111577988,1.059010624885559,0.03299503028392792,0.16892199218273163,1.6246696710586548,0.026612892746925354
0,11,X3,-1.4125885069080546,2.7918301839381456,1.0568305253982544,0.028994126245379448,0.1655629277229309,1.5148301124572754,0.025612492114305496
0,12,X1,4.559549816301527,2.8008276149630547,1.056915044784546,0.025777431204915047,0.27497974038124084,1.418471097946167,0.024684300646185875
0,13,X5,-2.5630626596918082,2.671937560662627,1.0574170351028442,0.022193189710378647,0.23481214046478271,1.3336678743362427,0.023847321048378944
0,14,X1,-0.5771161563244824,2.588170947507024,1.0573749542236328,0.019997695460915565,0.22893434762954712,1.258835792541504,0.023028157651424408
0,15,X1,3.450518094975182,2.496755024418235,1.056847333908081,0.01682952791452408,0.26435577869415283,1.1373748779296875,0.02134750597178936
0,16,X4,-3.985287395093002,2.435774836689234,1.05674147605896,0.016270019114017487,0.2535298764705658,1.0890663862228394,0.02016707882285118
0,17,X2,-1.5774067872222923,2.3830940648913383,1.0567121505737305,0.015823286026716232,0.24346821010112762,1.047397494316101,0.01969292387366295
0,18,X1,-0.9481630440431719,2.338343915529549,1.056713581085205,0.015372063033282757,0.2347838133573532,1.0121846199035645,0.019289838150143623
0,19,X2,0.9886739979094696,2.3013386903330684,1.0571705102920532,0.01503018569201231,0.22826841473579407,0.9819192290306091,0.01895035058259964
0,20,X4,-3.9439875250572496,2.2289457311853766,1.056391716003418,0.01432804111391306,0.20401470363140106,0.935750424861908,0.018460845574736595
0,21,X3,-2.1219278511705246,2.1992424419149756,1.0564157962799072,0.014063009060919285,0.19210360944271088,0.9184526205062866,0.018207406625151634
0,22,X1,-5.0,2.170169336721301,1.0564123392105103,0.014152618125081062,0.17751803994178772,0.9041187763214111,0.01796756312251091
0,23,X5,-4.388615574567863,2.143218547105789,1.0564494132995605,0.014005381613969803,0.1622869074344635,0.8928138613700867,0.017662983387708664
0,24,X4,5.0,2.125482013449073,1.056403398513794,0.013695474714040756,0.14941294491291046,0.883776843547821,0.02219335176050663
1,0,X2,4.040749341219672,13.409307539463043,1.062124490737915,4.94316291809082,2.602445602416992,4.451847553253174,0.34972697496414185
1,1,X3,-1.392967572142952,9.172618761658669,1.060789942741394,2.293231964111328,1.5622620582580566,4.088088035583496,0.16824676096439362
1,2,X5,-3.536229468248119,6.829564221203327,1.058255910873413,0.6758024096488953,1.2437045574188232,3.75905442237854,0.09274692088365555
1,3,X3,-5.0,5.967393159866333,1.0564417839050293,0.14678309857845306,1.251620888710022,3.4497478008270264,0.06279958784580231
1,4,X3,1.4917743806374284,5.447729639708996,1.0565317869186401,0.06368734687566757,1.1173696517944336,3.1651761531829834,0.04496470093727112
1,5,X3,-2.46121774826681,4.551895888522267,1.0565131902694702,0.0363374687731266,0.7689965963363647,2.6643879413604736,0.025660691782832146
1,6,X5,-5.0,4.17199033498764,1.0564378499984741,0.029681608080863953,0.6168249249458313,2.447488784790039,0.021557167172431946
1,7,X1,4.015600380345934,3.8812308460474014,1.0564194917678833,0.03034348413348198,0.5245813727378845,2.2513210773468018,0.01856542006134987
1,8,X1,-0.4102498001500755,3.634973956272006,1.0564182996749878,0.024417389184236526,0.4638415575027466,2.0735316276550293,0.016765082255005836
1,9,X1,4.05976752362122,3.4232376888394356,1.0564182996749878,0.021399131044745445,0.4143194854259491,1.9154253005981445,0.01567547209560871
1,10,X1,-1.4993453837889497,3.0875173760578036,1.0565268993377686,0.01652190461754799,0.3545641601085663,1.6460893154144287,0.013815096579492092
1,11,X1,1.0672293966811264,2.9592962879687548,1.0565400123596191,0.015101710334420204,0.34203651547431946,1.5326321125030518,0.012985937297344208
1,12,X4,0.9276913528660659,2.8414095994085073,1.0569696426391602,0.014119314961135387,0.32514744997024536,1.4328523874282837,0.01232080440968275
1,13,X2,2.9272904487325633,2.7350439513102174,1.0568240880966187,0.01344374381005764,0.3075629472732544,1.3453632593154907,0.011849912814795971
1,14,X2,3.478861132327184,2.645376822911203,1.0567517280578613,0.01296839490532875,0.2956983149051666,1.2683727741241455,0.011585610918700695
