track,seed,condition,method,budget,validation_samples,mse,fallback_weight,validation_base_sse,validation_proposal_sse
prior_gate,2011,correct,broad,16,8,0.021020264462294918,,,
prior_gate,2011,correct,proposal,16,8,0.012019989353165832,,,
prior_gate,2011,correct,validation_gate,16,8,0.012019989441300791,1.1944318460426803e-08,1.2779293352757135,0.45699388067107183
prior_gate,2011,correct,broad,32,8,0.003589689690898076,,,
prior_gate,2011,correct,proposal,32,8,0.0031308143195928183,,,
prior_gate,2011,correct,validation_gate,32,8,0.0033247275537205455,0.45673776673473954,0.205350665187102,0.19754394252006652
prior_gate,2011,correct,broad,64,8,0.0023821913253260097,,,
prior_gate,2011,correct,proposal,64,8,0.0022401708112909473,,,
prior_gate,2011,correct,validation_gate,64,8,0.0023103647313440587,0.4995396491048234,0.22058844665802335,0.2205055834734774
prior_gate,2011,wrong,broad,16,8,0.021020264462294918,,,
prior_gate,2011,wrong,proposal,16,8,0.01266141777496078,,,
prior_gate,2011,wrong,validation_gate,16,8,0.02102026365594366,0.9999999523329863,1.2779293352757135,2.0365855127866768
prior_gate,2011,wrong,broad,32,8,0.003589689690898076,,,
prior_gate,2011,wrong,proposal,32,8,0.005639616386552244,,,
prior_gate,2011,wrong,validation_gate,32,8,0.004858395351933539,0.21373174796263594,0.205350665187102,0.14673473136036996
prior_gate,2011,wrong,broad,64,8,0.0023821913253260097,,,
prior_gate,2011,wrong,proposal,64,8,0.002009177161306201,,,
prior_gate,2011,wrong,validation_gate,64,8,0.001974725244353481,0.4805482875471119,0.22058844665802335,0.21708537042819515
