seed,misspec_type,episodes,total_loss,loss_X1,loss_X2,loss_X3,loss_X4,loss_X5
42,none,171,1.9164958940818906,0.9430286884307861,0.009593117982149124,0.01641733944416046,0.9376463890075684,0.009810359217226505
123,none,171,1.9565439550206065,1.010020136833191,0.009254549629986286,0.014028470031917095,0.913034200668335,0.010206597857177258
456,none,171,2.0911079831421375,1.0174061059951782,0.011548158712685108,0.05762936547398567,0.994835376739502,0.009688976220786572
789,none,171,2.0750610884279013,1.0445963144302368,0.010325899347662926,0.012435661628842354,0.9967297911643982,0.010973421856760979
1011,none,171,2.0982884522527456,0.9737459421157837,0.00969543308019638,0.02524890936911106,1.0796581506729126,0.009940017014741898
42,missing_edge,171,1.9725319696590304,0.9689384698867798,0.009390479885041714,0.038315579295158386,0.9461219906806946,0.009765449911355972
123,missing_edge,171,2.0373138040304184,1.0166407823562622,0.009526966139674187,0.03813009709119797,0.9621212482452393,0.010894710198044777
456,missing_edge,171,2.0730498572811484,1.0260274410247803,0.011283301748335361,0.03553558513522148,0.9908677935600281,0.009335735812783241
789,missing_edge,171,2.045392728410661,1.0075678825378418,0.010597804561257362,0.02171819657087326,0.9946548342704773,0.010854010470211506
1011,missing_edge,171,2.056532354094088,0.956816554069519,0.010269716382026672,0.04020920768380165,1.0387694835662842,0.010467392392456532
42,extra_edge,171,1.9187531033530831,0.9288820028305054,0.009595337323844433,0.01611735299229622,0.9539369344711304,0.01022147573530674
123,extra_edge,171,1.967918804846704,1.00068998336792,0.009351293556392193,0.013111102394759655,0.9341198205947876,0.010646604932844639
456,extra_edge,171,2.0666221901774406,1.0259112119674683,0.011397810652852058,0.0533226914703846,0.9661499857902527,0.00984049029648304
789,extra_edge,171,2.08207543566823,1.023970365524292,0.010486507788300514,0.012380504980683327,1.024306058883667,0.010931998491287231
1011,extra_edge,171,2.051427631638944,0.9753685593605042,0.009914297610521317,0.024018872529268265,1.031875491142273,0.010250410996377468
42,reversed_edge,171,4.990728178061545,0.11976151913404465,3.907092571258545,0.01641733944416046,0.9376463890075684,0.009810359217226505
123,reversed_edge,171,5.109003221616149,0.10755977779626846,4.064174175262451,0.014028470031917095,0.913034200668335,0.010206597857177258
456,reversed_edge,171,6.532186849974096,0.06406208127737045,5.405971050262451,0.05762936547398567,0.994835376739502,0.009688976220786572
789,reversed_edge,171,6.110875936225057,0.02319975383579731,5.067537307739258,0.012435661628842354,0.9967297911643982,0.010973421856760979
1011,reversed_edge,171,5.5152925830334425,0.11291269958019257,4.287532806396484,0.02524890936911106,1.0796581506729126,0.009940017014741898
42,missing_and_extra,171,1.9361129170283675,0.9430286884307861,0.009593117982149124,0.03575228154659271,0.9376463890075684,0.01009244006127119
123,missing_and_extra,171,1.984448322094977,1.010020136833191,0.009254549629986286,0.04173722863197327,0.913034200668335,0.01040220633149147
456,missing_and_extra,171,2.0684886425733566,1.0174061059951782,0.011548158712685108,0.03466198965907097,0.994835376739502,0.010037011466920376
789,missing_and_extra,171,2.08194721955806,1.0445963144302368,0.010325899347662926,0.019185032695531845,0.9967297911643982,0.011110181920230389
1011,missing_and_extra,171,2.1142193349078298,0.9737459421157837,0.00969543308019638,0.04100567102432251,1.0796581506729126,0.010114138014614582
