seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3015,3,coefficient,scratch,120,2560,0.983899641174818,0.4760882944098819,1.0403231241486999,
3015,3,coefficient,warm,120,2560,0.037918620369846195,0.1226446346235417,0.028504618786102245,
3015,3,coefficient,source_retrieval,120,2560,0.04011690160214888,0.11691659196325148,0.03158360267313747,0.7333333333333333
3015,3,coefficient,source_mixture,120,2560,0.03859778728842307,0.11690434002142147,0.0298970592069788,0.8337856610321398
3015,3,coefficient,scratch,200,2560,0.40802566562030146,0.39074455796510493,0.40994578869310105,
3015,3,coefficient,warm,200,2560,0.024566081240307704,0.03740229257760263,0.023139835536163826,
3015,3,coefficient,source_retrieval,200,2560,0.025053150966854714,0.03789212870195733,0.023626597885176646,0.7333333333333333
3015,3,coefficient,source_mixture,200,2560,0.024703755276319576,0.0378935532215601,0.023238222171292854,0.8337856610321398
3015,3,coefficient,scratch,400,2560,0.03128514928833897,0.031970225939954085,0.03120902966038174,
3015,3,coefficient,warm,400,2560,0.014836290678955725,0.023535583160723895,0.013869702625425927,
3015,3,coefficient,source_retrieval,400,2560,0.01500671038625459,0.023583073419839774,0.014053781160300682,0.7333333333333333
3015,3,coefficient,source_mixture,400,2560,0.01483517200036338,0.023581951666749233,0.013863307592987175,0.8337856610321398
