track,seed,condition,method,budget,validation_samples,mse,fallback_weight,validation_base_sse,validation_proposal_sse
prior_gate,2019,correct,broad,16,8,0.014479914259589496,,,
prior_gate,2019,correct,proposal,16,8,0.0075670668357621295,,,
prior_gate,2019,correct,validation_gate,16,8,0.008511035767277627,0.31338766199946944,0.29947203693242797,0.2641772368984949
prior_gate,2019,correct,broad,32,8,0.008269969816601885,,,
prior_gate,2019,correct,proposal,32,8,0.00745829372687281,,,
prior_gate,2019,correct,validation_gate,32,8,0.007531138107436217,0.09493583013007108,0.2194094564140761,0.11794324689099135
prior_gate,2019,correct,broad,64,8,0.0019315147203326413,,,
prior_gate,2019,correct,proposal,64,8,0.001776258889087666,,,
prior_gate,2019,correct,validation_gate,64,8,0.0018329730762742802,0.5438719806694174,0.1189120484186596,0.12682936530493805
prior_gate,2019,wrong,broad,16,8,0.014479914259589496,,,
prior_gate,2019,wrong,proposal,16,8,0.025766451369055934,,,
prior_gate,2019,wrong,validation_gate,16,8,0.015400007121424125,0.35069986355203203,0.29947203693242797,0.2717536433609763
prior_gate,2019,wrong,broad,32,8,0.008269969816601885,,,
prior_gate,2019,wrong,proposal,32,8,0.01510750682774975,,,
prior_gate,2019,wrong,validation_gate,32,8,0.013129320314260444,0.2248659793696562,0.2194094564140761,0.16372054490995896
prior_gate,2019,wrong,broad,64,8,0.0019315147203326413,,,
prior_gate,2019,wrong,proposal,64,8,0.0030368703862856637,,,
prior_gate,2019,wrong,validation_gate,64,8,0.0019221805687664952,0.7328934763769981,0.1189120484186596,0.16433292541171124
