method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
pev,42,5,1,4.593642548657954,4.593642548657954,1.6327421914786102,1.6327421914786102,36.03365087509155
