step,target,value,query_samples,observed_total_loss,broad_total_loss
0,X4,5.0,50,9.30169466137886,9.689746868610381
1,X1,-5.0,100,6.8360520005226135,7.387045991420746
2,X1,-3.7917137145996094,150,6.477190539240837,7.1805605649948125
3,X1,5.0,240,5.747949846088886,4.7662612531334165
4,X4,-5.0,290,5.54135025665164,5.32128864787519
5,X2,2.238976240158081,340,5.376678084954619,3.3253343502059582
6,X2,-4.657265663146973,430,5.036110456101596,2.447708059474826
7,X2,5.0,480,4.9032814195379615,2.781718721240759
8,X2,-1.3476301431655884,530,4.7505017053335905,1.7295567452907563
9,X2,-0.5204288959503174,620,4.4906429490074515,1.4934822477400305
10,X4,-1.2696166038513184,670,4.370444032363594,1.2741531359031797
11,X2,0.023809224367141724,720,4.255657867528498,1.250788669474423
12,X4,-3.9474661350250244,810,4.042065013200045,1.1379553463310004
13,X4,-3.1432743072509766,860,3.9431737950071692,1.0761236479505896
14,X4,-2.61513090133667,910,3.847613518126309,1.02530545797199
15,X2,-1.6496317386627197,1000,3.6693480787798762,0.957648316025734
16,X2,-1.8616259098052979,1050,3.5849933344870806,0.9236264107748866
17,X4,-1.6698050498962402,1100,3.5031483210623264,0.8956945989280939
18,X2,-2.358076333999634,1190,3.3482752265408635,0.8516191190108657
19,X1,-2.226513147354126,1240,3.272386916913092,0.8267811980098486
20,X1,-2.132352352142334,1290,3.2015921445563436,0.807338354922831
21,X2,-5.0,1380,3.069952791556716,0.7731686165556312
22,X1,-4.217845439910889,1430,3.0098788421601057,0.7607351506128908
23,X4,5.0,1480,2.9515836825594306,0.7461895672604442
24,X2,4.314306259155273,1570,2.8431154740974307,0.7177297027781606
25,X1,-2.4976298809051514,1620,2.7911355858668685,0.6992047363892198
26,X2,-2.4555795192718506,1670,2.742213654331863,0.6866188202053309
27,X1,4.381960391998291,1760,2.648908562026918,0.6652928866446018
28,X1,5.0,1810,2.607298539020121,0.6498890521004796
29,X2,-3.3840136528015137,1860,2.5667452150955796,0.6406822754070163
30,X1,-2.6755142211914062,1950,2.490483279339969,0.618118317052722
31,X1,-2.951592445373535,2000,2.455299712717533,0.6077321423217654
