episode,step,target,loss
0,0,,0.4495394490659237
0,1,,0.138170906342566
0,2,,0.22560712974518538
0,3,,0.19589759968221188
0,4,,0.34703441709280014
0,5,X3,0.09258714635507204
0,6,X3,0.12283834532718174
0,7,X3,0.27168045355938375
0,8,X3,0.025305746694357367
0,9,X3,0.021729112979755882
0,10,X3,0.2351209360640496
0,11,X3,0.01376876971562524
0,12,X3,0.08193915107585781
0,13,X3,0.07669597840867937
0,14,X3,0.03699379209501785
0,15,X3,0.02565476421659696
0,16,X3,0.04675204330851557
0,17,X3,0.038859092575876275
0,18,X3,0.06566406432102667
0,19,X3,0.1923391804593848
1,0,,0.08155014319345355
1,1,,0.13560158479958773
1,2,,0.03293003560975194
1,3,,0.12938839104026556
1,4,,0.041463552974164486
1,5,X3,0.3196996869519353
1,6,X3,0.13924707641126588
1,7,X3,0.02369368579093134
1,8,X3,0.08235103834886104
1,9,X3,0.06817668553594558
1,10,X3,0.0519073874274909
1,11,X3,0.08988124392635655
1,12,X3,0.05808373793843202
1,13,X3,0.34122186577587854
1,14,X3,0.052878363741911016
1,15,X3,0.0037041256728116423
1,16,X3,0.00469477447677491
1,17,X3,0.027415296561230207
1,18,X3,0.04938994158874266
1,19,X3,0.10957948862414923
2,0,,0.23153983801603317
2,1,,0.31375914067029953
2,2,,0.18247445113956928
2,3,,0.08494650269858539
2,4,,0.1661825766786933
2,5,X3,0.06258013375918381
2,6,X3,0.21924921590834856
2,7,X3,0.031671811841079034
2,8,X3,0.08826071349903941
2,9,X3,0.036268450880015735
2,10,X3,0.07924645347520709
2,11,X3,0.13505737256491557
2,12,X3,0.1034478366636904
2,13,X3,0.07205769687425345
2,14,X3,0.13543215920799412
2,15,X3,0.019389989000046626
2,16,X3,0.006318715056295332
2,17,X3,0.06360647070687264
2,18,X3,0.011322636790282559
2,19,X3,0.015636180934961885
3,0,,0.37729016691446304
3,1,,0.1021648608148098
3,2,,0.11439338512718678
3,3,,0.22130233887583017
3,4,,0.07700472697615623
3,5,X3,0.08300250367028639
3,6,X3,0.019411052257055417
3,7,X3,0.2647468820796348
3,8,X3,0.052060518675716594
3,9,X3,0.10615524812601507
3,10,X3,0.09602434087719303
3,11,X3,0.03579065100348089
3,12,X3,0.033134307246655226
3,13,X3,0.08682554319966584
3,14,X3,0.09465556137729436
3,15,X3,0.003777513793465914
3,16,X3,0.03995611483696848
3,17,X3,0.008238414044171805
3,18,X3,0.03812764187750872
3,19,X3,0.016829079540912062
4,0,,0.07713100709952414
4,1,,0.17442894726991653
4,2,,0.2066464815288782
4,3,,0.23762579262256622
4,4,,0.10317839682102203
4,5,X3,0.09573160138097592
4,6,X3,0.030836572375847027
4,7,X3,0.0630551697104238
4,8,X3,0.07947155792498961
4,9,X3,0.256607873365283
4,10,X3,0.029998045218235347
4,11,X3,0.04351443708219449
4,12,X3,0.018233429218526
4,13,X3,0.030852499650791287
4,14,X3,0.07926508848322555
4,15,X3,0.015801540219399612
4,16,X3,0.022459071056800894
4,17,X3,0.03706284858708386
4,18,X3,0.0792058693477884
4,19,X3,0.017215488573128823
5,0,,0.15241147950291634
5,1,,0.09264997113496065
5,2,,0.10082930326461792
5,3,,0.16592017747461796
5,4,,0.09480725694447756
5,5,X3,0.8149972329847515
5,6,X3,0.04789729163167067
5,7,X3,0.03946040211303625
5,8,X3,0.07408323523122817
5,9,X3,0.21035075274994597
5,10,X3,0.03733968603773974
5,11,X3,0.06475362547644181
5,12,X3,0.15088052832288668
5,13,X3,0.13281038863351569
5,14,X3,0.047921653458615765
5,15,X3,0.058990476914914325
5,16,X3,0.1267987256287597
5,17,X3,0.02250958921649726
5,18,X3,0.061500866315327585
5,19,X3,0.003239899107029487
6,0,,0.17042968980967999
6,1,,0.3277324549853802
6,2,,0.16333390958607197
6,3,,0.21590268006548285
6,4,,0.07987098256126046
6,5,X3,0.1020686529809609
6,6,X3,0.13154919736552984
6,7,X3,0.06829477797145955
6,8,X3,0.18201224674703553
6,9,X3,0.05873813216567214
6,10,X3,0.031768193846801296
6,11,X3,0.5665472307591699
6,12,X3,0.04241151234600693
6,13,X3,0.038094940817245515
6,14,X3,0.08017231648773304
6,15,X3,0.06988830177942873
6,16,X3,0.015054953197250143
6,17,X3,0.22151143033988774
6,18,X3,0.20372509467415512
6,19,X3,0.13309014885453507
7,0,,0.17632665019482374
7,1,,0.18591990554705262
7,2,,0.0715589914470911
7,3,,0.12359599769115448
7,4,,0.09142456483095884
7,5,X3,0.08911307841481175
7,6,X3,0.07951513433363289
7,7,X3,0.10211176914162934
7,8,X3,0.04638195701409131
7,9,X3,0.040066139299597126
7,10,X3,0.0666650143393781
7,11,X3,0.15350745141040534
7,12,X3,0.127196009416366
7,13,X3,0.051172879324440146
7,14,X3,0.007436132793372963
7,15,X3,0.08449785065022297
7,16,X3,0.04074632577248849
7,17,X3,0.07463391917917761
7,18,X3,0.029975622761412524
7,19,X3,0.026780660993608763
8,0,,0.17093206569552422
8,1,,0.11226218193769455
8,2,,0.07929381495341659
8,3,,0.041964343283325434
8,4,,0.13753510359674692
8,5,X3,0.07931151252705604
8,6,X3,0.08828447308042087
8,7,X3,0.09249085353076225
8,8,X3,0.14126902574207634
8,9,X3,0.11710283979482483
8,10,X3,0.027453546608739998
8,11,X3,0.030781174784351606
8,12,X3,0.058416541731276084
8,13,X3,0.11876622372074053
8,14,X3,0.009468490461586043
8,15,X3,0.0495977170066908
8,16,X3,0.039610776817426085
8,17,X3,0.04372267162398202
8,18,X3,0.04319569440121995
8,19,X3,0.02911084526203922
9,0,,0.0892847953364253
9,1,,0.14273246936500072
9,2,,0.11305725667625666
9,3,,0.0446931233163923
9,4,,0.4225385710597038
9,5,X3,0.06258639792213216
9,6,X3,0.04612296252980741
9,7,X3,0.09991728348541074
9,8,X3,0.16149723337730393
9,9,X3,0.06347393400938017
9,10,X3,0.030661953653179808
9,11,X3,0.030794044374488294
9,12,X3,0.0134191694924084
9,13,X3,0.03189269710856024
9,14,X3,0.03840752183168661
9,15,X3,0.011341783821080753
9,16,X3,0.09367911890149117
9,17,X3,0.12859915839362657
9,18,X3,0.1629940860584611
