seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3019,1,family,scratch,120,2560,0.7486846117034728,0.24301026014249827,0.7661216583090236,
3019,1,family,warm,120,2560,0.03385227769617091,0.10149888707380106,0.031519635993494007,
3019,1,family,source_retrieval,120,2560,0.03520547298168522,0.03996650961180459,0.03504129930478454,0.8
3019,1,family,source_mixture,120,2560,0.03289028584994053,0.03996650961180459,0.03264627813401419,0.8548696305608945
3019,1,family,scratch,200,2560,0.27157190167137174,0.39658205608765146,0.2672612066915,
3019,1,family,warm,200,2560,0.03846231919713915,0.09707874251705642,0.03644106322059027,
3019,1,family,source_retrieval,200,2560,0.04070509991951227,0.07945884750644261,0.03936876379582502,0.8
3019,1,family,source_mixture,200,2560,0.03891664891571853,0.07945884750644261,0.03751864206776253,0.8548696305608945
3019,1,family,scratch,400,2560,0.056310881894038815,0.025165689014676865,0.057384854062292684,
3019,1,family,warm,400,2560,0.014630434434028656,0.02617166981642676,0.014232460800152858,
3019,1,family,source_retrieval,400,2560,0.014677680685156102,0.021750639910688117,0.0144337855394481,0.8
3019,1,family,source_mixture,400,2560,0.014539836602068599,0.021750639910688117,0.014291188212116201,0.8548696305608945
